"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal"
"Moraea tripetala","Moraea tripetala","IRIDACEAE","Moraea tripetala","(L.f.) Ker Gawl.","Iridaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Aug","Sep",NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w"
"Morella cordifolia","Morella cordifolia","MYRICACEAE","Myrica cordifolia","L.","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"May","Aug",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.81,0,0,"leaf",3,"h","i","p"
"Morella diversifolia","Morella diversifolia","MYRICACEAE","Morella diversifolia","Killick","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","p"
"Morella humilis","Morella humilis","MYRICACEAE","Myrica humilis","Cham.","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Jul","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","p"
"Morella kraussiana","Morella kraussiana","MYRICACEAE","Myrica kraussiana","Buchinger","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4.5,0,0,"leaf",3,"h","i","p"
"Morella quercifolia","Morella quercifolia","MYRICACEAE","Myrica quercifolia","L.","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Jul","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,1,2.992857143,0,0,"leaf",3,"h","i","p"
"Morella serrata","Morella serrata","MYRICACEAE","Myrica serrata","Lam.","Myricaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Aug","Dec",NA,NA,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,1,7.1375,0,0,"leaf",3,"h","i","p"
"Muraltia acipetala","Muraltia acipetala","POLYGALACEAE","Muraltia acipetala","Harv.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Muraltia alopecuroides","Muraltia alopecuroides","POLYGALACEAE","Muraltia alopecuroides","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.693,0,0,"leaf",2,"h","i","i"
"Muraltia ciliaris","Muraltia ciliaris","POLYGALACEAE","Muraltia ciliaris","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Apr","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.63,0,0,"leaf",2,"h","i","i"
"Muraltia demissa","Muraltia demissa","POLYGALACEAE","Muraltia demissa","Wolley-Dod","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Muraltia depressa","Muraltia depressa","POLYGALACEAE","Muraltia depressa","Burch. ex DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Muraltia ericaefolia","Muraltia ericifolia","POLYGALACEAE","Muraltia ericaefolia","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Dec","Jan",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.764,0,0,"leaf",2,"h","i","i"
"Muraltia ericoides","Muraltia ericoides","POLYGALACEAE","Muraltia ericoides","Steud.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Apr",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,0.65,0,0,"leaf",2,"h","i","i"
"Muraltia filiformis","Muraltia filiformis","POLYGALACEAE","Muraltia filiformis","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Muraltia heisteria","Muraltia heisteria","POLYGALACEAE","Muraltia heisteria","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.836,0,0,"leaf",2,"h","i","i"
"Muraltia juniperifolia","Muraltia juniperifolia","POLYGALACEAE","Muraltia juniperifolia","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"May","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.823333333,0,0,"leaf",2,"h","i","i"
"Muraltia pageae","Muraltia pageae","POLYGALACEAE","Muraltia pageae","Levyns","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Apr","May",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.625,0,0,"leaf",2,"h","i","i"
"Muraltia pauciflora","Muraltia pauciflora","POLYGALACEAE","Muraltia pauciflora","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Jan",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","i"
"Muraltia rhamnoides","Muraltia rhamnoides","POLYGALACEAE","Muraltia rhamnoides","Chodat","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Nov",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Muraltia rosmarinifolia","Muraltia rosmarinifolia","POLYGALACEAE","Muraltia rosmarinifolia","Levyns","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Jan",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.576,0,0,"leaf",2,"h","i","i"
"Muraltia satureioides","Muraltia satureioides","POLYGALACEAE","Muraltia satureioides","Burch. ex DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Muraltia spinosa","Nylandtia spinosa","POLYGALACEAE","Muraltia spinosa","(L.) F.Forest & J.C.Manning","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jun","Jul",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.6625,0,0,"leaf",2,"h","i","i"
"Muraltia squarrosa","Muraltia squarrosa","POLYGALACEAE","Muraltia squarrosa","DC.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","May",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.688333333,0,0,"leaf",2,"h","i","i"
"Muraltia thunbergii","Muraltia thunbergii","POLYGALACEAE","Muraltia thunbergii","Eckl. & Zeyh.","Polygalaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Dec",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.566666667,0,0,"leaf",2,"h","i","i"
"Myrsine africana","Myrsine africana","MYRSINACEAE","Myrsine africana","L.","Primulaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.38,0,0,"leaf",3,"h","i","m"
"Nanobubon strictum","Peucedanum strictum","APIACEAE","Nanobubon strictum","(Spreng.) Magee","Apiaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Dec","Feb",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,NA,0,1,"mixed",2,"m","i","w"
"Neesenbeckia punctoria","Neesenbeckia punctoria","CYPERACEAE","Neesenbeckia punctoria","(Vahl) Levyns","Cyperaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Mar","Apr",NA,NA,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,83.56,1,1,"culm_stem",3,"h","w","p"
"Nemesia barbata","Nemesia barbata","SCROPHULARIACEAE","Nemesia barbata","(Thunb.) Benth.","Scrophulariaceae",0,1,"Annual",1,0,0,1,1,1,1,0,0,"Aug","Oct",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",0,"l","i","p"
"Nemesia fruticans","Nemesia fruticans","SCROPHULARIACEAE","Nemesia fruticans","(Thunb.) Benth.","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Nemesia ligulata","Nemesia ligulata","SCROPHULARIACEAE","Nemesia ligulata","E.Mey. ex Benth.","Scrophulariaceae",0,1,"Annual",1,0,0,1,0,1,0,0,0,"Aug","Oct",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",0,"l","i","p"
"Nenax acerosa","Nenax acerosa","RUBIACEAE","Nenax acerosa","Gaertn.","Rubiaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Jul","Nov",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","w","p"
"Nevillea obtusissima","Nevillea obtusissima","RESTIONACEAE","Nevillea obtusissima","(Steud.) H.P.Linder","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Feb","Mar",NA,NA,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,52.86,1,1,"culm_stem",3,"h","i","w"
"Nivenia fruticosa","Nivenia fruticosa","IRIDACEAE","Nivenia fruticosa","(L.f.) Baker","Iridaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Nov","Jan",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"h","i","w"
"Nivenia levynsiae","Nivenia levynsiae","IRIDACEAE","Nivenia levynsiae","Weim.","Iridaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Feb",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,12.6,0,0,"leaf",3,"h","i","w"
"Nivenia stokoei","Nivenia stokoei","IRIDACEAE","Nivenia stokoei","(L.Guthrie) N.E.Br.","Iridaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Feb","Mar",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"h","i","w"
"Notobubon ferulaceum","Peucedanum ferulaceum","APIACEAE","Notobubon ferulaceum","(Thunb.) Magee","Apiaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,NA,0,0,"leaf",2,"h","i","w"
"Notobubon striatum","Peucedanum striatum","APIACEAE","Notobubon striatum","(Thunb.) Magee","Apiaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Sep",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","i","w"
"Notobubon tenuifolium","Peucedanum tenuifolium","APIACEAE","Notobubon tenuifolium","(Thunb.) Magee","Apiaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Jan",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,5.433333333,0,0,"leaf",2,"h","i","w"
"Nymania capensis","Nymania capensis","MELIACEAE","Nymania capensis","(Thunb.) Lindb.","Meliaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.483333333,0,0,"leaf",3,"h","i","w"
"Ochna serrulata","Ochna serrulata","OCHNACEAE","Ochna serrulata","Walp.","Ochnaceae",1,0,"Perennial",1,0,1,1,0,0,0,0,0,"Apr","Oct",NA,NA,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","m"
"Ocotea bullata","Ocotea bullata","LAURACEAE","Ocotea bullata","(Burch.) Baill.","Lauraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,12.24,0,0,"leaf",3,"h","i","m"
"Oedera capensis","Oedera capensis","ASTERACEAE","Oedera capensis","Druce","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Sep",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","w"
"Oedera imbricata","Oedera imbricata","ASTERACEAE","Oedera imbricata","Lam.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,1.166666667,0,0,"leaf",2,"m","i","w"
"Oedera sedifolia","Oedera sedifolia","ASTERACEAE","Oedera sedifolia","(DC.) Anderb. & K.Bremer","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.762,0,0,"leaf",2,"m","i","w"
"Oedera squarrosa","Oedera squarrosa","ASTERACEAE","Oedera squarrosa","(L.) Anderb. & K.Bremer","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.79,0,0,"leaf",2,"h","i","w"
"Oftia africana","Oftia africana","SCROPHULARIACEAE","Oftia africana","(L.) Bocq. ex Baill.","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Oldenburgia paradoxa","Oldenburgia paradoxa","ASTERACEAE","Oldenburgia paradoxa","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","Jun",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,4.14,0,0,"leaf",3,"l","i","w"
"Olea capensis","Olea capensis","OLEACEAE","Olea capensis","L.","Oleaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Feb","Dec",NA,NA,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,5.85,0,0,"leaf",3,"h","i","m"
"Olea europaea","Olea europaea","OLEACEAE","Olea europaea","L.","Oleaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Mar",NA,NA,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,5.2,0,0,"leaf",3,"h","i","m"
"Olea exasperata","Olea exasperata","OLEACEAE","Olea exasperata","Jacq.","Oleaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.74,0,0,"leaf",3,"h","i","m"
"Olinia ventosa","Olinia ventosa","OLINIACEAE","Olinia ventosa","(L.) Cufod.","Penaeaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,6.02,0,0,"leaf",3,"m","i","m"
"Ornithogalum conicum","Ornithogalum conicum","HYACINTHACEAE","Ornithogalum conicum","Jacq.","Asparagaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Nov","Dec",NA,NA,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Ornithogalum dubium","Ornithogalum dubium","HYACINTHACEAE","Ornithogalum dubium","Houtt.","Asparagaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Aug","Dec",NA,NA,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Ornithogalum juncifolium","Ornithogalum juncifolium","HYACINTHACEAE","Ornithogalum juncifolium","Jacq.","Asparagaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Nov","Mar",NA,NA,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Ornithogalum thyrsoides","Ornithogalum thyrsoides","HYACINTHACEAE","Ornithogalum thyrsoides","Jacq.","Asparagaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Oct","Dec",NA,NA,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Oscularia cedarbergensis","Oscularia cedarbergensis","AIZOACEAE","Oscularia lunata","(Willd.) H.E.K.Hartmann","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Oscularia deltoides","Oscularia deltoides","AIZOACEAE","Oscularia deltoides","(L.) Schwantes","Aizoaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,20,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.1,0,0,"leaf",2,"l","i","p"
"Oscularia steenbergensis","Oscularia steenbergensis","AIZOACEAE","Oscularia steenbergensis","(L.Bolus) H.E.K.Hartmann","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jun","Jul",NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.86,0,0,"leaf",2,"l","i","p"
"Osmitopsis asteriscoides","Osmitopsis asteriscoides","ASTERACEAE","Osmitopsis asteriscoides","(L.) Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.535714286,0,0,"leaf",2,"h","i","i"
"Osmitopsis osmitoides","Osmitopsis osmitoides","ASTERACEAE","Osmitopsis osmitoides","(Less.) K.Bremer","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Osmitopsis parvifolia","Osmitopsis parvifolia","ASTERACEAE","Osmitopsis parvifolia","Hofmeyr","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Feb",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"h","i","i"
"Osteospermum bidens","Osteospermum bidens","ASTERACEAE","Osteospermum bidens","Thunb.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Dec",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Osteospermum connatum","Tripteris amplexicaulis","ASTERACEAE","Tripteris amplexicaulis","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Osteospermum corymbosum","Osteospermum corymbosum","ASTERACEAE","Osteospermum corymbosum","L.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Feb",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Osteospermum glabrum","Osteospermum glabrum","ASTERACEAE","Osteospermum glabrum","N.E.Br.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Aug","Sep",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Osteospermum ilicifolium","Gibbaria ilicifolia","ASTERACEAE","Nephrotheca ilicifolia","(L.) B.Nord. & Källersjö","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Mar",NA,NA,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,3.594,0,0,"leaf",1,"h","i","i"
"Osteospermum junceum","Osteospermum junceum","ASTERACEAE","Osteospermum junceum","Thunb. ex Harv.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jul","Jan",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,7.95,0,0,"leaf",2,"h","i","i"
"Osteospermum moniliferum","Chrysanthemoides monilifera","ASTERACEAE","Chrysanthemoides monilifera","(L.) Norl.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Mar","Jul",NA,NA,250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"leaf",0,0,1,0,0,0,4.084210526,0,0,"leaf",2,"h","i","i"
"Osteospermum monstrosum","Tripteris clandestina","ASTERACEAE","Osteospermum monstrosum","(Burm.f.) J.C.Manning & Goldblatt","Asteraceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Jul","Sep",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,NA,0,0,"leaf",0,"h","i","i"
"Osteospermum polygaloides","Osteospermum polygaloides","ASTERACEAE","Osteospermum polygaloides","Thunb.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Aug","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.164705882,0,0,"leaf",1,"h","i","i"
"Osteospermum rigidum","Osteospermum rigidum","ASTERACEAE","Osteospermum rigidum","Aiton","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,1,1,7.5,0,0,"leaf",2,"h","i","i"
"Osteospermum rotundifolium","Osteospermum rotundifolium","ASTERACEAE","Osteospermum rotundifolium","(DC.) Norl.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Osteospermum scabrum","Gibbaria scabra","ASTERACEAE","Gibbaria scabra","(Thunb.) Norl.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.79,0,0,"leaf",2,"h","i","i"
"Osteospermum triquetrum","Osteospermum triquetrum","ASTERACEAE","Osteospermum triquetrum","L.f.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,4.76,0,0,"leaf",2,"h","i","i"
"Otholobium bracteolatum","Otholobium bracteolatum","FABACEAE","Psoralea bracteolata","Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"h","i","p"
"Otholobium carneum","Otholobium carneum","FABACEAE","Otholobium carneum","(Kuntze) C.H.Stirt.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"h","i","p"
"Otholobium fruticans","Otholobium fruticans","FABACEAE","Psoralea fruticans","(L.) Druce","Fabaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,1.7,0,0,"leaf",2,"h","i","p"
