"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","perennial","annual","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal","scientific_name_authorship"
"Mairia coriacea","Mairia coriacea","Asteraceae","Mairia coriacea","Mairia coriacea","Asteraceae",1,0,1,0,1,0,0,0,1,1,0,"Nov","Mar",NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","w","Mairia coriacea"
"Mairia crenata","Mairia crenata","Asteraceae","Zyrphelis crenata","Zyrphelis crenata","Asteraceae",1,0,1,0,1,0,0,0,1,1,0,"Sep","Mar",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","w","Zyrphelis crenata"
"Mairia hirsuta","Mairia hirsuta","Asteraceae","Mairia purpurata","Mairia purpurata","Asteraceae",1,0,1,0,1,0,0,0,1,1,0,"Jul","Sep",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","w","Mairia purpurata"
"Manulea cephalotes","Manulea cephalotes","Scrophulariaceae","Manulea cephalotes","Manulea cephalotes","Scrophulariaceae",1,0,1,0,1,0,0,1,0,0,0,"Dec","Apr",NA,NA,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p","Manulea cephalotes"
"Manulea cheiranthus","Manulea cheiranthus","Scrophulariaceae","Manulea cheiranthus","Manulea cheiranthus","Scrophulariaceae",0,1,1,0,0,1,1,1,0,0,0,"Jul","Nov",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",0,"l","i","p","Manulea cheiranthus"
"Manulea laxa","Manulea laxa","Scrophulariaceae","Manulea laxa","Manulea laxa","Scrophulariaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p","Manulea laxa"
"Manulea tomentosa","Manulea tomentosa","Scrophulariaceae","Manulea tomentosa","Manulea tomentosa","Scrophulariaceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Dec",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p","Manulea tomentosa"
"Mastersiella digitata","Mastersiella digitata","Restionaceae","Mastersiella digitata","Mastersiella digitata","Restionaceae",1,0,0,1,1,0,0,0,0,0,0,"Mar","Sep",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,29.22,1,1,"culm_stem",2,"h","w","i","Mastersiella digitata"
"Mastersiella purpurea","Mastersiella purpurea","Restionaceae","Mastersiella purpurea","Mastersiella purpurea","Restionaceae",1,0,0,1,1,0,0,0,0,0,0,"Feb","Feb",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,50.45,1,1,"culm_stem",2,"h","w","i","Mastersiella purpurea"
"Mastersiella spathulata","Mastersiella spathulata","Restionaceae","Mastersiella spathulata","Mastersiella spathulata","Restionaceae",1,0,0,1,1,0,0,0,0,1,0,"Sep","Sep",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,1,1,"culm_stem",2,"h","w","i","Mastersiella spathulata"
"Maurocenia frangula","Maurocenia frangula","Celastraceae","Maurocenia frangula","Maurocenia frangula","Celastraceae",1,0,1,0,1,0,0,0,0,1,0,"Jan","May",NA,NA,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4.666666667,0,0,"leaf",3,"m","i","m","Maurocenia frangula"
"Maytenus acuminata","Maytenus acuminata","Celastraceae","Maytenus acuminata","Maytenus acuminata","Celastraceae",1,0,1,0,1,0,0,0,0,0,0,"May","Jan",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,6.18,0,0,"leaf",3,"m","i","m","Maytenus acuminata"
"Maytenus lucida","Maytenus lucida","Celastraceae","Maytenus lucida","Maytenus lucida","Celastraceae",1,0,1,0,1,0,0,0,0,1,0,"Jun","Jan",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.666666667,0,0,"leaf",3,"m","i","m","Maytenus lucida"
"Maytenus oleoides","Maytenus oleoides","Celastraceae","Maytenus oleoides","Maytenus oleoides","Celastraceae",1,0,1,0,1,0,0,0,0,1,0,"Apr","Sep",NA,NA,400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,2.8,0,0,"leaf",3,"h","i","m","Maytenus oleoides"
"Maytenus undata","Maytenus undata","Celastraceae","Maytenus undata","Maytenus undata","Celastraceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Mar",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","m","Maytenus undata"
"Melianthus major","Melianthus major","Melianthaceae","Melianthus major","Melianthus major","Francoaceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,15.56,0,0,"leaf",2,"m","m","p","Melianthus major"
"Melica racemosa","Melica racemosa","Poaceae","Melica racemosa","Melica racemosa","Poaceae",1,0,1,0,1,0,0,1,0,1,0,"Oct","Mar",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","i","Melica racemosa"
"Melinis nerviglumis","Melinis nerviglumis","Poaceae","Melinis nerviglumis","Melinis nerviglumis","Poaceae",1,0,1,0,1,0,0,1,0,0,0,"Nov","Dec",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","w","Melinis nerviglumis"
"Melinis repens","Melinis repens","Poaceae","Melinis repens","Melinis repens","Poaceae",1,1,1,0,1,0,0,1,0,0,0,"Oct","Feb",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,9.248333333,0,0,"leaf",1,"h","w","w","Melinis repens"
"Melolobium candicans","Melolobium candicans","Fabaceae","Melolobium candicans","Melolobium candicans","Fabaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Jan",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"l","i","p","Melolobium candicans"
"Merciera azurea","Merciera azurea","Campanulaceae","Merciera azurea","Merciera azurea","Campanulaceae",1,0,1,0,1,0,0,0,0,1,0,"Nov","Feb",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.554,0,0,"leaf",2,"m","i","p","Merciera azurea"
"Merciera brevifolia","Merciera brevifolia","Campanulaceae","Merciera brevifolia","Merciera brevifolia","Campanulaceae",1,0,1,0,1,0,0,0,0,1,0,"Nov","Mar",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","p","Merciera brevifolia"
"Merciera tenuifolia","Merciera tenuifolia","Campanulaceae","Merciera tenuifolia","Merciera tenuifolia","Campanulaceae",1,0,1,0,1,0,0,0,0,1,0,"Dec","Mar",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.608,0,0,"leaf",2,"m","i","p","Merciera tenuifolia"
"Mesembryanthemum crystallinum","Mesembryanthemum crystallinum","Aizoaceae","Mesembryanthemum crystallinum","Mesembryanthemum crystallinum","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Nov","Dec",NA,NA,20,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,2.24,0,0,"leaf",0,"l","i","p","Mesembryanthemum crystallinum"
"Metalasia brevifolia","Metalasia brevifolia","Asteraceae","Metalasia brevifolia","Metalasia brevifolia","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.766666667,0,0,"leaf",2,"h","i","w","Metalasia brevifolia"
"Metalasia capitata","Metalasia capitata","Asteraceae","Metalasia capitata","Metalasia capitata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","w","Metalasia capitata"
"Metalasia cephalotes","Metalasia cephalotes","Asteraceae","Metalasia cephalotes","Metalasia cephalotes","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.59,0,0,"leaf",2,"h","i","w","Metalasia cephalotes"
"Metalasia densa","Metalasia densa","Asteraceae","Metalasia densa","Metalasia densa","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jun","Oct",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.597333333,0,0,"leaf",2,"h","i","w","Metalasia densa"
"Metalasia dregeana","Metalasia dregeana","Asteraceae","Metalasia dregeana","Metalasia dregeana","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Mar","Apr",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.73,0,0,"leaf",2,"h","i","w","Metalasia dregeana"
"Metalasia fastigiata","Metalasia fastigiata","Asteraceae","Metalasia fastigiata","Metalasia fastigiata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","w","Metalasia fastigiata"
"Metalasia galpinii","Metalasia galpinii","Asteraceae","Metalasia galpinii","Metalasia galpinii","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.21,0,0,"leaf",2,"h","i","w","Metalasia galpinii"
"Metalasia lichtensteinii","Metalasia lichtensteinii","Asteraceae","Metalasia lichtensteinii","Metalasia lichtensteinii","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Jan",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.476,0,0,"leaf",2,"h","i","w","Metalasia lichtensteinii"
"Metalasia massonii","Metalasia massonii","Asteraceae","Metalasia massonii","Metalasia massonii","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.545,0,0,"leaf",2,"h","i","w","Metalasia massonii"
"Metalasia muricata","Metalasia muricata","Asteraceae","Metalasia muricata","Metalasia muricata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"May","Sep",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.521428571,0,0,"leaf",2,"h","i","w","Metalasia muricata"
"Metalasia pallida","Metalasia pallida","Asteraceae","Metalasia pallida","Metalasia pallida","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","w","Metalasia pallida"
"Metalasia pungens","Metalasia pungens","Asteraceae","Metalasia pungens","Metalasia pungens","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Apr","Jul",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.602142857,0,0,"leaf",2,"h","i","w","Metalasia pungens"
"Metalasia trivialis","Metalasia trivialis","Asteraceae","Metalasia trivialis","Metalasia trivialis","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","w","Metalasia trivialis"
"Metrosideros angustifolia","Metrosideros angustifolia","Myrtaceae","Metrosideros angustifolia","Metrosideros angustifolia","Myrtaceae",1,0,1,0,1,0,0,0,0,1,0,"Dec","Feb",NA,NA,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,6.35,0,0,"leaf",3,"h","i","p","Metrosideros angustifolia"
"Microdon dubius","Microdon dubius","Scrophulariaceae","Microdon dubius","Microdon dubius","Scrophulariaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Jan",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.0625,0,0,"leaf",0,"m","i","p","Microdon dubius"
"Microloma tenuifolium","Microloma tenuifolium","Apocynaceae","Microloma tenuifolium","Microloma tenuifolium","Apocynaceae",1,0,1,0,0,1,1,1,0,1,0,"Jun","Nov",NA,NA,100,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w","Microloma tenuifolium"
"Mimetes cucullatus","Mimetes cucullatus","Proteaceae","Mimetes cucullatus","Mimetes cucullatus","Proteaceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Mar",NA,NA,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4.24,0,0,"leaf",3,"h","m","i","Mimetes cucullatus"
"Mimetes fimbriifolius","Mimetes fimbriifolius","Proteaceae","Mimetes fimbriifolius","Mimetes fimbriifolius","Proteaceae",1,0,1,0,1,0,0,0,0,1,0,"Jul","Dec",NA,NA,400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,7.266666667,0,0,"leaf",3,"h","m","i","Mimetes fimbriifolius"
"Mimetes splendidus","Mimetes splendidus","Proteaceae","Mimetes splendidus","Mimetes splendidus","Proteaceae",1,0,1,0,1,0,0,0,0,1,0,"May","Jul",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",2,"h","m","i","Mimetes splendidus"
"Mohria caffrorum","Mohria caffrorum","Anemiaceae","Anemia afrorum","Anemia afrorum","Anemiaceae",1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"frond",1,0,0,1,0,1,NA,0,0,"leaf",2,"m","w","w","Anemia afrorum"
"Monopsis lutea","Monopsis lutea","Campanulaceae","Monopsis lutea","Monopsis lutea","Campanulaceae",1,0,1,0,1,0,0,1,0,0,0,"Nov","Apr",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,1.766666667,0,0,"leaf",2,"l","i","p","Monopsis lutea"
"Monsonia emarginata","Monsonia emarginata","Geraniaceae","Monsonia emarginata","Monsonia emarginata","Geraniaceae",1,1,1,0,1,0,0,0,0,0,0,"Sep","Mar",NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"leaf",0,0,1,0,0,0,1.533333333,0,0,"leaf",1,"l","i","w","Monsonia emarginata"
"Montinia caryophyllacea","Montinia caryophyllacea","Montiniaceae","Montinia caryophyllacea","Montinia caryophyllacea","Montiniaceae",1,0,0,1,0,1,0,0,0,1,0,"May","Oct",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.587272727,1,1,"culm_stem",3,"h","i","w","Montinia caryophyllacea"
"Moraea fugax","Moraea fugax","Iridaceae","Moraea fugax","Moraea fugax","Iridaceae",1,0,1,0,0,1,1,1,0,1,0,"Aug","Nov",NA,NA,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w","Moraea fugax"
"Moraea tripetala","Moraea tripetala","Iridaceae","Moraea tripetala","Moraea tripetala","Iridaceae",1,0,1,0,0,1,1,1,0,1,0,"Aug","Sep",NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","w","Moraea tripetala"
"Morella cordifolia","Morella cordifolia","Myricaceae","Myrica cordifolia","Myrica cordifolia","Myricaceae",1,0,0,1,1,0,0,0,0,1,0,"May","Aug",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.81,0,0,"leaf",3,"h","i","p","Myrica cordifolia"
"Morella diversifolia","Morella diversifolia","Myricaceae","Morella diversifolia","Morella diversifolia","Myricaceae",1,0,0,1,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","p","Morella diversifolia"
"Morella humilis","Morella humilis","Myricaceae","Myrica humilis","Myrica humilis","Myricaceae",1,0,0,1,1,0,0,0,0,1,0,"Jul","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","p","Myrica humilis"
"Morella kraussiana","Morella kraussiana","Myricaceae","Myrica kraussiana","Myrica kraussiana","Myricaceae",1,0,0,1,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4.5,0,0,"leaf",3,"h","i","p","Myrica kraussiana"
"Morella quercifolia","Morella quercifolia","Myricaceae","Myrica quercifolia","Myrica quercifolia","Myricaceae",1,0,0,1,1,0,0,0,0,1,0,"Jul","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,1,2.992857143,0,0,"leaf",3,"h","i","p","Myrica quercifolia"
"Morella serrata","Morella serrata","Myricaceae","Myrica serrata","Myrica serrata","Myricaceae",1,0,0,1,1,0,0,0,0,1,0,"Aug","Dec",NA,NA,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,1,7.1375,0,0,"leaf",3,"h","i","p","Myrica serrata"
"Muraltia acipetala","Muraltia acipetala","Polygalaceae","Muraltia acipetala","Muraltia acipetala","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Muraltia acipetala"
"Muraltia alopecuroides","Muraltia alopecuroides","Polygalaceae","Muraltia alopecuroides","Muraltia alopecuroides","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.693,0,0,"leaf",2,"h","i","i","Muraltia alopecuroides"
"Muraltia ciliaris","Muraltia ciliaris","Polygalaceae","Muraltia ciliaris","Muraltia ciliaris","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Apr","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.63,0,0,"leaf",2,"h","i","i","Muraltia ciliaris"
"Muraltia demissa","Muraltia demissa","Polygalaceae","Muraltia demissa","Muraltia demissa","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Muraltia demissa"
"Muraltia depressa","Muraltia depressa","Polygalaceae","Muraltia depressa","Muraltia depressa","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",2,"h","i","i","Muraltia depressa"
"Muraltia ericaefolia","Muraltia ericifolia","Polygalaceae","Muraltia ericaefolia","Muraltia ericaefolia","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Dec","Jan",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.764,0,0,"leaf",2,"h","i","i","Muraltia ericaefolia"
"Muraltia ericoides","Muraltia ericoides","Polygalaceae","Muraltia ericoides","Muraltia ericoides","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Apr",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,0.65,0,0,"leaf",2,"h","i","i","Muraltia ericoides"
"Muraltia filiformis","Muraltia filiformis","Polygalaceae","Muraltia filiformis","Muraltia filiformis","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Muraltia filiformis"
"Muraltia heisteria","Muraltia heisteria","Polygalaceae","Muraltia heisteria","Muraltia heisteria","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.836,0,0,"leaf",2,"h","i","i","Muraltia heisteria"
"Muraltia juniperifolia","Muraltia juniperifolia","Polygalaceae","Muraltia juniperifolia","Muraltia juniperifolia","Polygalaceae",1,0,1,0,1,0,0,1,0,1,0,"May","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.823333333,0,0,"leaf",2,"h","i","i","Muraltia juniperifolia"
"Muraltia pageae","Muraltia pageae","Polygalaceae","Muraltia pageae","Muraltia pageae","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Apr","May",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.625,0,0,"leaf",2,"h","i","i","Muraltia pageae"
"Muraltia pauciflora","Muraltia pauciflora","Polygalaceae","Muraltia pauciflora","Muraltia pauciflora","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Nov","Jan",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","i","Muraltia pauciflora"
"Muraltia rhamnoides","Muraltia rhamnoides","Polygalaceae","Muraltia rhamnoides","Muraltia rhamnoides","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Nov",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Muraltia rhamnoides"
"Muraltia rosmarinifolia","Muraltia rosmarinifolia","Polygalaceae","Muraltia rosmarinifolia","Muraltia rosmarinifolia","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Nov","Jan",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.576,0,0,"leaf",2,"h","i","i","Muraltia rosmarinifolia"
"Muraltia satureioides","Muraltia satureioides","Polygalaceae","Muraltia satureioides","Muraltia satureioides","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","i","Muraltia satureioides"
"Muraltia spinosa","Nylandtia spinosa","Polygalaceae","Muraltia spinosa","Muraltia spinosa","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Jun","Jul",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.6625,0,0,"leaf",2,"h","i","i","Muraltia spinosa"
"Muraltia squarrosa","Muraltia squarrosa","Polygalaceae","Muraltia squarrosa","Muraltia squarrosa","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Oct","May",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.688333333,0,0,"leaf",2,"h","i","i","Muraltia squarrosa"
"Muraltia thunbergii","Muraltia thunbergii","Polygalaceae","Muraltia thunbergii","Muraltia thunbergii","Polygalaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Dec",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.566666667,0,0,"leaf",2,"h","i","i","Muraltia thunbergii"
"Myrsine africana","Myrsine africana","Myrsinaceae","Myrsine africana","Myrsine africana","Primulaceae",1,0,0,1,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.38,0,0,"leaf",3,"h","i","m","Myrsine africana"
"Nanobubon strictum","Peucedanum strictum","Apiaceae","Nanobubon strictum","Nanobubon strictum","Apiaceae",1,0,1,0,1,0,0,1,0,1,0,"Dec","Feb",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,NA,0,1,"mixed",2,"m","i","w","Nanobubon strictum"
"Neesenbeckia punctoria","Neesenbeckia punctoria","Cyperaceae","Neesenbeckia punctoria","Neesenbeckia punctoria","Cyperaceae",1,0,1,0,1,0,0,0,0,1,0,"Mar","Apr",NA,NA,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,83.56,1,1,"culm_stem",3,"h","w","p","Neesenbeckia punctoria"
"Nemesia barbata","Nemesia barbata","Scrophulariaceae","Nemesia barbata","Nemesia barbata","Scrophulariaceae",0,1,1,0,0,1,1,1,1,0,0,"Aug","Oct",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",0,"l","i","p","Nemesia barbata"
