"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","perennial","annual","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal","scientific_name_authorship"
"Agathosma puberula","Agathosma puberula","Rutaceae","Agathosma puberula","Agathosma puberula","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Mar","Oct",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.8,0,0,"leaf",2,"h","i","p","Agathosma puberula"
"Agathosma pubigera","Agathosma pubigera","Rutaceae","Agathosma pubigera","Agathosma pubigera","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.542,0,0,"leaf",2,"h","i","p","Agathosma pubigera"
"Agathosma pungens","Agathosma pungens","Rutaceae","Agathosma pungens","Agathosma pungens","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.5,0,0,"leaf",2,"h","i","p","Agathosma pungens"
"Agathosma recurvifolia","Agathosma recurvifolia","Rutaceae","Agathosma recurvifolia","Agathosma recurvifolia","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.503333333,0,0,"leaf",2,"h","i","p","Agathosma recurvifolia"
"Agathosma serpyllacea","Agathosma serpyllacea","Rutaceae","Agathosma serpyllacea","Agathosma serpyllacea","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Dec",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.675,0,0,"leaf",2,"h","i","p","Agathosma serpyllacea"
"Agathosma stilbeoides","Agathosma stilbeoides","Rutaceae","Agathosma stilbeoides","Agathosma stilbeoides","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Mar",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.5,0,0,"leaf",2,"h","i","p","Agathosma stilbeoides"
"Agathosma unicarpellata","Agathosma unicarpellata","Rutaceae","Agathosma unicarpellata","Agathosma unicarpellata","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Apr","Dec",NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.4,0,0,"leaf",2,"h","i","p","Agathosma unicarpellata"
"Agathosma venusta","Agathosma venusta","Rutaceae","Agathosma venusta","Agathosma venusta","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Feb",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.915,0,0,"leaf",2,"h","i","p","Agathosma venusta"
"Agrostis lachnantha","Agrostis lachnantha","Poaceae","Lachnagrostis lachnantha","Lachnagrostis lachnantha","Poaceae",0,1,1,0,0,1,1,1,0,0,0,"Oct","Mar",NA,NA,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"mixed",0,"l","w","u","Lachnagrostis lachnantha"
"Aizoon paniculatum","Aizoon paniculatum","Aizoaceae","Aizoon paniculatum","Aizoon paniculatum","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Jul","Oct",NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p","Aizoon paniculatum"
"Aizoon rigidum","Aizoon rigidum","Aizoaceae","Aizoon rigidum","Aizoon rigidum","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p","Aizoon rigidum"
"Aizoon sarmentosum","Aizoon sarmentosum","Aizoaceae","Aizoon sarmentosum","Aizoon sarmentosum","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Jun","Oct",NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",1,"l","i","p","Aizoon sarmentosum"
"Albuca cooperi","Albuca cooperi","Hyacinthaceae","Albuca cooperi","Albuca cooperi","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Sep","Nov",NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Albuca cooperi"
"Albuca flaccida","Albuca flaccida","Hyacinthaceae","Albuca flaccida","Albuca flaccida","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Aug","Oct",NA,NA,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Albuca flaccida"
"Alepidea capensis","Alepidea capensis","Apiaceae","Alepidea capensis","Alepidea capensis","Apiaceae",1,0,1,0,1,0,0,1,0,1,0,"Nov","Feb",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.34,0,0,"leaf",2,"l","i","p","Alepidea capensis"
"Alepidea delicatula","Alepidea delicatula","Apiaceae","Alepidea delicatula","Alepidea delicatula","Apiaceae",1,0,1,0,1,0,0,1,0,1,0,"Jan","Feb",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Alepidea delicatula"
"Allophylus decipiens","Allophylus decipiens","Sapindaceae","Allophylus decipiens","Allophylus decipiens","Sapindaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"m","i","m","Allophylus decipiens"
"Aloe arborescens","Aloe arborescens","Asphodelaceae","Aloe arborescens","Aloe arborescens","Asphodelaceae",1,0,1,0,1,0,0,0,0,1,0,"May","Jun",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,31.322,0,0,"leaf",3,"l","b","w","Aloe arborescens"
"Aloe ciliaris","Aloe ciliaris","Asphodelaceae","Aloiampelos ciliaris","Aloiampelos ciliaris","Asphodelaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,500,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"l","b","w","Aloiampelos ciliaris"
"Aloe comptonii","Aloe comptonii","Asphodelaceae","Aloe comptonii","Aloe comptonii","Asphodelaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,1,0,0,0,0,29.53333333,0,0,"leaf",3,"l","b","w","Aloe comptonii"
"Aloe ferox","Aloe ferox","Asphodelaceae","Aloe ferox","Aloe ferox","Asphodelaceae",1,0,1,0,1,0,0,0,0,1,0,"May","Nov",NA,NA,300,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,49.86666667,0,0,"leaf",3,"l","b","w","Aloe ferox"
"Aloe perfoliata","Aloe mitriformis","Asphodelaceae","Aloe perfoliata","Aloe perfoliata","Asphodelaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,200,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"l","b","w","Aloe perfoliata"
"Aloe speciosa","Aloe speciosa","Asphodelaceae","Aloe speciosa","Aloe speciosa","Asphodelaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,71,0,0,"leaf",3,"l","b","w","Aloe speciosa"
"Alsophila capensis","Cyathea capensis","Cyatheaceae","Alsophila capensis","Alsophila capensis","Cyatheaceae",1,0,1,0,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"frond",0,0,1,0,0,1,NA,0,0,"leaf",3,"l","w","w","Alsophila capensis"
"Amphithalea axillaris","Amphithalea axillaris","Fabaceae","Amphithalea axillaris","Amphithalea axillaris","Fabaceae",1,0,1,0,1,0,0,1,0,0,0,"Apr","Aug",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p","Amphithalea axillaris"
"Amphithalea cymbifolia","Amphithalea cymbifolia","Fabaceae","Amphithalea cymbifolia","Amphithalea cymbifolia","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Oct","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.976666667,0,0,"leaf",2,"h","i","p","Amphithalea cymbifolia"
"Amphithalea ericifolia","Amphithalea ericifolia","Fabaceae","Amphithalea ericifolia","Amphithalea ericifolia","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Apr","Jan",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.533333333,0,0,"leaf",3,"h","i","p","Amphithalea ericifolia"
"Amphithalea micrantha","Amphithalea micrantha","Fabaceae","Amphithalea micrantha","Amphithalea micrantha","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Apr","Jul",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","p","Amphithalea micrantha"
"Amphithalea violacea","Amphithalea violacea","Fabaceae","Amphithalea violacea","Amphithalea violacea","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Mar","Aug",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.565,0,0,"leaf",2,"h","i","p","Amphithalea violacea"
"Amphithalea williamsonii","Amphithalea williamsonii","Fabaceae","Amphithalea williamsonii","Amphithalea williamsonii","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"May","Aug",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.868333333,0,0,"leaf",2,"h","i","p","Amphithalea williamsonii"
"Anacampseros arachnoides","Anacampseros arachnoides","Portulacaceae","Anacampseros arachnoides","Anacampseros arachnoides","Anacampserotaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p","Anacampseros arachnoides"
"Anacampseros telephiastrum","Anacampseros telephiastrum","Portulacaceae","Anacampseros telephiastrum","Anacampseros telephiastrum","Anacampserotaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p","Anacampseros telephiastrum"
"Anaxeton asperum","Anaxeton asperum","Asteraceae","Anaxeton asperum","Anaxeton asperum","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",1,"m","i","w","Anaxeton asperum"
"Anaxeton laeve","Anaxeton laeve","Asteraceae","Anaxeton laeve","Anaxeton laeve","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","May",NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2.183333333,0,0,"leaf",1,"m","i","w","Anaxeton laeve"
"Anaxeton nycthemerum","Anaxeton nycthemerum","Asteraceae","Anaxeton nycthemerum","Anaxeton nycthemerum","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"m","i","w","Anaxeton nycthemerum"
"Anderbergia epaleata","Anderbergia epaleata","Asteraceae","Anderbergia epaleata","Anderbergia epaleata","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Sep","Sep",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","w","Anderbergia epaleata"
"Andropogon appendiculatus","Andropogon appendiculatus","Poaceae","Andropogon appendiculatus","Andropogon appendiculatus","Poaceae",1,0,1,0,1,0,0,1,0,0,0,"Oct","Apr",NA,NA,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,13.41666667,0,1,"leaf",2,"h","w","w","Andropogon appendiculatus"
"Anemone knowltonia","Knowltonia capensis","Ranunculaceae","Knowltonia capensis","Knowltonia capensis","Ranunculaceae",1,0,1,0,1,0,0,0,0,1,0,"Jun","Sep",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,8.52,0,0,"leaf",2,"l","i","i","Knowltonia capensis"
"Anemone tenuifolia","Anemone tenuifolia","Ranunculaceae","Pulsatilla vulgaris","Pulsatilla vulgaris","Ranunculaceae",1,0,1,0,1,0,0,0,0,1,0,"Jun","Feb",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"l","i","i","Pulsatilla vulgaris"
"Anemone vesicatoria","Knowltonia vesicatoria","Ranunculaceae","Anemone vesicatoria","Anemone vesicatoria","Ranunculaceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,1,0,7.733333333,0,0,"leaf",2,"l","i","i","Anemone vesicatoria"
"Anginon difforme","Anginon difforme","Apiaceae","Anginon difforme","Anginon difforme","Apiaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Apr",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","w","Anginon difforme"
"Anisodontea scabrosa","Anisodontea scabrosa","Malvaceae","Anisodontea scabrosa","Anisodontea scabrosa","Malvaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,NA,0,0,"leaf",2,"m","i","w","Anisodontea scabrosa"
"Annesorhiza altiscapa","Annesorhiza altiscapa","Apiaceae","Annesorhiza altiscapa","Annesorhiza altiscapa","Apiaceae",1,0,1,0,1,1,1,1,0,1,0,"Aug","Sep",NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,1,NA,0,0,"leaf",2,"m","i","w","Annesorhiza altiscapa"
"Anthochortus capensis","Anthochortus capensis","Restionaceae","Anthochortus capensis","Anthochortus capensis","Restionaceae",1,0,0,1,1,0,0,0,0,0,0,"Aug","Aug",NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,11.4,1,1,"culm_stem",2,"h","w","p","Anthochortus capensis"
"Anthochortus crinalis","Anthochortus crinalis","Restionaceae","Anthochortus crinalis","Anthochortus crinalis","Restionaceae",1,0,0,1,1,0,0,0,0,1,0,"May","May",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,45.52,1,1,"culm_stem",2,"h","w","p","Anthochortus crinalis"
"Anthochortus ecklonii","Anthochortus ecklonii","Restionaceae","Anthochortus ecklonii","Anthochortus ecklonii","Restionaceae",1,0,0,1,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,1,1,"culm_stem",2,"h","w","p","Anthochortus ecklonii"
"Anthochortus laxiflorus","Anthochortus laxiflorus","Restionaceae","Anthochortus laxiflorus","Anthochortus laxiflorus","Restionaceae",1,0,0,1,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,32.56,1,1,"culm_stem",2,"h","w","p","Anthochortus laxiflorus"
"Anthospermum aethiopicum","Anthospermum aethiopicum","Rubiaceae","Anthospermum aethiopicum","Anthospermum aethiopicum","Rubiaceae",1,0,0,1,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.575526316,0,0,"leaf",2,"h","w","p","Anthospermum aethiopicum"
"Anthospermum bergianum","Anthospermum bergianum","Rubiaceae","Anthospermum bergianum","Anthospermum bergianum","Rubiaceae",1,0,0,1,1,0,0,0,0,0,0,"Jul","Jan",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1,0,0,"leaf",2,"h","w","p","Anthospermum bergianum"
"Anthospermum galioides","Anthospermum galioides","Rubiaceae","Anthospermum galioides","Anthospermum galioides","Rubiaceae",1,0,0,1,1,0,0,0,0,0,0,"Jul","Jan",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.8825,0,0,"leaf",2,"m","w","p","Anthospermum galioides"
"Anthospermum prostratum","Anthospermum prostratum","Rubiaceae","Anthospermum prostratum","Anthospermum prostratum","Rubiaceae",1,0,0,1,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","w","p","Anthospermum prostratum"
"Anthospermum spathulatum","Anthospermum spathulatum","Rubiaceae","Anthospermum spathulatum","Anthospermum spathulatum","Rubiaceae",1,0,0,1,1,0,0,0,0,0,0,"Jun","Feb",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","p","Anthospermum spathulatum"
"Antimima dasyphylla","Antimima dasyphylla","Aizoaceae","Antimima dasyphylla","Antimima dasyphylla","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Aug",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"leaf",0,1,0,0,0,0,0.496,0,0,"leaf",2,"l","i","p","Antimima dasyphylla"
"Apium decumbens","Apium decumbens","Apiaceae","Apium graveolens","Apium graveolens","Apiaceae",1,1,1,0,1,0,1,1,0,0,0,"Jan","Mar",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.9375,0,0,"leaf",0,"l","i","u","Apium graveolens"
"Apodytes dimidiata","Apodytes dimidiata","Icacinaceae","Apodytes dimidiata","Apodytes dimidiata","Metteniusaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"l","i","m","Apodytes dimidiata"
"Arctopus echinatus","Arctopus echinatus","Apiaceae","Arctopus echinatus","Arctopus echinatus","Apiaceae",1,0,1,0,1,0,0,0,0,1,0,"May","Jul",NA,NA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,7.52,0,0,"leaf",2,"l","i","m","Arctopus echinatus"
"Arctotheca calendula","Arctotheca calendula","Asteraceae","Arctotheca calendula","Arctotheca calendula","Asteraceae",0,1,1,0,0,1,1,1,0,0,0,"Jul","Nov",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,1,NA,0,0,"leaf",0,"l","i","w","Arctotheca calendula"
"Arctotis acaulis","Arctotis acaulis","Asteraceae","Arctotis acaulis","Arctotis acaulis","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Oct",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,1,1,NA,0,0,"leaf",1,"l","i","w","Arctotis acaulis"
"Arctotis adpressa","Arctotis adpressa","Asteraceae","Arctotis adpressa","Arctotis adpressa","Asteraceae",1,0,1,0,1,0,0,1,0,1,0,"Sep","Nov",NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,5.46,0,0,"leaf",2,"l","i","w","Arctotis adpressa"
"Arctotis aspera","Arctotis aspera","Asteraceae","Arctotis aspera","Arctotis aspera","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Oct",NA,NA,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,8.32,0,0,"leaf",1,"m","i","w","Arctotis aspera"
"Arctotis scabra","Arctotis scabra","Asteraceae","Arctotis semipapposa","Arctotis semipapposa","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Apr",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,12.625,0,0,"leaf",1,"m","i","w","Arctotis semipapposa"
"Arctotis stoechadifolia","Arctotis stoechadifolia","Asteraceae","Arctotis stoechadifolia","Arctotis stoechadifolia","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,5.433333333,0,0,"leaf",2,"l","i","w","Arctotis stoechadifolia"
"Argyrolobium collinum","Argyrolobium collinum","Fabaceae","Argyrolobium collinum","Argyrolobium collinum","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Sep","Feb",NA,NA,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,0.75,0,0,"leaf",3,"h","i","p","Argyrolobium collinum"
"Argyrolobium filiforme","Argyrolobium filiforme","Fabaceae","Argyrolobium filifolia","Argyrolobium filifolia","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Sep","Jan",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",3,"l","i","p","Argyrolobium filifolia"
"Argyrolobium incanum","Argyrolobium incanum","Fabaceae","Argyrolobium incanum","Argyrolobium incanum","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Jul","Jan",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"h","i","p","Argyrolobium incanum"
"Argyrolobium parviflorum","Argyrolobium parviflorum","Fabaceae","Argyrolobium parviflorum","Argyrolobium parviflorum","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Nov","May",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"h","i","p","Argyrolobium parviflorum"
"Aristea africana","Aristea africana","Iridaceae","Aristea africana","Aristea africana","Iridaceae",1,0,1,0,1,0,0,0,0,1,0,"Oct","Jan",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,8.25,0,0,"leaf",2,"l","i","p","Aristea africana"
"Aristea anceps","Aristea anceps","Iridaceae","Aristea anceps","Aristea anceps","Iridaceae",1,0,1,0,1,0,0,1,0,1,0,"Sep","Jan",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"m","i","p","Aristea anceps"
"Aristea bakeri","Aristea bakeri","Iridaceae","Aristea bakeri","Aristea bakeri","Iridaceae",1,0,1,0,1,0,0,1,1,1,0,"Oct","Dec",NA,NA,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"m","i","p","Aristea bakeri"
"Aristea capitata","Aristea major","Iridaceae","Aristea capitata","Aristea capitata","Iridaceae",1,0,1,0,1,0,0,0,0,1,0,"Oct","Dec",NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,60.16,0,0,"leaf",2,"m","i","p","Aristea capitata"
"Aristea cuspidata","Aristea cuspidata","Iridaceae","Aristea cuspidata","Aristea cuspidata","Iridaceae",1,0,1,0,1,0,0,1,0,1,0,"Oct","Dec",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","p","Aristea cuspidata"
"Aristea dichotoma","Aristea dichotoma","Iridaceae","Aristea dichotoma","Aristea dichotoma","Iridaceae",1,0,1,0,1,0,0,0,0,1,0,"Dec","Mar",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Aristea dichotoma"
"Aristea glauca","Aristea glauca","Iridaceae","Aristea glauca","Aristea glauca","Iridaceae",1,0,1,0,1,0,0,1,0,1,0,"Oct","Dec",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,58.22,0,0,"leaf",2,"l","i","p","Aristea glauca"
"Aristea oligocephala","Aristea oligocephala","Iridaceae","Aristea oligocephala","Aristea oligocephala","Iridaceae",1,0,1,0,1,0,0,1,0,1,0,"Nov","Jan",NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Aristea oligocephala"
"Aristea pusilla","Aristea pusilla","Iridaceae","Aristea pusilla","Aristea pusilla","Iridaceae",1,0,1,0,1,0,0,1,0,1,0,"Sep","Nov",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,10.03333333,0,0,"leaf",2,"l","i","p","Aristea pusilla"
"Aristea racemosa","Aristea racemosa","Iridaceae","Aristea racemosa","Aristea racemosa","Iridaceae",1,0,1,0,1,0,0,1,0,1,0,"Oct","Dec",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,50.9,0,0,"leaf",2,"m","i","p","Aristea racemosa"
