scientific_name_original,scientific_name_MG,family_MG,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,perennial,annual,monoecious,dioecious,evergreen,deciduous,seasonally_apparent,seasonally_identifiable,flower_postfire,resprout_postfire,serotinous,flower_begin,flower_end,flower_begin_alt,flower_end_alt,max_height_cm,herb,geophyte,graminoid,low_shrub,mid_shrub,tall_shrub,tree,scrambler,liana,hemiparasite,parasite,missing_growthform_class,succulent,leaf_succulent,stem_succulent,other_succulent,lvs_linear,lvs_shape_other,lvs_oval,lvs_compound,lvs_lobed,lvs_dissected,leaf_length,virtually_no_leaves,stems_photosynthetic,functional_leaf,plant_longevity,flammability,pollination,dispersal,lvs_frond,lvs_cladode,lvs_phyllode,lvs_microphyll
Ursinia sericea,Ursinia sericea,Asteraceae,Ursinia sericea,(Thunb.) N.E.Br.,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Feb,NA,NA,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.2,0,0,leaf,1,m,i,w,0,0,0,0
Ursinia serrata,Ursinia serrata,Asteraceae,Ursinia serrata,(L.f.) Poir.,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Jan,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.5,0,0,leaf,1,m,i,w,0,0,0,0
Ursinia tenuifolia,Ursinia tenuifolia,Asteraceae,Ursinia tenuifolia,(L.) Poir.,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Mar,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5.95,0,0,leaf,1,m,i,w,0,0,0,0
Ursinia trifida,Ursinia trifida,Asteraceae,Ursinia trifida,(Thunb.) N.E.Br.,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Apr,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.68,0,0,leaf,1,m,i,w,0,0,0,0
Utricularia bisquamata,Utricularia bisquamata,Lentibulariaceae,Utricularia bisquamata,Schrank,Lentibulariaceae,0,1,1,0,0,1,1,1,0,0,0,Sep,Jan,NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,leaf,0,l,i,p,0,0,0,0
Vachellia karroo,Acacia karroo,Fabaceae,Vachellia karroo,(Hayne) Banfi & Galasso,Fabaceae,1,0,1,0,0,1,0,0,0,1,0,Nov,Dec,NA,NA,1200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.3,0,0,leaf,3,l,i,m,0,0,0,0
Vellereophyton dealbatum,Vellereophyton dealbatum,Asteraceae,Vellereophyton dealbatum,(Thunb.) Hilliard & B.L.Burtt,Asteraceae,1,0,1,0,1,0,0,0,0,1,0,Jul,Mar,NA,NA,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,leaf,2,l,i,w,0,0,0,0
Villarsia capensis,Villarsia capensis,Menyanthaceae,Villarsia capensis,(Houtt.) Merr.,Menyanthaceae,1,1,1,0,1,0,1,1,0,0,0,Oct,Feb,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.88,0,0,leaf,2,l,i,p,0,0,0,0
Virgilia oroboides,Virgilia oroboides,Fabaceae,Virgilia oroboides,(P.J.Bergius) T.M.Salter,Fabaceae,1,0,1,0,0,1,0,0,0,0,0,Jan,Apr,NA,NA,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.7,0,0,leaf,2,h,i,p,0,0,0,0
Viscum capense,Viscum capense,Viscaceae,Viscum capense,L.f.,Santalaceae,1,0,0,1,1,0,0,0,0,0,0,Jul,Oct,NA,NA,50,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13.7,1,1,mixed,2,l,i,m,0,0,0,0
Viscum pauciflorum,Viscum pauciflorum,Viscaceae,Viscum pauciflorum,L.f.,Santalaceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Oct,NA,NA,75,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,3,0,1,mixed,2,l,i,m,0,0,0,0
Viscum rotundifolium,Viscum rotundifolium,Viscaceae,Viscum rotundifolium,L.f.,Santalaceae,1,0,1,0,1,0,0,0,0,0,0,Feb,May,NA,NA,75,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1.2,0,1,mixed,2,l,i,m,0,0,0,0
Wachendorfia paniculata,Wachendorfia paniculata,Haemodoraceae,Wachendorfia paniculata,L.,Haemodoraceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Nov,NA,NA,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26.36666667,0,0,leaf,3,m,i,m,0,0,0,0
Wahlenbergia albens,Wahlenbergia albens,Campanulaceae,Wahlenbergia albens,(Spreng. ex A.DC.) Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Jan,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia cinerea,Wahlenbergia cinerea,Campanulaceae,Wahlenbergia cinerea,(L.f.) Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,May,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia desmantha,Wahlenbergia desmantha,Campanulaceae,Wahlenbergia desmantha,Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Apr,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia ecklonii,Wahlenbergia ecklonii,Campanulaceae,Wahlenbergia ecklonii,H.Buek,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Dec,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia fruticosa,Wahlenbergia fruticosa,Campanulaceae,Wahlenbergia fruticosa,Brehmer,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Feb,May,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia macrostachys,Wahlenbergia macrostachys,Campanulaceae,Wahlenbergia macrostachys,(A.DC.) Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Jan,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.43,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia neorigida,Wahlenbergia neorigida,Campanulaceae,Wahlenbergia neorigida,Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Apr,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.266363636,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia obovata,Wahlenbergia obovata,Campanulaceae,Wahlenbergia obovata,Brehmer,Campanulaceae,0,1,1,0,1,0,0,1,0,0,0,Sep,Feb,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,0,0,leaf,0,m,i,p,0,0,0,0
Wahlenbergia rubens,Wahlenbergia rubens,Campanulaceae,Wahlenbergia rubens,(H.Buek) Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Mar,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia tenella,Wahlenbergia tenella,Campanulaceae,Wahlenbergia tenella,(L.f.) Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,May,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.36,0,0,leaf,1,m,i,p,0,0,0,0
Wahlenbergia unidentata,Wahlenbergia unidentata,Campanulaceae,Wahlenbergia unidentata,(L.f.) Lammers,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Apr,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,leaf,1,m,i,p,0,0,0,0
Watsonia fourcadei,Watsonia fourcadei,Iridaceae,Watsonia fourcadei,J.W.Mathews & L.Bolus,Iridaceae,1,0,1,0,0,1,0,1,0,1,0,Nov,Jan,NA,NA,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.6,0,0,leaf,2,h,i,w,0,0,0,0
Watsonia knysnana,Watsonia knysnana,Iridaceae,Watsonia knysnana,L.Bolus,Iridaceae,1,0,1,0,0,1,0,1,0,1,0,Nov,Jan,NA,NA,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,leaf,2,h,i,w,0,0,0,0
Watsonia marginata,Watsonia marginata,Iridaceae,Watsonia marginata,(L.f.) Ker Gawl.,Iridaceae,1,0,1,0,0,1,0,1,0,1,0,Sep,Dec,NA,NA,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,leaf,2,h,i,w,0,0,0,0
Watsonia meriana,Watsonia borbonica,Iridaceae,Watsonia meriana,(L.) Mill.,Iridaceae,1,0,1,0,0,1,0,1,0,1,0,Oct,Jan,NA,NA,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.01666667,0,0,leaf,2,h,i,w,0,0,0,0
Watsonia schlechteri,Watsonia schlechteri,Iridaceae,Watsonia schlechteri,L.Bolus,Iridaceae,1,0,1,0,0,1,0,1,1,1,0,Nov,Feb,NA,NA,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,leaf,2,h,i,w,0,0,0,0
Watsonia tabularis,Watsonia tabularis,Iridaceae,Watsonia tabularis,J.W.Mathews & L.Bolus,Iridaceae,1,0,1,0,0,1,0,1,0,1,0,Nov,Dec,NA,NA,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.13333333,0,0,leaf,2,h,i,w,0,0,0,0
Watsonia vanderspuyiae,Watsonia vanderspuyiae,Iridaceae,Watsonia vanderspuyae,L.Bolus,Iridaceae,1,0,1,0,0,1,0,1,0,1,0,Sep,Nov,NA,NA,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,82.84,0,0,leaf,2,h,i,w,0,0,0,0
Wiborgia tetraptera,Wiborgia tetraptera,Fabaceae,Wiborgia tetraptera,E.Mey.,Fabaceae,1,0,1,0,0,1,0,1,0,0,0,Sep,Nov,NA,NA,150,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.62,0,0,leaf,2,h,i,w,0,0,0,0
Widdringtonia cedarbergensis,Widdringtonia cedarbergensis,Cupressaceae,Widdringtonia cedarbergensis,J.A.Marsh,Cupressaceae,1,0,1,0,1,0,0,0,0,0,0,Jan,Apr,NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.94,0,0,leaf,3,h,w,w,0,0,0,0
Widdringtonia nodiflora,Widdringtonia nodiflora,Cupressaceae,Widdringtonia nodiflora,(L.) Powrie,Cupressaceae,1,0,1,0,1,0,0,0,0,1,0,Jan,Dec,NA,NA,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.716,0,0,leaf,3,h,w,w,0,0,0,0
Willdenowia arescens,Willdenowia arescens,Restionaceae,Willdenowia arescens,Kunth,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Aug,Nov,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.2,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia bolusii,Willdenowia bolusii,Restionaceae,Willdenowia bolusii,Pillans,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Feb,Feb,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.8,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia glomerata,Willdenowia glomerata,Restionaceae,Willdenowia glomerata,(Thunb.) H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Apr,Aug,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.88235294,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia humilis,Willdenowia humilis,Restionaceae,Willdenowia humilis,Nees ex Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Nov,NA,NA,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia incurvata,Willdenowia incurvata,Restionaceae,Willdenowia incurvata,(Thunb.) H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Jun,Jun,NA,NA,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.875,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia stokoei,Willdenowia stokoei,Restionaceae,Willdenowia stokoei,Pillans,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Oct,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia sulcata,Willdenowia sulcata,Restionaceae,Willdenowia sulcata,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Sep,Sep,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.28,1,1,culm_stem,2,h,w,i,0,0,0,0
Willdenowia teres,Willdenowia teres,Restionaceae,Willdenowia teres,Thunb.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Sep,Sep,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.9875,1,1,culm_stem,2,h,w,i,0,0,0,0
Zantedeschia aethiopica,Zantedeschia aethiopica,Araceae,Zantedeschia aethiopica,(L.) Spreng.,Araceae,1,0,1,0,1,0,0,0,0,1,0,Jun,Dec,NA,NA,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.94,0,0,leaf,2,l,w,m,0,0,0,0
Zyrphelis microcephala,Zyrphelis microcephala,Asteraceae,Zyrphelis microcephala,Nees,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Apr,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0,0,leaf,2,h,w,i,0,0,0,0
Alatoseta tenuis,Alatoseta tenuis,Asteraceae,Alatoseta tenuis,Compton,Asteraceae,0,1,1,0,NA,NA,1,1,0,0,0,Oct,Oct,NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,leaf,0,l,i,w,0,0,0,0
Albuca concordiana,Albuca concordiana,Hyacinthaceae,Coilonox concordianum,(Baker) Speta,Asparagaceae,1,0,1,0,0,1,1,1,0,0,0,Aug,Sep,NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,leaf,2,l,i,w,0,0,0,0
Aloe comosa,Aloe comosa,Asphodelaceae,Aloe comosa,Marloth & A.Berger,Asphodelaceae,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,70,0,0,leaf,3,l,b,w,0,0,0,0
Aloe dichotoma var. dichotoma,Aloe dichotoma var. dichotoma,Asphodelaceae,Qualea cordata var. dichotoma,(Mart.) M.Lisboa & K.Yamam.,Vochysiaceae,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,900,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,NA,0,1,0,0,0,0,30,0,0,leaf,3,l,b,w,0,0,0,0
Aloe microstigma,Aloe microstigma,Asphodelaceae,Aloe microstigma,Salm-Dyck,Asphodelaceae,1,0,1,0,1,0,0,0,0,0,0,May,Jul,NA,NA,50,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,1,0,0,0,0,21,0,0,leaf,3,l,"i,b",w,0,0,0,0
Alyssum minutum,Alyssum minutum,Brassicaceae,Alyssum minutum,Patrin ex DC.,Brassicaceae,0,1,1,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,leaf,0,l,i,w,0,0,0,0
Amphiglossa tomentosa,Amphiglossa tomentosa,Asteraceae,Pterothrix tomentosa,DC.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Nov,Feb,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,0,0,leaf,2,h,i,w,0,0,0,0
Amphiglossa triflora,Amphiglossa triflora,Asteraceae,Pterothrix spinescens,DC.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0,leaf,3,m,i,w,0,0,0,0
Amsinckia calycina,Amsinckia calycina,Boraginaceae,Amsinckia calycina,(Moris) Chater,Boraginaceae,0,1,1,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,leaf,0,l,i,p,0,0,0,0
Amsinckia menziesii,Amsinckia menziesii,Boraginaceae,Amsinckia menziesii,(Lehm.) A.Nelson & J.F.Macbr.,Boraginaceae,0,1,1,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,leaf,0,l,i,p,0,0,0,0
Anacampseros albidiflora,Anacampseros albidiflora,Portulacaceae,Anacampseros albidiflora,Poelln.,Anacampserotaceae,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0.3,0,0,leaf,2,l,m,w,0,0,0,0
Colchicum coloratum subsp. burchellii,Androcymbium burchellii,Colchicaceae,Colchicum burchellii,(Baker) J.C.Manning & Vinn.,Colchicaceae,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,leaf,2,l,m,w,0,0,0,0
Colchicum volutare,Androcymbium volutare,Colchicaceae,Colchicum volutare,(Burch.) J.C.Manning & Vinn.,Colchicaceae,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,leaf,2,l,m,w,0,0,0,0
Anginon fruticosum,Anginon fruticosum,Apiaceae,Anginon fruticosum,I.Allison & B.-E.van Wyk,Apiaceae,1,0,1,0,1,0,0,0,0,0,0,Jan,Apr,NA,NA,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5.2,0,0,leaf,2,m,i,w,0,0,0,0
Anisodontea triloba,Anisodontea triloba,Malvaceae,Anisodontea triloba,(Thunb.) D.M.Bates,Malvaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Oct,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2,0,0,leaf,2,h,i,p,0,0,0,0
Anthospermum anthiopicum,Anthospermum anthiopicum,Rubiaceae,Anthospermum aethiopicum,L.,Rubiaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Jan,NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,leaf,2,h,w,p,0,0,0,0
Anthospermum dregei,Anthospermum dregei,Rubiaceae,Anthospermum dregei,Sond.,Rubiaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,leaf,2,h,w,p,0,0,0,0
Antimima gracillima,Antimima gracillima,Aizoaceae,Antimima gracillima,(L.Bolus) H.E.K.Hartmann,Aizoaceae,1,0,1,0,1,0,0,0,0,0,0,Jul,Sep,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.3,0,0,leaf,2,l,i,p,0,0,0,0
Antimima triquetra,Antimima triquetra,Aizoaceae,Antimima triquetra,(L.Bolus) H.E.K.Hartmann,Aizoaceae,1,0,1,0,1,0,0,0,0,0,0,Jun,NA,NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.8,0,0,leaf,2,l,i,p,0,0,0,0
Aptosimum indivisum,Aptosimum indivisum,Scrophulariaceae,Aptosimum indivisum,Burch. ex Benth.,Scrophulariaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Dec,NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1,0,0,leaf,3,l,i,p,0,0,0,0
Aptosimum procumbens,Aptosimum procumbens,Scrophulariaceae,Aptosimum procumbens,(Lehm.) Burch. ex Steud.,Scrophulariaceae,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,leaf,3,l,i,p,0,0,0,0
Aptosimum spinescens,Aptosimum spinescens,Scrophulariaceae,Aptosimum spinescens,(Thunb.) Emil Weber,Scrophulariaceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Dec,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,0,0,leaf,3,l,i,p,0,0,0,0
Arctotis fastuosa,Arctotis fastuosa,Asteraceae,Arctotis fastuosa,Jacq.,Asteraceae,0,1,1,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,20,0,0,leaf,0,l,i,w,0,0,0,0
Mesembryanthemum noctiflora,Aridaria noctiflora,Aizoaceae,Mesembryanthemum noctiflorum,L.,Aizoaceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Nov,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,leaf,3,l,i,p,0,0,0,0
Aristida vestita,Aristida vestita,Poaceae,Aristida vestita,Thunb.,Poaceae,1,0,1,0,NA,NA,0,0,0,0,0,Nov,NA,NA,NA,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,1,leaf,2,h,w,w,0,0,0,0
Asparagus asparagoides,Asparagus asparagoides,Asparagaceae,Asparagus asparagoides,(L.) Druce,Asparagaceae,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,100,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,leaf,3,m,i,m,0,1,0,0
Asparagus multituberosus,Asparagus multituberosus,Asparagaceae,Asparagus multituberosus,R.A.Dyer,Asparagaceae,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,45,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,leaf,3,m,i,m,0,1,0,0
Asparagus ovatus,Asparagus ovatus,Asparagaceae,Asparagus ovatus,T.M.Salter,Asparagaceae,1,0,1,0,1,0,0,0,0,1,0,Jul,NA,NA,NA,100,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,leaf,2,l,i,m,0,1,0,0
Athanasia minuta,Athanasia minuta,Asteraceae,Athanasia minuta,(L.f.) Källersjö,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,leaf,2,l,i,w,0,0,0,0
Atriplex cinerea,Atriplex cinerea subsp. bolusii,Amaranthaceae,Atriplex cinerea,Poir.,Chenopodiaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Oct,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,leaf,2,l,u,p,0,0,0,0
Atriplex lindleyi,Atriplex lindleyi,Amaranthaceae,Atriplex lindleyi,Moq.,Chenopodiaceae,1,0,1,0,1,0,0,0,0,0,0,May,Oct,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,leaf,1,l,u,p,0,0,0,0
Atriplex semibaccata,Atriplex semibaccata,Amaranthaceae,Atriplex semibaccata,R.Br.,Chenopodiaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Dec,NA,NA,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,leaf,1,l,u,p,0,0,0,0
Augea capensis,Augea capensis,Zygophyllaceae,Zygophyllum augea,Christenh. & Byng,Zygophyllaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5,0,0,leaf,1,l,i,w,0,0,0,0
Babiana flabellifolia,Babiana flabellifolia,Iridaceae,Babiana flabellifolia,Harv. ex Klatt,Iridaceae,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,leaf,3,l,i,w,0,0,0,0
Babiana framesii,Babiana framesii,Iridaceae,Babiana framesii,L.Bolus,Iridaceae,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,leaf,3,l,i,w,0,0,0,0
Babiana pauciflora,Babiana pauciflora,Iridaceae,Babiana pauciflora,G.J.Lewis,Iridaceae,1,0,1,0,1,0,1,1,0,1,0,Jun,NA,NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,leaf,2,l,i,w,0,0,0,0
Babiana sambucina,Babiana sambucina var. longibracteata,Iridaceae,Babiana sambucina,(Jacq.) Ker Gawl.,Iridaceae,1,0,1,0,1,0,1,1,0,1,0,Jul,Sep,NA,NA,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,leaf,2,l,i,w,0,0,0,0
