"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","ai","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","clt_max","clt_mean","clt_min","clt_range","cmi_max","cmi_mean","cmi_min","cmi_range","fcf","fgd","gdd0","gdd10","gdd5","gddlgd0","gddlgd10","gddlgd5","gdgfgd0","gdgfgd10","gdgfgd5","gsl","gsp","gst","hurs_max","hurs_mean","hurs_min","hurs_range","kg0","kg1","kg2","kg3","kg4","kg5","lgd","ngd0","ngd10","ngd5","npp","pet_penman_max","pet_penman_mean","pet_penman_min","pet_penman_range","rsds_19812010_max_V21","rsds_19812010_mean_V21","rsds_19812010_min_V21","rsds_19812010_range_V21","scd","sfcWind_max","sfcWind_mean","sfcWind_min","sfcWind_range","swb","swe","vpd_max","vpd_mean","vpd_min","vpd_range","geometry","MAT","MAP"
"2067",2067,"723_22_CP","Serruria villosa","PROTEACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",22,55,50,45,1767.145868,"4","NA","0.59","49.62","84.43","0.26","-29.64",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2068",2068,"723_23_CP","Mimetes fimbriifolius","PROTEACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",23,126,205,215,34616.42405,"4","NA","0.71","48.46","68.06","0.61","-28.04",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2069",2069,"723_24_CP","Berzelia lanuginosa","BRUNIACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",24,162,90,65,4594.579256,"4","NA","0.81","51.35","63.61","-5.08","-29.21",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2070",2070,"723_25_CP","Erica corifolia","ERICACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",25,53,33,25,647.9534848,"4","NA","0.7","53.81","76.67","-2.49","-26.56",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2071",2071,"723_26_CP","Stylapterus fruticulosus","PENAEACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",26,40,110,70,6047.565858,"4","NA","0.71","49.6","69.57","-2.6","-28.41",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2072",2072,"723_27_CP","Erica breviflora","ERICACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",27,107,80,120,7539.822369,"4","NA","0.59","53.44","90.25","-2.95","-26.99",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2073",2073,"723_28_CP","Phylica imberbis","RHAMNACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",28,33,45,24,848.2300165,"3","NA","0.57","57.69","101.28","-0.73","-29.24",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2074",2074,"723_29_CP","Helichrysum patulum","ASTERACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",29,27,120,16,1507.964474,"3","NA","1.59","42.78","26.88","-2.84","-32.32",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2075",2075,"723_2_CP","Leucadendron laureolum","PROTEACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",2,56,42,32,1055.575132,"2","NA","0.46","49.13","106.47","-1.49","-28.64",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2076",2076,"723_2_CP","Osmitopsis asteriscoides","ASTERACEAE",-34.27327199,18.45321,"Cape Point",723,"c",2,122,152,128,15280.70667,"NA","NA","1.26","46.62","37.1","-5.97","-30.64",2.00273513793945,2890,2916,2867,9329,1618,278,610,4365,916,946,3740,18,2.41000008583069,1925,2928,2855,73,2868,2915,3069,2470,1663,1406,840,-413,-1486,2326,NA,NA,57889,21389,39639,NA,NA,NA,NA,NA,NA,365,9329,2890,6534,6284,5989,545,13,13,13,2,7,9,NA,365,365,365,13487,17568,11568,6239,11329,29048,18903,8644,20404,0,5963,5412,4728,1235,-578,NA,7587,6700,5914,1673,c(18.45321, -34.27327199),15.85,932.9
"2077",2077,"723_30_CP","Erica coccinea","ERICACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",30,78,24,13,245.044227,"3","NA","0.35","58.65","165.36","-2.92","-26.64",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2078",2078,"723_3_CP","Berzelia abrotanoides","BRUNIACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",3,68,100,100,7853.981634,"4","NA","0.42","52.74","125.51","-6.75","-27.34",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2079",2079,"723_3_CP","Diastella divaricata","PROTEACEAE",-34.27327199,18.45321,"Cape Point",723,"c",3,25,109,90,7704.755983,"NA","NA","0.57","51.19","89.37","-2.08","-29.27",2.00273513793945,2890,2916,2867,9329,1618,278,610,4365,916,946,3740,18,2.41000008583069,1925,2928,2855,73,2868,2915,3069,2470,1663,1406,840,-413,-1486,2326,NA,NA,57889,21389,39639,NA,NA,NA,NA,NA,NA,365,9329,2890,6534,6284,5989,545,13,13,13,2,7,9,NA,365,365,365,13487,17568,11568,6239,11329,29048,18903,8644,20404,0,5963,5412,4728,1235,-578,NA,7587,6700,5914,1673,c(18.45321, -34.27327199),15.85,932.9
"2080",2080,"723_4_CP","Cassytha ciliolata","LAURACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",4,46,244,14,2682.920126,"1","NA","0.47","46.03","98.25","-1.19","-28.84",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2081",2081,"723_4_CP","Amphithalea ericifolia","FABACEAE",-34.27327199,18.45321,"Cape Point",723,"c",4,14,24,21,395.8406744,"NA","NA","1.63","51.29","31.37","-2.01","-30.43",2.00273513793945,2890,2916,2867,9329,1618,278,610,4365,916,946,3740,18,2.41000008583069,1925,2928,2855,73,2868,2915,3069,2470,1663,1406,840,-413,-1486,2326,NA,NA,57889,21389,39639,NA,NA,NA,NA,NA,NA,365,9329,2890,6534,6284,5989,545,13,13,13,2,7,9,NA,365,365,365,13487,17568,11568,6239,11329,29048,18903,8644,20404,0,5963,5412,4728,1235,-578,NA,7587,6700,5914,1673,c(18.45321, -34.27327199),15.85,932.9
"2082",2082,"723_5_CP","Erica muscosa","ERICACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",5,31,8,6,37.69911184,"3","NA","0.95","54.14","57.09","-4.57","-28.32",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2083",2083,"723_5_CP","Syncarpha vestita","ASTERACEAE",-34.27327199,18.45321,"Cape Point",723,"c",5,35,57,56,2506.990938,"NA","NA","0.71","39.64","55.95","0.38","-29.94",2.00273513793945,2890,2916,2867,9329,1618,278,610,4365,916,946,3740,18,2.41000008583069,1925,2928,2855,73,2868,2915,3069,2470,1663,1406,840,-413,-1486,2326,NA,NA,57889,21389,39639,NA,NA,NA,NA,NA,NA,365,9329,2890,6534,6284,5989,545,13,13,13,2,7,9,NA,365,365,365,13487,17568,11568,6239,11329,29048,18903,8644,20404,0,5963,5412,4728,1235,-578,NA,7587,6700,5914,1673,c(18.45321, -34.27327199),15.85,932.9
"2084",2084,"723_6_CP","Erica bruniades","ERICACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",6,27,16,9,113.0973355,"3","NA","0.52","52.82","100.97","-4.96","-28.31",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2085",2085,"723_6_CP","Leucadendron laureolum","PROTEACEAE",-34.27327199,18.45321,"Cape Point",723,"c",6,75,86,70,4728.096944,"NA","NA","0.46","49.13","106.47","-1.49","-28.64",2.00273513793945,2890,2916,2867,9329,1618,278,610,4365,916,946,3740,18,2.41000008583069,1925,2928,2855,73,2868,2915,3069,2470,1663,1406,840,-413,-1486,2326,NA,NA,57889,21389,39639,NA,NA,NA,NA,NA,NA,365,9329,2890,6534,6284,5989,545,13,13,13,2,7,9,NA,365,365,365,13487,17568,11568,6239,11329,29048,18903,8644,20404,0,5963,5412,4728,1235,-578,NA,7587,6700,5914,1673,c(18.45321, -34.27327199),15.85,932.9
"2086",2086,"723_7_CP","Erica clavisepala","ERICACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",7,16,11,7,60.47565858,"2","NA","0.8","49.89","62.41","-5.74","-29.79",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2087",2087,"723_7_CP","Thesium strictum","SANTALACEAE",-34.27327199,18.45321,"Cape Point",723,"c",7,39,45,34,1201.65919,"NA","NA","0.61","44.78","72.96","-0.54","-25.85",2.00273513793945,2890,2916,2867,9329,1618,278,610,4365,916,946,3740,18,2.41000008583069,1925,2928,2855,73,2868,2915,3069,2470,1663,1406,840,-413,-1486,2326,NA,NA,57889,21389,39639,NA,NA,NA,NA,NA,NA,365,9329,2890,6534,6284,5989,545,13,13,13,2,7,9,NA,365,365,365,13487,17568,11568,6239,11329,29048,18903,8644,20404,0,5963,5412,4728,1235,-578,NA,7587,6700,5914,1673,c(18.45321, -34.27327199),15.85,932.9
"2088",2088,"723_8_CP","Ficinia anceps","CYPERACEAE",-34.28944596,18.44329834,"Cape Point",723,"a",8,9,33,29,751.6260424,"0","NA","1.62","51.39","31.74","0.86","-25.39",1.96329164505005,2891,2916,2869,8920,1547,267,610,4172,878,908,3573,17,2.35999989509583,1877,2928,2857,71,2870,2916,3094,2505,1690,1404,717,-481,-1515,2233,NA,NA,58286,21786,40036,NA,NA,NA,NA,NA,NA,365,8920,2891,6513,6274,5990,523,13,13,13,2,8,9,NA,365,365,365,13049,17746,11925,6777,10969,29045,19091,8927,20118,0,6308,5738,5024,1284,-622,NA,7698,6768,5998,1700,c(18.44329834, -34.28944596),15.95,892
"2089",2089,"723_8_CP","Pelargonium gibbosum","GERANIACEAE",-34.30641,18.46261,"Cape Point",723,"c",8,54,160,190,23876.10417,"NA","NA","2.92","41.28","14.14","2.5","-29.47",1.8576785326004,2895,2919,2873,8515,1468,257,603,3960,850,879,3392,17,2.45000004768372,1819,2930,2862,68,2874,2918,3069,2505,1739,1330,638,-506,-1521,2159,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,8515,2895,6602,6340,6033,569,13,13,13,2,8,9,NA,365,365,365,12604,17735,11840,6823,10912,28879,18545,8233,20646,0,6306,5749,5045,1261,-633,NA,7784,6792,6080,1704,c(18.46261, -34.30641),16.35,851.5
"2090",2090,"723_9_CP","Leucadendron xanthoconus","PROTEACEAE",-34.29792174,18.4231174,"Cape Point",723,"a",9,190,77,151,9131.824446,"4","NA","0.54","48.48","89.64","0.61","-29.32",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2091",2091,"723_9_CP","Asparagus lignosus","ASPARAGACEAE",-34.30641,18.46261,"Cape Point",723,"c",9,100,87,56,3826.459852,"NA","NA","1.78","47.68","26.71","2.67","-28.33",1.8576785326004,2895,2919,2873,8515,1468,257,603,3960,850,879,3392,17,2.45000004768372,1819,2930,2862,68,2874,2918,3069,2505,1739,1330,638,-506,-1521,2159,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,8515,2895,6602,6340,6033,569,13,13,13,2,8,9,NA,365,365,365,12604,17735,11840,6823,10912,28879,18545,8233,20646,0,6306,5749,5045,1261,-633,NA,7784,6792,6080,1704,c(18.46261, -34.30641),16.35,851.5
"2092",2092,"725_10_CP","Carpobrotus edulis","AIZOACEAE",-34.339806,18.463083,"Cape Point",725,"a",10,12,220,151,26090.92699,"2","NA","0.95","33.98","35.88","4.71","-27.38",1.75419998168945,2895,2919,2873,7886,1352,241,597,3650,799,826,3125,16,2.36999988555908,1813,2930,2862,68,2875,2919,3077,2520,1766,1311,539,-557,-1540,2078,NA,NA,59687,23187,41437,NA,NA,NA,NA,NA,NA,365,7886,2895,6501,6259,5978,523,13,13,13,2,8,9,NA,365,365,365,11889,17774,11852,6700,11074,28882,18838,8668,20214,0,6261,5734,5054,1207,-678,NA,7992,6955,6210,1782,c(18.463083, -34.339806),16.35,788.6
"2093",2093,"725_10_CP","Indigofera glomerata","FABACEAE",-34.24009,18.40361,"Cape Point",725,"c",10,14,14,3,32.98672286,"2","NA","1.52","50.12","32.87","-0.74","-28.02",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2094",2094,"725_11_CP","Mimetes fimbriifolius","PROTEACEAE",-34.339806,18.463083,"Cape Point",725,"a",11,350,750,680,400553.0633,"4","NA","0.71","48.46","68.06","0.61","-28.04",1.75419998168945,2895,2919,2873,7886,1352,241,597,3650,799,826,3125,16,2.36999988555908,1813,2930,2862,68,2875,2919,3077,2520,1766,1311,539,-557,-1540,2078,NA,NA,59687,23187,41437,NA,NA,NA,NA,NA,NA,365,7886,2895,6501,6259,5978,523,13,13,13,2,8,9,NA,365,365,365,11889,17774,11852,6700,11074,28882,18838,8668,20214,0,6261,5734,5054,1207,-678,NA,7992,6955,6210,1782,c(18.463083, -34.339806),16.35,788.6
"2095",2095,"725_11_CP","Muraltia thunbergii","POLYGALACEAE",-34.24009,18.40361,"Cape Point",725,"c",11,16,3,2,4.71238898,"1","NA","0.63","48.69","77.59","-3.08","-27.8",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2096",2096,"725_12_CP","Aspalathus retroflexa","FABACEAE",-34.24009,18.40361,"Cape Point",725,"c",12,9,140,12,1319.468915,"4","NA","1.14","49.6","43.32","-0.89","-27.04",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2097",2097,"725_14_CP","Agathosma hookeri","RUTACEAE",-34.24009,18.40361,"Cape Point",725,"c",14,11,11,10,86.39379797,"1","NA","0.5","53.91","108.56","-0.81","-28.12",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2098",2098,"725_15_CP","Dilatris corymbosa","HAEMODORACEAE",-34.24009,18.40361,"Cape Point",725,"c",15,30,19,12,179.0707813,"0","NA","0.7","46.02","65.5","0.67","-23.88",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2099",2099,"725_16_CP","Leucospermum conocarpodendron","PROTEACEAE",-34.339806,18.463083,"Cape Point",725,"a",16,250,356,480,134208.8382,"4","NA","0.62","51.6","82.59","0.22","-27.61",1.75419998168945,2895,2919,2873,7886,1352,241,597,3650,799,826,3125,16,2.36999988555908,1813,2930,2862,68,2875,2919,3077,2520,1766,1311,539,-557,-1540,2078,NA,NA,59687,23187,41437,NA,NA,NA,NA,NA,NA,365,7886,2895,6501,6259,5978,523,13,13,13,2,8,9,NA,365,365,365,11889,17774,11852,6700,11074,28882,18838,8668,20214,0,6261,5734,5054,1207,-678,NA,7992,6955,6210,1782,c(18.463083, -34.339806),16.35,788.6
"2100",2100,"725_16_CP","Saltera sarcocolla","PENAEACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",16,38,44,40,1382.300768,"4","NA","0.51","48.21","95.37","-6.34","-26.09",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2101",2101,"725_17_CP","Adenandra villosa","RUTACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",17,48,34,30,801.1061267,"3","NA","0.6","50.51","83.65","-6.93","-29.01",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2102",2102,"725_18_CP","Aspalathus capensis","FABACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",18,110,110,70,6047.565858,"4","NA","0.92","51.99","56.57","-1.9","-28.25",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2103",2103,"725_19_CP","Hypodiscus aristatus","RESTIONACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",19,60,90,50,3534.291735,"0","NA","0.72","48.24","66.61","1.05","-29.87",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2104",2104,"725_1_CP","Drosera trinervia","DROSERACEAE",-34.29792174,18.4231174,"Cape Point",725,"a",1,0,3,3,7.068583471,"0","NA","1.41","49.89","35.43","0.73","-28.7",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2105",2105,"725_1_CP","Serruria villosa","PROTEACEAE",-34.24009,18.40361,"Cape Point",725,"c",1,52,24,21,395.8406744,"1","NA","0.59","49.62","84.43","0.26","-29.64",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
