"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","ai","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","clt_max","clt_mean","clt_min","clt_range","cmi_max","cmi_mean","cmi_min","cmi_range","fcf","fgd","gdd0","gdd10","gdd5","gddlgd0","gddlgd10","gddlgd5","gdgfgd0","gdgfgd10","gdgfgd5","gsl","gsp","gst","hurs_max","hurs_mean","hurs_min","hurs_range","kg0","kg1","kg2","kg3","kg4","kg5","lgd","ngd0","ngd10","ngd5","npp","pet_penman_max","pet_penman_mean","pet_penman_min","pet_penman_range","rsds_19812010_max_V21","rsds_19812010_mean_V21","rsds_19812010_min_V21","rsds_19812010_range_V21","scd","sfcWind_max","sfcWind_mean","sfcWind_min","sfcWind_range","swb","swe","vpd_max","vpd_mean","vpd_min","vpd_range","geometry","MAT","MAP"
"2106",2106,"725_20_CP","Elegia stipularis","RESTIONACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",20,44,39,22,673.8716242,"1","NA","0.37","45.84","123.23","-1.71","-24.41",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2107",2107,"725_21_CP","Phaenocoma prolifera","ASTERACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",21,60,30,18,424.1150082,"4","NA","0.3","44.86","150.84","-1.01","-28.35",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2108",2108,"725_22_CP","Lobelia pinifolia","CAMPANULACEAE",-34.28974176,18.45297483,"Cape Point",725,"c",22,47,19,9,134.3030859,"0","NA","0.8","53.05","66.3","-3.76","-28.53",1.98587715625763,2891,2916,2868,9138,1582,274,607,4267,903,933,3655,17,2.36999988555908,1905,2928,2856,72,2869,2915,3048,2459,1664,1384,756,-459,-1501,2256,NA,NA,58042,21542,39792,NA,NA,NA,NA,NA,NA,365,9138,2891,6526,6275,5982,544,13,13,13,2,7,9,NA,365,365,365,13284,17681,11870,6729,10952,29046,19043,8856,20190,0,6495,5908,5173,1322,-604,NA,7632,6730,5952,1680,c(18.45297483, -34.28974176),15.95,913.8
"2109",2109,"725_23_CP","Petalacte coronata","ASTERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",23,13,26,26,530.9291585,"2","NA","0.57","46.75","82.52","-3.84","-29.08",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2110",2110,"725_24_CP","Osteospermum polygaloides","ASTERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",24,12,32,26,653.4512719,"1","NA","0.89","44.72","50.03","-4.06","-30.14",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2111",2111,"725_25_CP","Pentaschistis papillosa","POACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",25,11,9,3,21.20575041,"0","NA","1.06","45.52","43.09","-2.31","-24.5",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2112",2112,"725_26_CP","Gnidia pinifolia","THYMELAEACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",26,19,19,13,193.9933464,"1","NA","1.05","49.99","47.39","-4.14","-28.47",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2113",2113,"725_27_CP","Thesium strictum","SANTALACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",27,44,24,14,263.8937829,"3","NA","0.61","44.78","72.96","-0.54","-25.85",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2114",2114,"725_28_CP","Erica corifolia","ERICACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",28,30,20,14,219.9114858,"3","NA","0.7","53.81","76.67","-2.49","-26.56",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2115",2115,"725_29_CP","Elytropappus scaber","ASTERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",29,14,25,27,530.1437603,"4","NA","1.12","47.72","42.76","-0.62","-30.12",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2116",2116,"725_2_CP","Pelargonium betulinum","GERANIACEAE",-34.29792174,18.4231174,"Cape Point",725,"a",2,28,8,9,56.54866776,"3","NA","1.57","43.53","27.74","-0.54","-29.24",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2117",2117,"725_2_CP","Struthiola ciliata","THYMELAEACEAE",-34.24009,18.40361,"Cape Point",725,"c",2,44,20,12,188.4955592,"3","NA","0.56","56.3","100.64","-3.58","-26.8",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2118",2118,"725_30_CP","Roella decurrens","CAMPANULACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",30,8,12,4,37.69911184,"2","NA","1.01","46.08","45.47","-2.39","-27.08",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2119",2119,"725_31_CP","Tetraria microstachys","CYPERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",31,19,20,12,188.4955592,"0","NA","0.47","45.71","96.95","1.31","-27.27",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2120",2120,"725_32_CP","Erica hispidula","ERICACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",32,26,20,19,298.4513021,"2","NA","0.655","51.94","79.225","-0.325","-29.615",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2121",2121,"725_33_CP","Cliffortia filifolia","ROSACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",33,45,2,2,3.141592654,"1","NA","0.71","46.75","66.1","-3.14","-27.83",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2122",2122,"725_34_CP","Drosera trinervia","DROSERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",34,1,1,1,0.785398163,"1","NA","1.41","49.89","35.43","0.73","-28.7",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2123",2123,"725_35_CP","Protea cynaroides","PROTEACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",35,21,45,30,1060.287521,"1","NA","0.49","46.12","94.02","-0.18","-26.1",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2124",2124,"725_36_CP","Osmitopsis asteriscoides","ASTERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",36,100,15,14,164.9336143,"1","NA","1.26","46.62","37.1","-5.97","-30.64",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2125",2125,"725_37_CP","Diosma oppositifolia","RUTACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",37,21,37,29,842.7322293,"2","NA","0.82","48.97","59.39","-1.97","-28.42",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2126",2126,"725_38_CP","Anaxeton laeve","ASTERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",38,40,56,32,1407.433509,"4","NA","0.42","40.68","96.12","-5.14","-29.13",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2127",2127,"725_39_CP","Lampranthus bicolor","AIZOACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",39,14,38,28,835.6636459,"3","NA","0.91","38.95","42.63","1.85","-26.78",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2128",2128,"725_3_CP","Pelargonium grossularioides","GERANIACEAE",-34.29792174,18.4231174,"Cape Point",725,"a",3,3,11,11,95.03317777,"0","NA","1.56","47.83","30.72","-2.88","-30.09",1.82396459579468,2893,2917,2871,8181,1420,246,611,3831,805,832,3279,16,2.38000011444092,1831,2928,2860,68,2872,2917,3072,2501,1697,1375,610,-538,-1548,2159,NA,NA,58865,22365,40615,NA,NA,NA,NA,NA,NA,365,8181,2893,6435,6224,5968,467,13,13,13,2,8,9,NA,365,365,365,12228,17856,11900,6644,11212,29016,18948,8738,20278,0,6004,5468,4793,1211,-669,NA,7922,6925,6153,1769,c(18.4231174, -34.29792174),16.15,818.1
"2129",2129,"725_3_CP","Rafnia crassifolia","FABACEAE",-34.24009,18.40361,"Cape Point",725,"c",3,37,53,29,1207.156977,"0","NA","0.52","51","97.26","-1.68","-28.71",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2130",2130,"725_40_CP","Edmondia sesamoides","ASTERACEAE",-34.28138148,18.45320608,"Cape Point",725,"c",40,35,27,37,784.6127652,"3","NA","0.74","45.47","61.45","-3.47","-27.29",1.96629512310028,2891,2916,2868,9189,1592,275,608,4294,905,935,3679,18,2.44000005722046,1905,2928,2856,72,2869,2916,3048,2459,1664,1384,791,-439,-1494,2286,NA,NA,58163,21663,39913,NA,NA,NA,NA,NA,NA,365,9189,2891,6538,6290,5995,543,13,13,13,2,7,9,NA,365,365,365,13338,17621,11713,6472,11148,29054,19037,8840,20214,0,6130,5570,4872,1259,-593,NA,7624,6719,5943,1681,c(18.45320608, -34.28138148),15.95,918.9
"2131",2131,"725_41_CP","Struthiola ciliata","THYMELAEACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",41,40,20,15,235.619449,"2","NA","0.56","56.3","100.64","-3.58","-26.8",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2132",2132,"725_42_CP","Diosma hirsuta","RUTACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",42,15,40,20,628.3185307,"3","NA","1","48.08","48.21","0.26","-28.43",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2133",2133,"725_43_CP","Rhus rosmarinifolia","ANACARDIACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",43,25,20,15,235.619449,"2","NA","1.23","49.83","40.66","0.17","-24.76",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2134",2134,"725_44_CP","Ficinia rigida","CYPERACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",44,26,19,11,164.1482162,"0","NA","0.44","48.66","110.51","1.01","-27.75",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2135",2135,"725_45_CP","Macrostylis villosa","RUTACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",45,16,11,12,103.6725576,"3","NA","0.91","51.89","56.87","-0.84","-28.17",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2136",2136,"725_46_CP","Erica breviflora","ERICACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",46,54,159,160,19980.52928,"4","NA","0.59","53.44","90.25","-2.95","-26.99",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2137",2137,"725_47_CP","Elytropappus scaber","ASTERACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",47,50,21,38,626.7477344,"4","NA","1.12","47.72","42.76","-0.62","-30.12",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2138",2138,"725_48_CP","Lobelia pinifolia","CAMPANULACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",48,36,32,15,376.9911184,"3","NA","0.8","53.05","66.3","-3.76","-28.53",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2139",2139,"725_49_CP","Elegia stipularis","RESTIONACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",49,46,27,41,869.4357669,"1","NA","0.37","45.84","123.23","-1.71","-24.41",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2140",2140,"725_4_CP","Erica imbricata","ERICACEAE",-34.31435832,18.423509,"Cape Point",725,"a",4,31,22,15,259.1813939,"3","NA","0.65","58.4","90.26","-5.36","-27.72",1.8004732131958,2894,2918,2872,7951,1376,241,608,3713,789,816,3177,16,2.33999991416931,1823,2928,2861,67,2873,2917,3069,2511,1743,1326,555,-563,-1559,2114,NA,NA,59139,22639,40889,NA,NA,NA,NA,NA,NA,365,7951,2894,6430,6220,5963,467,13,13,13,2,8,9,NA,365,365,365,11965,17923,11970,6771,11152,28957,18750,8488,20469,0,6371,5814,5107,1263,-689,NA,7978,6963,6208,1770,c(18.423509, -34.31435832),16.2500000000001,795.1
"2141",2141,"725_4_CP","Schizaea pectinata","SCHIZAEACEAE",-34.24009,18.40361,"Cape Point",725,"c",4,10,18,13,183.7831702,"0","NA","0.95","45.98","48.39","-0.87","-27.85",1.66328883171082,2895,2918,2874,7892,1381,233,621,3727,759,783,3192,18,2.60999989509583,1760,2930,2862,68,2875,2918,3072,2490,1657,1415,657,-513,-1551,2208,NA,NA,59566,23066,41316,NA,NA,NA,NA,NA,NA,365,7892,2895,6464,6256,6003,461,13,13,13,2,8,9,NA,365,365,365,11896,17736,11431,5847,11889,29071,18907,8625,20446,0,5201,4705,4095,1106,-649,NA,8008,6958,6185,1823,c(18.40361, -34.24009),16.35,789.2
"2142",2142,"725_50_CP","Anaxeton laeve","ASTERACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",50,35,39,21,643.2410958,"4","NA","0.42","40.68","96.12","-5.14","-29.13",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2143",2143,"725_51_CP","Trichocephalus stipularis","RHAMNACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",51,28,42,25,824.6680716,"4","NA","0.71","54.19","75.93","0.8","-29.39",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
"2144",2144,"725_52_CP","Ischyrolepis cincinnata","RESTIONACEAE",-34.26524204,18.46298508,"Cape Point",725,"c",52,13,23,21,379.3473129,"0","NA","0.61","47.52","77.55","-0.75","-26.98",1.98767793178558,2891,2916,2868,9472,1640,282,607,4424,932,962,3793,18,2.48000001907349,1923,2929,2855,74,2868,2916,3069,2470,1663,1406,872,-389,-1480,2352,NA,NA,58102,21602,39852,NA,NA,NA,NA,NA,NA,365,9472,2891,6570,6314,6007,563,13,13,13,2,7,9,NA,365,365,365,13638,17556,11445,6140,11416,28909,18358,7929,20980,0,6203,5622,4905,1297,-571,NA,7560,6664,5901,1659,c(18.46298508, -34.26524204),15.95,947.2
