"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","Chili","Elevation","TopoDiv","geometry"
"442",442,"729_11_CB","Protea glabra","PROTEACEAE",-32.13929,18.9704,"Cederberg",729,"DEB",11,400,450,390,137837.3777,"4","N","0.461029945","49.03114558","106.3513251","4.077417729","-25.20971835",6750,718.903755575171,15.4801902770996,c(18.9704, -32.13929)
"443",443,"729_12_CB","Wiborgia tetraptera","FABACEAE",-32.13929,18.9704,"Cederberg",729,"DEB",12,300,210,200,32986.72286,"4","L","2.68329012","47.69816568","17.77600018","-1.515016306","-28.73850201",6750,718.903755575171,15.4801902770996,c(18.9704, -32.13929)
"444",444,"729_2_CB","Merxmuellera arundinacea","POACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",2,90,170,160,21362.83004,"0","N","0.865513795","45.53193468","52.60682726","1.393516158","-23.97183535",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"445",445,"729_3_CB","Tritoniopsis antholyza","IRIDACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",3,50,30,20,471.238898,"0","N","1.321535519","47.23183658","35.7401189","0.541669137","-28.06747137",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"446",446,"729_4_CB","Clutia polifolia","EUPHORBIACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",4,105,70,65,3573.561643,"4","N","1.465594186","47.62089877","32.49255436","2.190907204","-28.31361807",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"447",447,"729_5_CB","Rhus rimosa","ANACARDIACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",5,150,320,200,50265.48246,"4","N","0.741542079","46.79840638","63.10957628","2.411648384","-24.3548437",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"448",448,"729_6_CB","Ficinia acuminata","CYPERACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",6,35,50,40,1570.796327,"0","N","0.939395898","46.74640765","49.76220114","2.714073525","-26.31993191",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"449",449,"729_7_CB","Salvia albicaulis","LAMIACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",7,160,180,150,21205.75041,"4","B","2.180254864","46.470824","21.31439988","1.563691076","-28.47090684",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"450",450,"729_8_CB","Ruschia aspera","AIZOACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",8,40,55,40,1727.875959,"4","N","0.964826442","38.87357135","40.29074001","6.149662022","-26.45475085",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"451",451,"729_9_CB","Leucadendron pubescens","PROTEACEAE",-32.13677,18.97217,"Cederberg",729,"DEB",9,280,500,450,176714.5868,"4","B","0.429097389","51.5567465","120.15162","3.223625852","-27.85809347",6930,692.708881890245,18.1432266235352,c(18.97217, -32.13677)
"452",452,"625_1_HK","Cassine schinoides","CELASTRACEAE",-34.32808,18.9902,"Hangklip",625,"EFG",1,500,360,250,70685.83471,"4","N","0.904523496","45.31856391","50.10214121","-0.315135832","-29.89915809",5940,35.8966787534161,18.3162117004395,c(18.9902, -34.32808)
"453",453,"625_10_HK","Erica ericoides","ERICACEAE",-34.32943,18.9898,"Hangklip",625,"EFG",10,90,85,80,5340.707511,"4","B","0.509676385","51.23825611","100.5309597","-4.91040843","-28.07799887",5970,13.5825270958872,18.3162117004395,c(18.9898, -34.32943)
"454",454,"625_11_HK","Adenandra villosa","RUTACEAE",-34.33132,18.9855,"Hangklip",625,"EFG",11,80,40,40,1256.637061,"4","S","NA","NA","NA","NA","NA",5970,41.7177617945106,17.0346183776855,c(18.9855, -34.33132)
"455",455,"625_12_HK","Restio debilis","RESTIONACEAE",-34.33133,18.9855,"Hangklip",625,"EFG",12,45,70,60,3298.672286,"1","N","0.612265498","46.23311656","75.51154964","4.273318854","-28.63835555",5970,43.6581228082087,17.0346183776855,c(18.9855, -34.33133)
"456",456,"625_13_HK","Struthiola tomentosa","THYMELAEACEAE",-34.33135,18.9855,"Hangklip",625,"EFG",13,55,65,20,1021.017612,"2","B","0.654405308","48.17402712","73.61496999","-4.844177286","-27.46768031",5970,43.6581228082087,17.0346183776855,c(18.9855, -34.33135)
"457",457,"625_14_HK","Phylica humilis","RHAMNACEAE",-34.33137,18.9855,"Hangklip",625,"EFG",14,50,35,25,687.223393,"4","B","0.489140633","53.36851473","109.1066886","-6.086985221","-29.37798719",5970,43.6581228082087,17.0346183776855,c(18.9855, -34.33137)
"458",458,"625_15_HK","Pseudopentameris macrantha","POACEAE",-34.33138,18.9855,"Hangklip",625,"EFG",15,100,55,50,2159.844949,"1","N","0.729850835","45.33681685","62.11792144","-2.028379685","-26.89850682",5970,43.6581228082087,17.0346183776855,c(18.9855, -34.33138)
"459",459,"625_16_HK","Anaxeton nycthemerum","ASTERACEAE",-34.3314,18.9855,"Hangklip",625,"EFG",16,20,5,4,15.70796327,"1","B","0.576219541","40.94867286","71.06435993","-3.919863235","-29.45146053",5970,43.6581228082087,17.0346183776855,c(18.9855, -34.3314)
"460",460,"625_17_HK","Edmondia sesamoides","ASTERACEAE",-34.33142,18.9855,"Hangklip",625,"EFG",17,30,10,10,78.53981634,"1","B","0.708760173","43.47721275","61.34262958","-1.807284543","-28.98808866",5970,43.6581228082087,17.0346183776855,c(18.9855, -34.33142)
"461",461,"625_2_HK","Rhus tomentosa","ANACARDIACEAE",-34.3281,18.9902,"Hangklip",625,"EFG",2,230,430,200,67544.24205,"4","N","1.221790191","47.95714919","39.25154216","-1.443013252","-28.80195619",5940,36.8668592602652,18.3162117004395,c(18.9902, -34.3281)
"462",462,"625_3_HK","Rapanea melanophloeos","MYRSINACEAE",-34.32812,18.9902,"Hangklip",625,"EFG",3,600,400,350,109955.7429,"4","N","1.104712611","46.55788286","42.14479169","-1.111857533","-32.13862554",5940,36.8668592602652,18.3162117004395,c(18.9902, -34.32812)
"463",463,"625_4_HK","Maytenus acuminata","CELASTRACEAE",-34.32813,18.9902,"Hangklip",625,"EFG",4,400,600,400,188495.5592,"4","N","1.199753197","44.98417636","37.49452509","-0.000537899","-31.81534284",5940,36.8668592602652,18.3162117004395,c(18.9902, -34.32813)
"464",464,"625_5_HK","Podocarpus latifolius","PODOCARPACEAE",-34.32815,18.9902,"Hangklip",625,"EFG",5,500,400,360,113097.3355,"4","N","1.250812568","45.50036048","36.37664159","1.329928902","-30.32824241",5940,36.8668592602652,18.3162117004395,c(18.9902, -34.32815)
"465",465,"625_6_HK","Phylica buxifolia","RHAMNACEAE",-34.32817,18.9902,"Hangklip",625,"EFG",6,350,220,210,36285.39515,"4","B","0.796306616","53.04343714","66.61182524","-1.865723788","-29.04098946",5940,36.8668592602652,18.3162117004395,c(18.9902, -34.32817)
"466",466,"625_7_HK","Crassula capensis","CRASSULACEAE",-34.32878,18.99053,"Hangklip",625,"EFG",7,1,4,3,9.424777961,"0","N","1.823876542","41.32309689","22.65674016","-1.242371846","-32.87335896",6060,32.9861372328688,18.3162117004395,c(18.99053, -34.32878)
"467",467,"625_8_HK","Roella ciliata","CAMPANULACEAE",-34.3288,18.99053,"Hangklip",625,"EFG",8,27,26,22,449.2477495,"3","B","1.02666104","41.36513439","40.29093614","-0.156375884","-27.70475429",6060,32.9861372328688,18.3162117004395,c(18.99053, -34.3288)
"468",468,"625_9_HK","Alciope tabularis","ASTERACEAE",-34.32882,18.99053,"Hangklip",625,"EFG",9,70,80,75,4712.38898,"1","B","1.131856279","42.43363786","37.49030565","-0.237216839","-28.27588707",6060,32.9861372328688,18.3162117004395,c(18.99053, -34.32882)
"469",469,"629_1_HK","Rumohra adiantiformis","DRYOPTERIDACEAE",-34.34577,18.92387,"Hangklip",629,"EFG",1,90,300,250,58904.86225,"1","S","0.875659444","42.41065979","48.43282409","-1.742574224","-27.56865499",5370,76.6442600410776,28.1388969421387,c(18.92387, -34.34577)
"470",470,"629_10_HK","Ficinia oligantha","CYPERACEAE",-34.32123,18.96987,"Hangklip",629,"EFG",10,40,20,12,188.4955592,"0","N","0.658227481","46.21186822","70.2065313","0.97217166","-27.82442483",6540,36.8668592602652,18.2089061737061,c(18.96987, -34.32123)
"471",471,"629_11_HK","Metalasia densa","ASTERACEAE",-34.32194,18.97004,"Hangklip",629,"EFG",11,38,30,20,471.238898,"2","B","0.68226359","43.00386846","63.03116433","-2.780536524","-30.80770749",6630,46.568664328756,18.2089061737061,c(18.97004, -34.32194)
"472",472,"629_12_HK","Thamnochortus lucens","RESTIONACEAE",-34.32194,18.97004,"Hangklip",629,"EFG",12,63,20,15,235.619449,"0","N","0.47291528","47.34094937","100.1045036","-0.311340628","-28.0414099",6630,46.568664328756,18.2089061737061,c(18.97004, -34.32194)
"473",473,"629_13_HK","Elegia hookeriana","RESTIONACEAE",-34.35055,18.95403,"Hangklip",629,"EFG",13,50,50,50,1963.495408,"0","N","0.52695671","46.26141556","87.78978363","-0.877768688","-28.95442438",0,351.205343479368,30,c(18.95403, -34.35055)
"474",474,"629_14_HK","Helichrysum patulum","ASTERACEAE",-34.35055,18.95403,"Hangklip",629,"EFG",14,60,120,75,7068.583471,"4","B","1.295334939","42.83348532","33.06749786","-2.534986536","-31.24691882",0,351.205343479368,30,c(18.95403, -34.35055)
"475",475,"629_2_HK","Pterocelastrus rostratus","CELASTRACEAE",-34.34577,18.92387,"Hangklip",629,"EFG",2,500,500,300,117809.7245,"4","N","0.906885574","47.12376273","51.96219245","0.210086239","-29.79825521",5370,76.6442600410776,28.1388969421387,c(18.92387, -34.34577)
"476",476,"629_3_HK","Elegia capensis","RESTIONACEAE",-34.34577,18.92387,"Hangklip",629,"EFG",3,220,170,120,16022.12253,"1","N","1.152104121","46.373555","40.25118404","1.298919453","-29.25631665",5370,76.6442600410776,28.1388969421387,c(18.92387, -34.34577)
"477",477,"629_4_HK","Asparagus rubicundus","ASPARAGACEAE",-34.34577,18.92387,"Hangklip",629,"EFG",4,140,220,200,34557.51919,"3","N","1.524265705","47.78687664","31.35075236","0.141606163","-29.20914598",5370,76.6442600410776,28.1388969421387,c(18.92387, -34.34577)
"478",478,"629_5_HK","Knowltonia capensis","RANUNCULACEAE",-34.34577,18.92387,"Hangklip",629,"EFG",5,20,40,30,942.4777961,"2","N","0.986423667","36.97601963","37.48492749","-1.520503119","-31.88424695",5370,76.6442600410776,28.1388969421387,c(18.92387, -34.34577)
"479",479,"629_6_HK","Kiggelaria africana","ACHARIACEAE",-34.34577,18.92387,"Hangklip",629,"EFG",6,500,400,400,125663.7061,"4","B","1.798443243","45.36642587","25.22538647","1.990568224","-27.67662341",5370,76.6442600410776,28.1388969421387,c(18.92387, -34.34577)
"480",480,"629_7_HK","Struthiola ciliata","THYMELAEACEAE",-34.32979,18.98302,"Hangklip",629,"EFG",7,30,20,10,157.0796327,"1","N","1.061875958","45.05412484","42.42880205","-4.516995603","-29.56554658",6930,39.7774007808124,19.9928016662598,c(18.98302, -34.32979)
"481",481,"629_8_HK","Merxmuellera rufa","POACEAE",-34.32123,18.96987,"Hangklip",629,"EFG",8,30,20,15,235.619449,"1","S","1.10434918","43.45203911","39.34628638","-2.151498108","-24.37467668",6540,36.8668592602652,18.2089061737061,c(18.96987, -34.32123)
"482",482,"629_9_HK","Indigofera candolleana","FABACEAE",-34.32123,18.96987,"Hangklip",629,"EFG",9,13,30,25,589.0486225,"2","B","1.407023414","46.99238207","33.39843645","-0.096117531","-29.3538027",6540,36.8668592602652,18.2089061737061,c(18.96987, -34.32123)
"483",483,"703_1_LB","Lachnaea sociorum","THYMELAEACEAE",-33.93325,21.03538,"Langeberg",703,"EFG",1,22,26,15,306.3052837,"4","S","0.755650546","46.73897548","61.85263247","-3.137611208","-27.81708717",5790,760.621517369681,19.5991630554199,c(21.03538, -33.93325)
"484",484,"703_10_LB","Phylica pinea","RHAMNACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",10,150,60,45,2120.575041,"4","B","0.845054162","55.57122784","65.76055161","-4.877983434","-30.28986053",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"485",485,"703_11_LB","Helichrysum felinum","ASTERACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",11,80,12,10,94.24777961,"2","B","1.228826069","43.75303988","35.60555964","-6.135081978","-30.59842522",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"486",486,"703_12_LB","Oldenburgia paradoxa","ASTERACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",12,30,55,48,2073.451151,"2","B","0.368127576","48.48917579","131.7184014","-6.68585745","-28.12889929",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"487",487,"703_13_LB","Senecio crassulaefolius","ASTERACEAE",-33.93209,21.03861,"Langeberg",703,"EFG",13,25,40,40,1256.637061,"1","N","1.213779617","41.27099068","34.00204626","0.156280465","-25.68155775",4380,810.100723218985,22.0559406280518,c(21.03861, -33.93209)
"488",488,"703_14_LB","Euclea polyandra","EBENACEAE",-33.93209,21.03861,"Langeberg",703,"EFG",14,60,65,30,1531.526419,"4","B","1.015739571","50.9195969","50.13056333","-1.791488564","-26.25936027",4380,810.100723218985,22.0559406280518,c(21.03861, -33.93209)
"489",489,"703_15_LB","Ficinia acuminata","CYPERACEAE",-33.93209,21.03861,"Langeberg",703,"EFG",15,45,30,30,706.8583471,"0","N","0.77695748","47.6607765","61.3428376","1.089566077","-25.64323926",4380,810.100723218985,22.0559406280518,c(21.03861, -33.93209)
"490",490,"703_16_LB","Phylica purpurea","RHAMNACEAE",-33.93635,21.03385,"Langeberg",703,"EFG",16,135,60,40,1884.955592,"4","B","1.201515871","52.03625537","43.30883731","-2.862712615","-30.95740898",5310,702.410686958736,19.2153587341309,c(21.03385, -33.93635)
"491",491,"703_17_LB","Restio capillaris","RESTIONACEAE",-33.93635,21.03385,"Langeberg",703,"EFG",17,45,50,40,1570.796327,"4","N","0.39011938","47.14231262","120.8407349","0.611183829","-28.73493649",5310,702.410686958736,19.2153587341309,c(21.03385, -33.93635)
"492",492,"703_18_LB","Restio stokoei","RESTIONACEAE",-33.93635,21.03385,"Langeberg",703,"EFG",18,60,55,50,2159.844949,"2","N","0.351341347","46.72638564","132.994269","0.938909909","-27.57529793",5310,702.410686958736,19.2153587341309,c(21.03385, -33.93635)
"493",493,"703_2_LB","Erica coccinea","ERICACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",2,80,55,55,2375.829444,"4","S","0.569775181","55.36258633","97.16566839","-5.482564679","-29.01627036",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"494",494,"703_3_LB","Leucadendron spissifolium","PROTEACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",3,90,80,70,4398.229715,"4","S","0.364798732","52.81655426","144.7827243","1.496533388","-30.18715115",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"495",495,"703_4_LB","Protea cynaroides","PROTEACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",4,55,60,35,1649.336143,"2","N","0.620168242","49.34156477","79.56157937","0.05062549","-26.33487997",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"496",496,"703_5_LB","Erica cordata","ERICACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",5,40,20,15,235.619449,"4","B","0.620061053","54.07567377","87.2102408","-10.26540887","-30.21440532",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"497",497,"703_6_LB","Erica imbricata","ERICACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",6,90,20,15,235.619449,"4","N","0.682248875","56.82137583","83.28540792","-8.765695197","-29.10904597",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"498",498,"703_7_LB","Alepidea capensis","APIACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",7,5,10,8,62.83185307,"1","L","1.12905078","40.23608209","35.63708809","-8.482970311","-31.16513554",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"499",499,"703_8_LB","Blechnum tabulare","BLECHNACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",8,95,120,100,9424.777961,"0","N","0.799451442","43.04981327","53.84919086","-5.673330606","-25.92558604",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"500",500,"703_9_LB","Gleichenia polypodioides","GLEICHENIACEAE",-33.93304,21.03705,"Langeberg",703,"EFG",9,70,130,90,9189.158512,"1","N","0.822406899","47.48508448","57.73916115","-6.699553465","-30.24448337",4770,765.472419903927,20.8882846832275,c(21.03705, -33.93304)
"501",501,"706_1_LB","Lanaria lanata","LANARIACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",1,55,60,45,2120.575041,"0","N","0.828005992","47.27570389","57.09584755","-3.552350322","-26.06508526",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"502",502,"706_10_LB","Cannomois parviflora","RESTIONACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",10,85,60,50,2356.19449,"0","N","0.359027662","46.57444901","129.7238457","1.679453668","-26.56713887",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"503",503,"706_11_LB","Elytropappus glandulosus","ASTERACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",11,55,40,30,942.4777961,"4","B","0.942429719","46.83058598","49.69132981","-0.903149687","-29.08847427",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"504",504,"706_12_LB","Senecio pinifolius","ASTERACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",12,30,70,60,3298.672286,"3","N","0.61450746","52.13749411","84.84436311","-2.82075961","-29.68309088",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"505",505,"706_13_LB","Elegia galpinii","RESTIONACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",13,120,70,50,2748.893572,"0","N","0.267881083","44.60319931","166.5037292","-1.892315173","-26.93839696",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"506",506,"706_14_LB","Syncarpha gnaphaloides","ASTERACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",14,60,50,50,1963.495408,"4","B","0.813388852","39.41707044","48.46030328","1.659866232","-30.04227553",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"507",507,"706_15_LB","Rhus lucida","ANACARDIACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",15,300,420,320,105557.5132,"4","N","1.009658633","47.1473066","46.69628435","0.230962821","-26.30957229",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"508",508,"706_16_LB","Elytropappus rhinocerotis","ASTERACEAE",-33.92227,21.061,"Langeberg",706,"EFG",16,150,140,120,13194.68915,"4","B","1.007194847","55.48404394","55.08769638","1.086933747","-27.65072955",6900,508.37458558892,13.4241409301758,c(21.061, -33.92227)
"509",509,"706_17_LB","Dodonaea angustifolia","SAPINDACEAE",-33.92227,21.061,"Langeberg",706,"EFG",17,300,500,400,157079.6327,"4","N","1.425136527","49.13392979","34.47664759","0.280910782","-27.64268059",6900,508.37458558892,13.4241409301758,c(21.061, -33.92227)
"510",510,"706_18_LB","Pelargonium ternatum","GERANIACEAE",-33.92227,21.061,"Langeberg",706,"EFG",18,50,80,75,4712.38898,"4","B","0.963556969","45.63325129","47.35916272","1.837132522","-28.1085139",6900,508.37458558892,13.4241409301758,c(21.061, -33.92227)
"511",511,"706_19_LB","Erica articularis","ERICACEAE",-33.9322,21.07233,"Langeberg",706,"EFG",19,15,60,40,1884.955592,"4","N","0.749541026","54.98124486","73.35321606","-5.307384531","-26.36792722",6660,715.993214054623,17.1512336730957,c(21.07233, -33.9322)
"512",512,"706_2_LB","Struthiola garciana","THYMELAEACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",2,100,30,20,471.238898,"1","B","0.97325344","50.84317299","52.24042464","-3.173333447","-26.37798841",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"513",513,"706_20_LB","Cliffortia stricta","ROSACEAE",-33.9322,21.07233,"Langeberg",706,"EFG",20,90,40,20,628.3185307,"3","B","0.709423845","55.38445415","78.0696258","-2.464268286","-27.97872449",6660,715.993214054623,17.1512336730957,c(21.07233, -33.9322)
"514",514,"706_3_LB","Aspalathus acanthes","FABACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",3,95,80,70,4398.229715,"3","B","0.985644493","49.58882127","50.31106205","-0.841449265","-26.51985126",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"515",515,"706_4_LB","Clutia laxa","EUPHORBIACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",4,35,60,50,2356.19449,"4","N","0.670689313","48.38051049","72.13550229","-2.127364398","-30.79485289",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
"516",516,"706_5_LB","Thesium virgatum","SANTALACEAE",-33.92404,21.06118,"Langeberg",706,"EFG",5,60,90,65,4594.579256,"4","N","0.892004506","45.80472569","51.35032993","-2.706173113","-26.39207409",7050,531.658917753298,16.9281711578369,c(21.06118, -33.92404)
