"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","Chili","Elevation","TopoDiv","geometry"
"1870",1870,"704_26_LB","Rhodocoma gigantea","RESTIONACEAE",-33.97853,20.80991,"Langeberg",704,"TEM",26,200,170,170,22698.00692,"0","N","0.626461971","47.07058119","75.13717252","0.904326386","-28.40880317",5490,475.388448356051,19.0281963348389,c(20.80991, -33.97853)
"1871",1871,"704_27_LB","Cassine schinoides","CELASTRACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",27,800,600,500,235619.449,"4","N","1.108618754","47.91333164","43.21894382","0.131116304","-28.78609906",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1872",1872,"704_28_LB","Rapanea melanophloeos","MYRSINACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",28,1000,400,500,157079.6327,"4","N","1.166573824","48.84289286","41.86866862","-1.004042886","-30.3567983",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1873",1873,"704_29_LB","Pterocelastrus rostratus","CELASTRACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",29,600,600,400,188495.5592,"4","N","1.130390962","46.71742684","41.32855658","1.327422209","-28.90810507",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1874",1874,"704_3_LB","Grubbia rosmarinifolia","GRUBBIACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",3,190,150,150,17671.45868,"4","B","0.739606608","54.99034054","74.35079672","-6.105848697","-29.82571331",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1875",1875,"704_30_LB","Diospyros whyteana","EBENACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",30,300,200,120,18849.55592,"4","N","1.047090271","47.36459915","45.23449454","-5.265574475","-30.03691699",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1876",1876,"704_31_LB","Ocotea bullata","LAURACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",31,2500,1200,1000,942477.7961,"4","N","1.945446608","50.36014285","25.88616035","-2.533697016","-30.15994826",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1877",1877,"704_32_LB","Olinia ventosa","OLINIACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",32,2000,1200,1000,942477.7961,"4","N","1.954495851","50.10807143","25.63733834","1.209073727","-27.79979837",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1878",1878,"704_33_LB","Podocarpus latifolius","PODOCARPACEAE",-33.98097,20.82309,"Langeberg",704,"TEM",33,800,500,400,157079.6327,"4","N","0.855370905","47.27242823","55.2654152","0.858959468","-28.25398882",5130,431.730325547842,17.870735168457,c(20.82309, -33.98097)
"1879",1879,"704_4_LB","Erica cubica","ERICACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",4,100,75,50,2945.243113,"4","N","0.862349564","49.32487145","57.19823318","-5.392799093","-28.75329073",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1880",1880,"704_5_LB","Platycaulos compressus","RESTIONACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",5,110,80,70,4398.229715,"1","N","0.422144684","47.95005937","113.5867895","1.728820811","-27.44095716",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1881",1881,"704_6_LB","Ursinia trifida","ASTERACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",6,100,90,90,6361.725124,"4","N","1.645572058","48.29360126","29.34760652","-2.363077954","-30.18660504",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1882",1882,"704_7_LB","Ehrharta setacea","POACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",7,35,60,50,2356.19449,"2","N","1.254376757","41.69750328","33.24161026","0.031506332","-27.14670737",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1883",1883,"704_8_LB","Edmondia sesamoides","ASTERACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",8,40,30,20,471.238898,"3","B","0.893776997","43.96154406","49.18625585","-2.629362038","-29.05984364",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1884",1884,"704_9_LB","Cliffortia serpyllifolia","ROSACEAE",-33.97945,20.79565,"Langeberg",704,"TEM",9,140,85,75,5006.913292,"4","S","0.736343773","48.99184468","66.5339295","-6.665045274","-29.4330385",5640,472.477906835504,18.8922061920166,c(20.79565, -33.97945)
"1885",1885,"705_1_BK","Aloe ferox","ASPHODELACEAE",-33.61039,24.14044,"Baviaanksloof",705,"TEM",1,400,150,150,17671.45868,"0","N","0.570724814","37.16662743","65.22168872","3.053551063","-13.93378959",5910,757.710975849134,15.0261335372925,c(24.14044, -33.61039)
"1886",1886,"705_10_BK","Portulacaria afra","PORTULACACEAE",-33.60111,24.14074,"Baviaanksloof",705,"TEM",10,160,250,160,31415.92654,"4","N","0.867644037","41.72395242","48.08879064","5.801956211","-20.11429395",6480,700.470325945038,20.6184196472168,c(24.14074, -33.60111)
"1887",1887,"705_11_BK","Euphorbia rhombifolia","EUPHORBIACEAE",-33.60111,24.14074,"Baviaanksloof",705,"TEM",11,80,100,85,6675.884389,"4","N","0.919258397","46.5481149","50.63659475","5.486396898","-24.07535651",6480,700.470325945038,20.6184196472168,c(24.14074, -33.60111)
"1888",1888,"705_12_BK","Pelargonium tetragonum","GERANIACEAE",-33.60111,24.14074,"Baviaanksloof",705,"TEM",12,110,90,70,4948.008429,"4","N","2.322778001","39.6496437","17.06992389","3.377886942","-23.82760935",6480,700.470325945038,20.6184196472168,c(24.14074, -33.60111)
"1889",1889,"705_13_BK","Haworthia viscosa","ASPHODELACEAE",-33.60111,24.14074,"Baviaanksloof",705,"TEM",13,7,25,12,235.619449,"1","N","0.684049235","47.36789711","69.24632716","2.320285123","-14.53082489",6480,700.470325945038,20.6184196472168,c(24.14074, -33.60111)
"1890",1890,"705_14_BK","Pelargonium peltatum","GERANIACEAE",-33.60111,24.14074,"Baviaanksloof",705,"TEM",14,25,75,30,1767.145868,"3","N","1.118762828","41.6726948","37.24890904","2.741987114","-22.23219477",6480,700.470325945038,20.6184196472168,c(24.14074, -33.60111)
"1891",1891,"705_15_BK","Euphorbia heptagona","EUPHORBIACEAE",-33.59978,24.1414,"Baviaanksloof",705,"TEM",15,95,115,115,10386.89071,"3","N","0.657485547","41.1874466","62.64388139","4.443138684","-13.09928975",6420,672.335091246415,20.6184196472168,c(24.1414, -33.59978)
"1892",1892,"705_16_BK","Crassula rupestris","CRASSULACEAE",-33.59978,24.1414,"Baviaanksloof",705,"TEM",16,32,60,45,2120.575041,"3","N","0.518770044","41.03835743","79.10703003","5.104857001","-14.87689972",6420,672.335091246415,20.6184196472168,c(24.1414, -33.59978)
"1893",1893,"705_17_BK","Tephrosia capensis","FABACEAE",-33.59388,24.14323,"Baviaanksloof",705,"TEM",17,30,110,100,8639.379797,"4","L","2.953984638","47.10633097","15.94670817","-0.492017725","-27.28160964",7260,548.151986369732,22.6556186676025,c(24.14323, -33.59388)
"1894",1894,"705_18_BK","Polygala myrtifolia","POLYGALACEAE",-33.59388,24.14323,"Baviaanksloof",705,"TEM",18,200,170,170,22698.00692,"4","N","1.020242874","51.11742137","50.10318885","7.167467421","-26.06890175",7260,548.151986369732,22.6556186676025,c(24.14323, -33.59388)
"1895",1895,"705_19_BK","Euphorbia grandidens","EUPHORBIACEAE",-33.58886,24.146398,"Baviaanksloof",705,"TEM",19,500,100,100,7853.981634,"3","N","1.254485335","41.43280891","33.02773477","6.588942013","-14.76604009",6000,433.67068656154,20.5881595611572,c(24.146398, -33.58886)
"1896",1896,"705_2_BK","Ruschia virgata","AIZOACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",2,60,85,65,4339.324853,"4","N","1.095069106","38.54463208","35.19835586","4.890659164","-23.97606485",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1897",1897,"705_3_BK","Adromischus maculatus","CRASSULACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",3,23,33,28,725.707903,"1","N","1.159821165","45.08275383","38.87043553","4.419232675","-13.85988317",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1898",1898,"705_4_BK","Crassula cotyledonis","CRASSULACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",4,7,15,9,106.0287521,"1","N","1.187895753","41.93585541","35.3026394","6.173933705","-16.10021157",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1899",1899,"705_5_BK","Crassula mollis","CRASSULACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",5,28,27,12,254.4690049,"2","N","1.100653863","42.82416802","38.90793414","6.368050494","-21.30482991",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1900",1900,"705_6_BK","Crassula rupestris","CRASSULACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",6,16,32,32,804.2477193,"2","N","0.595333558","42.25260374","70.9729918","2.425471561","-14.90099964",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1901",1901,"705_7_BK","Bulbine latifolia","ASPHODELACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",7,20,18,10,141.3716694,"0","N","1.563644263","39.46478193","25.23897721","4.458438529","-27.46187703",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1902",1902,"705_8_BK","Cussonia spicata","ARALIACEAE",-33.6086,24.13856,"Baviaanksloof",705,"TEM",8,400,200,150,23561.9449,"0","N","1.254946454","48.2075858","38.41405793","2.95331623","-25.89923833",6210,753.830253821738,15.2431316375732,c(24.13856, -33.6086)
"1903",1903,"705_9_BK","Crassula ovata","CRASSULACEAE",-33.60606,24.13788,"Baviaanksloof",705,"TEM",9,170,130,170,17357.29941,"4","N","2.232082483","40.03449899","17.93594067","4.861015714","-15.64231312",5880,759.651336862832,13.2793941497803,c(24.13788, -33.60606)
"1904",1904,"709_1_BK","Protea lorifolia","PROTEACEAE",-33.63891,24.23569,"Baviaanksloof",709,"TEM",1,200,170,150,20027.65317,"4","B","0.59575041","51.82445577","86.99021412","8.480385412","-26.23567319",6750,500.613141534127,21.9298839569092,c(24.23569, -33.63891)
"1905",1905,"709_10_BK","Aloe speciosa","ASPHODELACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",10,300,200,200,31415.92654,"1","N","0.561263278","36.69418888","65.37785442","1.136459578","-15.11307892",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1906",1906,"709_11_BK","Pelargonium peltatum","GERANIACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",11,130,750,75,44178.64669,"2","N","1.684330865","42.61688266","25.30196623","2.592813621","-27.06663837",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1907",1907,"709_12_BK","Pelargonium tetragonum","GERANIACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",12,30,45,40,1413.716694,"2","N","3.113496033","42.362535","13.60609891","3.493592024","-28.44804568",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1908",1908,"709_13_BK","Indigofera denudata","FABACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",13,110,120,90,8482.300165,"4","B","1.940444742","46.52498792","23.97645596","-0.120996472","-28.60710514",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1909",1909,"709_14_BK","Portulacaria afra","PORTULACACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",14,300,510,300,120165.919,"2","N","0.921566196","41.4494279","44.97715744","2.808923938","-19.29393273",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1910",1910,"709_15_BK","Carpobrotus edulis","AIZOACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",15,30,290,130,29609.51076,"3","N","0.929130808","36.26202308","39.02789871","1.511305793","-24.59013077",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1911",1911,"709_16_BK","Cussonia spicata","ARALIACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",16,400,400,400,125663.7061,"3","N","1.317117041","48.91413982","37.13727656","5.320011078","-24.15729624",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1912",1912,"709_17_BK","Olea europaea","OLEACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",17,220,250,210,41233.40358,"4","N","1.513584176","49.60157074","32.77093639","1.700641381","-25.88574237",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1913",1913,"709_18_BK","Cissampelos capensis","MENISPERMACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",18,170,250,240,47123.8898,"4","N","3.076356114","45.71050257","14.85865123","3.114920848","-27.93712741",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1914",1914,"709_19_BK","Cotyledon velutina","CRASSULACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",19,170,170,160,21362.83004,"4","N","1.816118382","36.65542892","20.18339183","2.555520247","-15.99802791",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1915",1915,"709_2_BK","Pentaschistis eriostoma","POACEAE",-33.63891,24.23569,"Baviaanksloof",709,"TEM",2,30,90,80,5654.866776,"0","N","0.949013586","44.2140514","46.58948202","5.747450512","-25.4345919",6750,500.613141534127,21.9298839569092,c(24.23569, -33.63891)
"1916",1916,"709_20_BK","NA","NA",-33.63742,24.23646,"Baviaanksloof",709,"TEM",20,15,50,50,1963.495408,"1","N","1.551411623","45.20938689","29.14080713","2.50675199","-28.80086848",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1917",1917,"709_21_BK","Rhoicissus digitata","VITACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",21,120,280,100,21991.14858,"4","B","1.541624229","49.24128999","31.94117545","1.596411183","-25.92719423",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1918",1918,"709_22_BK","Senecio linifolius","ASTERACEAE",-33.63742,24.23646,"Baviaanksloof",709,"TEM",22,160,90,100,7068.583471,"3","N","2.443705769","43.3043372","17.72076563","2.417821638","-30.17552782",3840,497.70260001358,25.4036197662354,c(24.23646, -33.63742)
"1919",1919,"709_23_BK","Aloe comptonii","ASPHODELACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",23,60,110,100,8639.379797,"1","N","0.684701202","40.12353499","58.60006505","3.884694324","-15.30877025",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1920",1920,"709_24_BK","Melinis repens","POACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",24,24,25,16,314.1592654,"1","N","1.821045308","42.6496498","23.42042212","4.693673654","-13.4665725",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1921",1921,"709_25_BK","Pegolettia baccaridifolia","ASTERACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",25,125,190,130,19399.33464,"4","N","2.639768888","43.6320481","16.52873791","5.024532812","-27.21798585",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1922",1922,"709_26_BK","Crassula muscosa","CRASSULACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",26,18,50,40,1570.796327,"4","N","0.663020173","43.28327483","65.28198777","4.119929448","-20.50182064",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1923",1923,"709_27_BK","Digitaria eriantha","POACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",27,45,60,50,2356.19449,"0","N","1.478113098","40.88437323","27.65984096","5.478491326","-11.50918626",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1924",1924,"709_28_BK","Tragus berteronianus","POACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",28,8,18,12,169.6460033,"0","N","1.681063241","39.77505273","23.66065223","4.93519122","-14.04232458",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1925",1925,"709_29_BK","Dodonaea angustifolia","SAPINDACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",29,450,330,250,64795.34848,"4","N","1.607800628","47.14594522","29.32325339","2.953570402","-27.47691668",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1926",1926,"709_3_BK","Portulacaria afra","PORTULACACEAE",-33.63891,24.23569,"Baviaanksloof",709,"TEM",3,35,40,30,942.4777961,"3","N","0.684463902","40.28129547","58.85086904","7.211454477","-20.57508439",6750,500.613141534127,21.9298839569092,c(24.23569, -33.63891)
"1927",1927,"709_30_BK","Elytropappus rhinocerotis","ASTERACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",30,140,190,130,19399.33464,"4","S","1.519532658","52.5824736","34.60437215","4.340803221","-26.48748644",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1928",1928,"709_31_BK","Enneapogon scoparius","POACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",31,20,40,38,1193.805208,"2","N","1.861770935","41.72855236","22.41336546","5.394982268","-13.56385384",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1929",1929,"709_32_BK","Sutera denudata","SCROPHULARIACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",32,22,20,20,314.1592654,"4","N","1.6093705","45.77595748","28.44339291","4.109925237","-29.62412798",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1930",1930,"709_33_BK","Pteronia incana","ASTERACEAE",-33.61903,24.2543,"Baviaanksloof",709,"TEM",33,65,100,70,5497.787144,"4","N","1.873181704","43.17471165","23.0488647","4.105995399","-28.18083969",6210,318.219206246499,21.47776222229,c(24.2543, -33.61903)
"1931",1931,"709_4_BK","Portulacaria afra","PORTULACACEAE",-33.6381,24.23457,"Baviaanksloof",709,"TEM",4,110,100,60,4712.38898,"3","N","0.675224474","41.20311616","61.02136065","5.992248039","-19.51468799",6090,508.37458558892,24.4179191589355,c(24.23457, -33.6381)
"1932",1932,"709_5_BK","Acacia karroo","FABACEAE",-33.6381,24.23457,"Baviaanksloof",709,"TEM",5,350,240,170,32044.24507,"4","N","2.400860364","45.81884829","19.08434534","-0.772196146","-26.63573183",6090,508.37458558892,24.4179191589355,c(24.23457, -33.6381)
"1933",1933,"709_6_BK","Merxmuellera stricta","POACEAE",-33.6381,24.23457,"Baviaanksloof",709,"TEM",6,35,40,40,1256.637061,"0","N","0.98309572","43.73629152","44.48833479","3.415180315","-26.82274719",6090,508.37458558892,24.4179191589355,c(24.23457, -33.6381)
"1934",1934,"709_7_BK","Crassula ovata","CRASSULACEAE",-33.6381,24.23457,"Baviaanksloof",709,"TEM",7,100,100,75,5890.486225,"4","N","1.346609099","39.38565423","29.24802324","4.642036675","-15.52663351",6090,508.37458558892,24.4179191589355,c(24.23457, -33.6381)
"1935",1935,"709_8_BK","Crassula ovata","CRASSULACEAE",-33.63891,24.23569,"Baviaanksloof",709,"TEM",8,45,40,35,1099.557429,"4","N","1.129062134","42.56551516","37.69988727","6.935101017","-15.2663544",6750,500.613141534127,21.9298839569092,c(24.23569, -33.63891)
"1936",1936,"709_9_BK","Passerina obtusifolia","THYMELAEACEAE",-33.63891,24.23569,"Baviaanksloof",709,"TEM",9,190,120,120,11309.73355,"4","N","0.967834615","52.75075543","54.50389419","3.53949156","-25.27264045",6750,500.613141534127,21.9298839569092,c(24.23569, -33.63891)
"1937",1937,"711_1_BK","Erica umbelliflora","ERICACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",1,13,42,36,1187.522023,"4","L","0.668274188","55.15056833","82.52685697","-1.311286303","-25.83475784",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1938",1938,"711_10_BK","Chrysanthemoides monilifera","ASTERACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",10,67,50,52,2042.035225,"4","N","0.595489946","47.97853829","80.56985454","0.695878463","-28.91134441",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1939",1939,"711_11_BK","Helichrysum zeyheri","ASTERACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",11,12,22,30,518.3627878,"4","N","1.295735062","46.27356112","35.71220884","-0.145106872","-29.946062",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1940",1940,"711_12_BK","Merxmuellera arundinacea","POACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",12,100,110,90,7775.441818,"0","N","0.834020191","45.62119622","54.70034987","0.36380715","-22.81231919",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1941",1941,"711_13_BK","Lobelia coronopifolia","CAMPANULACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",13,20,22,23,397.4114707,"3","L","1.014515845","45.43624831","44.78613963","0.105420301","-28.33343839",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1942",1942,"711_14_BK","Felicia filifolia","ASTERACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",14,40,26,39,796.3937377,"2","N","0.833451317","47.93670229","57.51589962","1.689145021","-28.84045985",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1943",1943,"711_15_BK","Relhania speciosa","ASTERACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",15,40,24,17,320.4424507,"2","B","0.603517769","50.74382641","84.08008681","-1.270023004","-26.23545247",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1944",1944,"711_16_BK","Gnidia juniperifolia","THYMELAEACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",16,13,22,26,449.2477495,"3","N","1.372799028","43.74348791","31.8644514","-0.391704208","-27.2485109",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1945",1945,"711_17_BK","Leucadendron uliginosum","PROTEACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",17,192,58,65,2960.951076,"2","S","0.557310728","51.40212535","92.23243469","1.713706508","-27.35188421",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1946",1946,"711_18_BK","Erica sparrmannii","ERICACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",18,100,90,48,3392.920066,"4","B","0.703261195","57.78475155","82.1668421","-3.611224001","-26.26794123",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1947",1947,"711_19_BK","Cliffortia polita","ROSACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",19,54,23,17,307.0906819,"3","N","0.824778971","45.82578911","55.56129671","-6.146951979","-27.62951538",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1948",1948,"711_2_BK","Lachnaea glomerata","THYMELAEACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",2,25,48,24,904.7786842,"4","N","1.060576521","48.56905672","45.7949575","-1.231707083","-25.96471285",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1949",1949,"711_20_BK","NA","NA",-33.52319,24.08866,"Baviaanksloof",711,"TEM",20,50,40,40,1256.637061,"3","B","1.853266912","52.43615701","28.29390449","-0.650091057","-27.73584221",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1950",1950,"711_21_BK","Metalasia pungens","ASTERACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",21,56,20,15,235.619449,"3","S","0.652403598","43.89076308","67.2754767","-4.015997316","-28.15327348",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1951",1951,"711_22_BK","Struthiola macowanii","THYMELAEACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",22,38,15,12,141.3716694,"1","N","0.816926473","48.07162824","58.84449807","-4.755789322","-27.68760133",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1952",1952,"711_23_BK","Argyrolobium collinum","FABACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",23,60,61,62,2970.375854,"4","B","2.280042486","48.05477794","21.07626426","-1.093180293","-27.27804613",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1953",1953,"711_24_BK","Themeda triandra","POACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",24,29,33,30,777.5441818,"0","N","1.137625432","43.40623938","38.15512396","-3.616136298","-13.08932112",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1954",1954,"711_25_BK","Syncarpha canescens","ASTERACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",25,30,9,7,49.48008429,"1","B","0.94257115","46.97359282","49.83559364","-4.066102751","-29.82595206",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1955",1955,"711_26_BK","Erica kougabergensis","ERICACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",26,40,15,14,164.9336143,"3","S","0.63006546","53.73843716","85.29024456","-4.044488642","-27.2366968",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1956",1956,"711_27_BK","Hypodiscus albo-aristatus","RESTIONACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",27,60,30,25,589.0486225,"0",NA,"0.368899086","46.38360339","125.7352083","1.436652928","-27.198301",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1957",1957,"711_28_BK","Pentameris distichophylla","POACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",28,60,40,60,1884.955592,"1","N","1.051801031","43.77216202","41.61639011","-3.521820186","-26.06414813",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1958",1958,"711_29_BK","NA","NA",-33.52319,24.08866,"Baviaanksloof",711,"TEM",29,60,38,35,1044.579557,"0","N","0.691513771","45.60101518","65.94375567","2.38374389","-25.8938283",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1959",1959,"711_3_BK","Protea intonsa","PROTEACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",3,20,95,75,5595.961914,"2","N","0.606068534","47.78268581","78.84040026","2.670622065","-24.19555251",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1960",1960,"711_30_BK","Restio sejunctus","RESTIONACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",30,80,70,53,2913.827186,"4","N","0.549857779","47.42831536","86.25560491","0.595667593","-25.81900571",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1961",1961,"711_31_BK","Senecio hollandii","ASTERACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",31,40,25,20,392.6990817,"1","B","0.73590841","49.20980034","66.86946322","-3.340065178","-30.12819593",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1962",1962,"711_32_BK","Chironia linoides","GENTIANACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",32,46,18,10,141.3716694,"3","N","1.018355138","49.29274298","48.40427583","-2.949046295","-26.37525257",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1963",1963,"711_33_BK","Leucadendron salignum","PROTEACEAE",-33.52319,24.08866,"Baviaanksloof",711,"TEM",33,95,82,73,4701.393406,"4","N","0.444257244","51.02026577","114.8439703","2.381778971","-28.43484268",6660,1194.29220393122,19.8976287841797,c(24.08866, -33.52319)
"1964",1964,"711_34_BK","Protea punctata","PROTEACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",34,92,62,60,2921.681168,"2","B ","0.598906153","50.54515904","84.39579183","1.755952267","-26.69226405",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1965",1965,"711_35_BK","Rhodocoma capensis","RESTIONACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",35,80,62,53,2580.818365,"4","N","0.716300424","47.81217108","66.74876834","-0.054720598","-28.09321851",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
