"species","genus_species_GM","family_GM","family_POSA","family_ITIS","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","functional_twig","plant_longevity","flammability","pollination","dispersal","GM_description"
"Senecio crassulifolius","Senecio crassulaefolius","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Aug","Dec","","",30,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",1,0,0,0,0,0,7,0,0,"leaf","",2,"l","i","w","Erect or spawling succulent perennial to 30 cm. Leaves in terminal tufts, fusiform-terete. Flower heads discoid, 1--few on elongate, sparsely bracteate, terminal peduncles, white, occ. yellow, involucral bracts c. 8. Mainly Aug.--Dec. Rocky outcrops and ledges, NW, SW, KM, LB, SE (Richtersveld to Uitenhage)."
"Senecio crenatus","Senecio crenatus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","May","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,5.6,0,0,"leaf","",2,"h","i","w","Singled-stemmed, closely leafy, thinly woolly shrub to 1 m. Leaves shortly petiolate, elliptic, margins slightly revolute, closely toothed, recurved at the tips. Flower heads radiate, in dense branched corymbs, yellow, involucres calycled. Mainly Nov.--May. Sandstone slopes in fynbos, LB, SE (Swellendam to Port Elizabeth)."
"Senecio crenulatus","Senecio crenulatus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","May","","",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","w","Erect, glabrous perennial to 30 cm, basal leaves long-petiolate, linear-lanceolate, the margins revolute, minutely toothed. Flower heads discoid, few in corymbs on leafy scapes, yellow, involucres calycled. Apr.--May. Stony grassland, SE (Humansdorp to E Cape)."
"Senecio elegans","Senecio elegans","ASTERACEAE","ASTERACEAE","",0,1,"Annual",1,0,1,0,1,1,0,0,0,"Sep","Nov","","",100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,8.14,0,0,"leaf","",0,"l","i","w","Densely glandular-hairy annual to 1 m. Leaves fleshy, incised to pinnatisect, margins revolute. Flower heads radiate, numerous in dense corymbs, purple, involucre conspicuously calycled. Mainly Sept.--Nov. Coastal sands, SW, AP, SE (Saldanha to Port Elizabeth)."
"Senecio erosus","Senecio erosus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Aug","Sep","","",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,1,NA,0,0,"leaf","",2,"m","i","w","Tufted, glabrous to roughly hairy perennial with woolly crown, to 60 cm. Leaves mostly basal, petiolate, lanceolate, the margins irregularly serrate to lacerate or pinnatifid. Flower heads radiate, solitary or in corymbs on sparsely leafy scapes, yellow, involucre calycled. Aug.--Sept. Rocky slopes, NW, SW, AP, KM, LB (Namaqualand to Swellendam)."
"Senecio ficoides","Senecio ficoides","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Mar","Jul","","",50,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",1,0,0,0,0,0,5.816666667,0,0,"leaf","",3,"l","i","w","Sprawling, succulent perennial to 50 cm. Leaves fleshy, compressed-fusiform glaucous. Flower heads discoid, several in 1--few-branched corymbs, white. Mar.--July. Rocky slopes, KM (Huisrivierberg and Swarteberg Mts)."
"Senecio gramineus","Senecio gramineus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","Jan","","",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"m","i","w","Tufted, thinly white-woolly perennial to 25 cm. Leaves linear, margins revolute, accumulating in a fibrous base. Flower heads radiate, solitary or few in lax corymbs on elongate, sparsely leafy peduncles, yellow. Nov.--Jan. Grassy slopes, SE (George to KwaZulu-Natal)."
"Senecio halimifolius","Senecio halimifolius","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan","","",150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,0,0,4.28,0,0,"leaf","",2,"h","i","w","Thinly white-cobwebby, glaucous shrub to 1.5 m. Leaves oblanceolate to obovate, narrow below, coarsely toothed above. Flower heads radiate, in dense terminal corymbs, yellow, involucres calycled. Nov.--Jan. Coastal sands, NW, SW (Lambert's Bay to Hermanus)."
"Senecio hastatus","Senecio hastatus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","May","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,NA,0,0,"leaf","",2,"m","i","w","Tufted, sticky perennial from short erect rhizome, to 40 cm. Leaves oblanceolate, petiolate below, lacerate to pinnatifid. Flower heads radiate, in branched corymbs, yellow, involucre c. 8 mm long, sticky, sparsely calycled. Sept.--May. Rocky mostly karroid slopes, NW, SW, AP, KM, LB, SE (Ceres to KwaZulu-Natal and Karoo)."
"Senecio hollandii","Senecio hollandii","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Dec","","",70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,2.75,0,0,"leaf","",2,"m","i","w","Densely white-felted shrub to 70 cm. Leaves ovate, petiolate, discolorous, glabrous above, sharply toothed, the margins revolute. Flower heads radiate, in branched terminal corymbs, yellow, involucres calycled. Sept.--Dec. Sandstone slopes in arid fynbos, KM, SE (Witteberg to Uitenhage)."
"Senecio ilicifolius","Senecio ilicifolius","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jun","Jan","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",1,"m","i","w","Thinly white-woolly, softly woody, short-lived shrub to 1 m. Leaves discolorous, oblong, sharply toothed, margins revolute, thickly white-woolly below. Flower heads radiate, in lax corymbs, yellow, involucres calycled, c. 5 mm long. June--Jan. Clay flats and slopes, KM, LB, SE (Ladismith and Langeberg Mts to E Cape)."
"Senecio incertus","Senecio tuberosus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Oct","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,1,1,NA,0,0,"leaf","",2,"m","i","w","Like S. hastiifolius but heads discoid, white. Sept.--Oct. Sandstone slopes, NW, SW (Cold Bokkeveld to Riebeek Kasteel)."
"Senecio lanifer","Senecio lanifer","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jul","Oct","","",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,1,9.92,0,0,"leaf","",2,"h","i","w","Glandular-hairy, rosulate perennial to 60 cm. Leaves oblanceolate, lobed to toothed to lacerate. Flower heads discoid, in lax terminal corymbs, usually magenta. July--Oct. Sandstone slopes in fynbos or grassland, NW, SW, KM, LB, SE (Cedarberg Mts and Cape Peninsula to S tropical Africa)."
"Senecio lineatus","Senecio lineatus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jan","May","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",2,"h","i","w","Densely leafy, grey-felted shrublet to 60 cm. Leaves elliptic, 3-veined from the base, usually lightly toothed above, narrowly few-lobed basally, discolous and grey below. Flower heads radiate, in dense terminal corymbs, yellow, involucres calycled. Jan.--May. Sandstone slopes, SW, KM, LB, SE (Cape Peninsula to Grahamstown)."
"Senecio linifolius","Senecio linifolius","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","Nov","","",100,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"Leaf",1,0,0,0,0,0,9.5,0,0,"leaf","",2,"h","i","w",""
"Senecio othonniflorus","Senecio othonniflorus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","Jun","","",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","w","Perennial to 60 cm, with woody base, woolly in leaf axils. Leaves crowded below, linear-lanceolate, lightly toothed, margins revolute. Flower heads discoid, in lax corymbs on sparsely leafy scapes, yellow, bracts broad. Nov.--June. Grassland, SE (Knysna to Mpumalanga)."
"Senecio paniculatus","Senecio paniculatus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Dec","","",80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,1,1,5.46,0,0,"leaf","",1,"h","i","w","Sparsely hairy below to glabrous perennial to 80 cm. Leaves filiform or pinnatisect with filiform lobes, margins revolute and minutely toothed. Flower heads discoid, in lax branched corymbs, white to yellow, rarely mauve, involucres calycled. Oct.--Dec. Rocky sandstone slopes, NW, SW, KM, LB (Gifberg to Langkloof)."
"Senecio pauciflosculosus","Senecio pauciflosculosus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Feb","May","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.6,0,0,"leaf","",2,"h","i","w","Densely leafy, grey-felted shrublet to 30 cm. Leaves elliptic, discolorous, often glabrous above, entire or toothed above, usually 3-veined from the base. Flower heads discoid, in dense terminal clusters, pale yellow, involucres calycled. Feb.--May. Sandstone slopes, SW, KM, LB, SE (Dutoitskloof to E Cape)."
"Senecio pinifolius","Senecio pinifolius","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Mar","May","","",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.80625,0,0,"leaf","",2,"h","i","w","Sparsely branched, densely leafy shrublet to 40 cm. Leaves needle-like. Flower heads radiate, mostly solitary, subsessile, yellow, involucres calycled. Mainly Mar.--May. Sandstone slopes in fynbos, NW, SW, KM, LB, SE (Pakhuis Mts to E Cape)."
"Senecio pinnatifidus","Senecio pinnatifidus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Feb","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,1,NA,0,0,"leaf","",2,"h","i","w","Erect, softly woody, roughly hairy perennial to 50 cm, from woody rootstock. Leaves pinnatisect to bipinnatisect, lobes narrow, margins revolute, occ. toothed. Flower heads discoid, large, 30--40-flowered, few in lax treminal corymbs, yellow. Sept.--Feb. Sandstone slopes, NW (Pakhuis Mts to Piketberg and Ceres)."
"Senecio pterophorus","Senecio pterophorus","ASTERACEAE","ASTERACEAE","",1,1,"Both",1,0,1,0,0,1,0,0,0,"Oct","Jan","","",200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,0,NA,0,0,"leaf","",1,"h","i","w","Robust, thinly grey-cobwebby annual or short-lived perennial to 2 m, branching above. Leaves oblanceolate, coarsely toothed, margins revolute, glabrescent above, white-felted beneath. Flower heads radiate, in lax terminal corymbs, yellow, involucre calycled. Oct.--Jan. Pioneer of disturbed slopes, SW, KM (naturalized from E Cape and KwaZulu-Natal)."
"Senecio pubigerus","Senecio pubigerus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Mar","Jul","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.866666667,0,0,"leaf","",1,"h","i","w","Diffusely branched, roughly hairy, softly woody shrub to 1 m. Leaves oblong, coarsely toothed, margins revolute. Flower heads few-rayed, few in white-woolly axillary clusters on rigid, scaly branches, yellow, involucres calycled. Mar.--July. Dry stony clay (or granite), often disturbed sites, NW, SW (Darling to Cold Bokkeveld and Riviersonderend Mts)."
"Senecio purpureus","Senecio purpureus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,1,0,0,"Oct","Feb","","",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,1,NA,0,0,"leaf","",2,"h","i","w","Like S. lanifer but heads crowded in compound corymbs and achenes glabrous and striate. Oct.--Feb. Moist slopes, esp after fire, SW, LB, SE (Cape Peninsula to S KwaZulu-Natal)."
"Senecio repandus","Senecio repandus","ASTERACEAE","ASTERACEAE","",0,1,"Annual",1,0,1,0,0,1,0,0,0,"Jul","Oct","","",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,1,NA,0,0,"leaf","",0,"l","i","w","Delicate or sprawling annual 10--30 cm, roughly hairy on young parts and bracts. Leaves soft, deltoid to reniform, lobed to pinnatifid, lower petiolate, upper auriculate. Flower heads radiate, 1--few on short to long, slender peduncles, yellow. July--Oct. Partial shade on sandstone slopes, NW, SW (Pakhuis Mts to Cape Peninsula)."
"Senecio rosmarinifolius","Senecio rosmarinifolius","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Mar","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"h","i","w","Rounded, softly woody, thinly white-woolly shrublet to 80 cm. Leaves linear, margins revolute, sometimes toothed, usually in axillary tufts. Flower heads radiate, in dense clusters on branched corymbs, yellow, involucres calycled. Mainly Oct.--Mar. Sandy and stony slopes, NW, SW, AP, KM, LB, SE (Namaqualand to Cape Peninsula to E Cape and Karoo)."
"Senecio triqueter","Senecio triqueter","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Mar","Jul","","",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.633333333,0,0,"leaf","",2,"h","i","w","Like S. pinifolius but flower heads discoid, whitish, on slender peduncles bearing scale-like leaves. Mar.--July. Rocky sandstone slopes, SW, AP, KM (Cape Peninsula to Ladismith and Pearly Beach)."
"Senecio umbellatus","Senecio umbellatus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Dec","","",80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,1,1,4.65,0,0,"leaf","",1,"m","i","w","Sparsely hairy below to glabrous perennial to 80 cm. Leaves filiform or pinnatisect with linear to filiform lobes, margins revolute and minutely toothed. Flower heads radiate, in lax branched corymbs, magenta to pink, occ. white with yellow disc, involucres finely calycled. Sept.--Dec. Sandstone flats and slopes, NW, SW, AP, KM, LB, SE (Cedarberg Mts to Uitenhage)."
"Senecio vestitus","Senecio vestitus","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Jan","","",150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,0,NA,0,0,"leaf","",2,"h","i","w","Glabrous, sometimes glaucous, softly woody shrub to 1.5 m. Leaves oblanceolate, eared below, coarsely toothed. Flower heads radiate, in dense, branched terminal corymbs, yellow, involucres calycled. Sept.--Jan. Sandstone slopes, NW, KM (Namaqualand to Paarl and Montagu)."
"Serruria adscendens","Serruria adscendens","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Oct","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,0,1,5,0,0,"leaf","",2,"h","i","i","Like S. decipiens but leaves 25--60 mm long, peduncle hairy and style 7--8 mm long. July--Oct. Coastal sandstone slopes, SW (Hottentots Holland to Kleinrivier Mts)."
"Serruria aitonii","Serruria aitonii","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,1,1.84,0,0,"leaf","",2,"h","i","i","Rounded shrublet to 1 m. Leaves dissected, crispy hairy, 20--45 mm long. Flower heads 1--few, silvery grey, fragrant, style 7--10 mm long, pollen presenter club-shaped, involucral bracts ovate. July--Nov. Sandstone slopes, NW (Cedarberg to Grootwinterhoek Mts)."
"Serruria balanocephala","Serruria balanocephala","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,1,5,0,0,"leaf","",2,"h","i","i","Rounded, resrouting or reseeding shrublet to 1 m. Leaves dissected, grey-hairy, 40--60 mm long. Flower heads 1--few, silvery pink, style hairy below, c. 13 mm long, pollen presenter acorn-shaped, involucral bracts ovate. Aug.--Nov. Sandstone slopes, LB (Langeberg Mts: Montagu to Swellendam)."
"Serruria decumbens","Serruria decumbens","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Oct","","",20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Leaf",0,1,0,0,0,1,NA,0,0,"leaf","",2,"h","i","i","Prostrate shrublet. Leaves secund, weakly dissected. Flower heads few, adpressed-hairy, carmine, fragrant, style 12--14 mm long, pollen presenter slender. July--Oct. Rocky sandstone slopes, SW (Cape Peninsula)."
"Serruria effusa","Serruria effusa","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Sep","","",20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,1,6.2,0,0,"leaf","",2,"h","i","i","Sprawling to mat-forming shrublet to 2 m diam. Leaves secund, dissected, glabrous or grey-hairy, 40--90 mm long. Flower heads few--many, adpressed-hairy, silvery pink to brown, style 12--14 mm long, pollen presenter club-shaped, involucral bracts ovate, margins occ. hairy. Mainly Aug.--Sept. Sand/shale slopes, NW (Cedarberg to Olifants River Mts)."
"Serruria elongata","Serruria elongata","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Oct","","",150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,8.46,0,0,"leaf","",2,"h","i","i","Erect shrub to 1.5 m. Leaves whorled above, dissected, fleshy, 50--150 mm long. Flower heads several, on a long peduncle, adpressed-hairy, silvery-pink, fragrant, style 7--11 mm long, pollen presenter club-shaped, involucral bracts absent. July--Oct. Sandy flats and slopes, SW, AP (Dutoitskloof to Agulhas)."
"Serruria fasciflora","Serruria fasciflora","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Dec","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,4.34,0,0,"leaf","",1,"h","i","i","Sprawling to erect shrublet to 1 m. Leaves dissected, sparsely hairy, 30--70 mm long. Flower heads many, silvery pink, occ. glabrous, sweetly scented, style 5--7 mm long, pollen presenter slender to club-shaped, involucral bracts lanceolate. Mainly May--Dec. Sandy flats and lower slopes, SW, LB, SE (Hopefield to George)."
"Serruria glomerata","Serruria glomerata","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,6.77,0,0,"leaf","",1,"h","i","i","Compact rounded shrublet to 50 cm. Leaves dissected, 25--70 mm long. Flower heads few, adpressed-hairy, cream, fragrant, style 8--10 mm long, pollen presenter club-shaped, involucral bracts few. Aug.--Oct. Sandy flats, SW (Cape Peninsula)."
"Serruria leipoldtii","Serruria leipoldtii","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,0,1,8,0,0,"leaf","",3,"h","i","i","Multistemmed, resprouting shrub to 1 m. Leaves dissected, 65--105 mm long. Flower heads on a distinct peduncle, adpressed-hairy, silvery pink, style c. 8 mm long, pollen presenter club-shaped, involucral bracts absent. Sept.--Dec. Sandstone slopes, NW (N Cedarberg Mts)."
"Serruria villosa","Serruria villosa","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,2.69,0,0,"leaf","",2,"h","i","i","Compact rounded shrublet to 80 cm. Leaves dissected, silky hairy, 20--40 mm long. Flower heads solitary, sessile, yellow, fragrant, style c. 10 mm long, pollen presenter club-shaped, involucral bracts lanceolate. Mainly Aug.--Dec. Sandstone slopes and flats, SW (Cape Peninsula)."
"Setaria sphacelata","Setaria sphacelata","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Mar","","",100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,17.4,0,0,"leaf","",2,"h","w","w","Rhizomatous perennial to 1 m. Leaves linear, mostly rolled. Spikelets 2--3 mm long, in a spike-like panicle, golden-yellow, bristles 7--15 per cluster, lower glume 3-nerved. Sept.--Mar. Disturbed areas, SW, AP, LB, SE (Cape Peninsula to tropical Africa)."
"Sideroxylon inerme","Sideroxylon inerme","SAPOTACEAE","SAPOTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Jun","","",1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,5.42,0,0,"leaf","",3,"m","i","m","Shrub or small tree to 10 m. Leaves dark green, leathery, elliptic, obtuse. Flowers 1-few in axillary clusters or cauliflorous, greenish-white. Fruits fleshy, black. Dec.--June. Sand dunes and coastal bush, SW, AP, LB, SE (Cape Peninsula to tropical Africa)."
"Silene undulata","Silene undulata","CARYOPHYLLACEAE","CARYOPHYLLACEAE","",1,1,"Both",1,0,1,0,0,0,0,0,0,"Aug","Apr","","",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",1,"m","i","p","Similar to S. bellidioides but sometimes sprawling. Flowers white to pink, calyx 22--35 mm long and carpophore 4--6 mm. Aug.--Apr. Slopes and flats, NW, SW, AP, KM, LB, SE (southern and tropical Africa)."
"Smelophyllum capense","Smelophyllum capense","SAPINDACEAE","SAPINDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Jan","","",400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,0,0,4.933333333,0,0,"leaf","",3,"h","i","m","Shrub or small tree to 4 m. Leaves imparipinnate, leaflets obliquely elliptic, deeply scalloped. Flowers in small axillary panicles, greenish. Fruits deeply 2-lobed. Dec.--Jan. Evergreen forest, SE (Baviaanskloof Mts to Port Elizabeth)."
"Solanum guineense","Solanum guineense","SOLANACEAE","SOLANACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Mar","Aug","","",150,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,7,0,0,"leaf","",3,"m","i","m","Erect or sprawling shrub to 1.5 m. Leaves ovate to elliptic, softly leathery, to 7 cm long. Flowers 1--few in axils, mauve to light blue, to 18 mm diam. Berries yellow, orange or red, to 15 mm diam. Mar.--Aug. Coastal dunes, slopes and river banks, NW, SW, AP, LB, SE (Namaqualand to E Cape)."
"Solanum tomentosum","Solanum tomentosum","SOLANACEAE","SOLANACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,3.566666667,0,0,"leaf","",2,"h","i","m","Yellowish green, densely felted shrub to 1 m; spines to 12 mm, straight or slightly curved. Leaves ovate, sinuate, rarely spiny, to 8 cm. Flowers few in clusters, mauve or purple, to 15 mm long. Berries orange, to 20 mm. Mainly Aug.--Oct. Stony slopes and flats, NW, SW, KM, LB, SE (Namaqualand to E Cape)."
"Sonderothamnus petraeus","Sonderothamnus petraeus","PENAEACEAE","PENAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Dec","","",35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.88,0,0,"leaf","",3,"m","i","i","Sparsely branched, closely leafy shrublet to 35 cm, coppicing from a woody caudex. Leaves sessile, broadly ovate to obovate, ascending and imbricate, the magins, especially of the upper leaves denticulate to fimbriate. Flowers several in terminal heads, pink with darker tube, tepals c. 5 mm long. Mainly Oct.--Dec. Sandstone rock and cliffs, SW (Hottentots Holland Mts to Kleinmond)."
"Soroveta ambigua","Restio ambiguus","RESTIONACEAE","RESTIONACEAE","",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Nov","Nov","","",50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,47.24,1,1,"leaf","",3,"h","w","p","Dioecious, caespitose perennial to 50 cm, culms branched, sheaths red-brown with white speckling, acuminate, decaying to truncate. Nov. SW (Cape Peninsula to Kleinrivier Mts)."
"Spatalla colorata","Spatalla colorata","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,1.5,0,0,"leaf","",2,"h","i","i","Shrublet to 80 cm. Leaves needle-like. Flower heads in short ovoid racemes, silvery pink, style incurved, c. 7 mm long, pollen presenter discoid. July--Nov. High sandstone slopes, SW, LB (Riviersonderend to Langeberg Mts: Heidelberg)."
"Spatalla incurva","Spatalla incurva","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Mar","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,1.5,0,0,"leaf","",2,"h","i","i","Erect shrublet to 1 m. Leaves needle-like, glabrous or subglabrous. Flower heads in cylindrical racemes c. 40 mm long, silvery pink, upper tepal larger, style inflexed, c. 6 mm long, pollen presenter obovoid. Sept.--Mar. Sandstone slopes, NW, SW (Cedarberg to Dutoitskloof Mts and Kwadouwsberg)."
