"species","genus_species_GM","family_GM","family_POSA","family_ITIS","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","functional_twig","plant_longevity","flammability","pollination","dispersal","GM_description"
"Carpacoce heteromorpha","Carpacoce heteromorpha","RUBIACEAE","RUBIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Jan","","",45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,1.82,0,0,"leaf","",2,"m","w","p","Dwarf shrub to 45 cm. Leaves ericoid, spreading to recurved, margins ciliate, stipular sheath broadly cup-shaped and hairy. Flowers solitary, calyx 4-lobed, yellowish. July--Jan. Sandy flats and slopes, SW (Worcester to Bredasdorp)."
"Carpacoce spermacocea","Carpacoce spermacocea","RUBIACEAE","RUBIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Jan","","",90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,1.3,0,0,"mixed","",2,"m","w","p","Foetid, lax, straggling perennial to 90 cm. Leaves lanceolate, soft, stipular sheath with several bristles. Flowers few on mostly lateral branchlets, greenish. July--Jan. Damp, sheltered places, SW, LB (Tulbagh to Port Elizabeth)."
"Carpacoce vaginellata","Carpacoce vaginellata","RUBIACEAE","RUBIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","May","","",45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,3.066666667,0,0,"mixed","",2,"m","w","p","Like C. scabra but stipular sheath long and funnel-shaped. July--May. Sandy slopes and flats, NW, SW, AP, LB, SE (Bokkeveld Mts to E Cape)."
"Carpha glomerata","Carpha glomerata","CYPERACEAE","CYPERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Jan","","",200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,2,0,0,0,0,93.34,0,0,"leaf","",3,"h","w","u","Robust tufted perennial to nearly 2 m. Spikelets golden-brown. Aug.--Jan. Marshy flats, lower slopes and watercourses, NW, SW, LB, SE (Citrusdal to Cape Peninsula to S KwaZulu-Natal)."
"Carpobrotus acinaciformis","Carpobrotus acinaciformis","AIZOACEAE","MESEMBRYANTHEMACEAE","AIZOACEAE",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec","","",20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,8.141666667,0,0,"leaf","",2,"l","i","m","Succulent perennial with trailing stems. Leaves robust, falcate, 15--25 mm diam. Flowers purple, 70--100 mm diam., top of ovary flattish or depressed toward the centre, receptacle bicarinate, oblong or subglobose, not tapering into the pedicel. Fruits oval. Aug.--Dec. Coastal sands, SW, AP (Saldanha to Mossel Bay)."
"Carpobrotus edulis","Carpobrotus edulis","AIZOACEAE","MESEMBRYANTHEMACEAE","AIZOACEAE",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,8.478666667,0,0,"leaf","",2,"l","i","m","Succulent perennial with trailing stems to 2 m long. Leaves straight or slightly curved. Flowers yellow, fading to pink with age, stigmas about as long as the stamens, receptacle top-shaped, tapering into the pedicel. Fruits clavate to subglobose, yellowish. Aug.--Oct. Coastal and inland slopes, NW, SW, AP, KM, LB, SE (Namaqualand to E Cape)."
"Cassine peragua","Cassine peragua","CELASTRACEAE","CELASTRACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Feb","Jul","","",1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,4.168421053,0,0,"leaf","",3,"m","i","m","Shrublet or tree to 15 m, bark often with yellow pigments. Leaves opposite, elliptic to orbicular, venation conspicuous beneath. Flowers cream. Berries brown to purple. Feb.--July Coastal scrub, woodland or forest margins, NW, SW, LB, SE (Bokkeveld Mountains to Cape Peninsula to Mpumalanga)."
"Cassine schinoides","Cassine schinoides","CELASTRACEAE","CELASTRACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Dec","","",1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,7.89,0,0,"leaf","",3,"m","i","m","Shrub or small tree, bark occasionally with yellow pigments. Leaves opposite, narrowly elliptic to obovate, venation inconspicuous beneath. Flowers cream. Berries brown, hard. Oct.--Dec. Fynbos, woodlands and forests, NW, SW, LB, SE (Cedarberg Mts to Cape Peninsula to Clarkson)."
"Cassytha ciliolata","Cassytha ciliolata","LAURACEAE","LAURACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Jan","","",200,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"Leaf",0,0,0,0,0,0,34.75,1,1,"leaf","",2,"l","i","m","Yellowish, achlorophyllous perennial vine parasitic on trees and shrubs. Leaves rudimentary, scale-like. Flowers in crowded clusters, yellowish. Fruits fleshy, red. Mainly Sept.-Jan. Various trees and shrubs, NW, SW, AP, KM, LB, SE (Clanwilliam to E Cape)."
"Cassytha filiformis","Cassytha filiformis","LAURACEAE","LAURACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Jan","","",200,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Leaf",0,0,0,0,0,0,23.4,1,1,"leaf","",2,"l","i","m",""
"Celtis africana","Celtis africana","CELTIDACEAE","CELTIDACEAE","",1,0,"Perennial",1,0,0,1,0,0,0,0,0,"Jan","Apr","","",3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",3,"l","i","m","Monoecious, deciduous tree to 30 m, with smooth, grey bark, tawny-velvety when young. Leaves obliquely ovate-lanceolate, toothed. Flowers 1-few in axillary cymes, greenish. Jan.--Apr. Forest, SW, LB, SE (Cape Peninsula to tropical Africa)."
"Cenchrus ciliaris","Cenchrus ciliaris","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Apr","","",100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,15,0,1,"mixed","",1,"h","w","w","Perennial to 1 m. Leaves linear. Spikelets in a bristly, false spike, bristles slender, 5--10 mm long, joined below spikelet, straw-coloured or purple. Aug.--Apr. Sandy flats, SW, KM, SE (Saldanha to India)."
"Centella affinis","Centella affinis","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Jan","","",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","w","p","Slender, tufted, prostrate to suberect perennial to 30 cm. Leaves variable, usually narrowly linear. Flowers yellowish. Fruits round, thin and flat, smooth, commissure sometimes slightly bulging. Aug.-Jan. Sand dunes, flats and limestone outcrops, SW, AP, LB (Malmesbury to Riversdale)."
"Centella cochlearia","Centella recticarpa","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Apr","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Erect tufted perennial from a slightly woody base, to 20 cm, with persistent leaf bases. Leaves rarely somewhat petiolate, linear. Flowers purplish, with prominent purple, cone-shaped stylopodia. Fruits relatively small, oblong, longer than the bracts, distinctly ribbed, not wrinkled. ?. Rock crevices at high altitudes, NW (Bokkeveld to Cedarberg Mts)."
"Centella difformis","Centella difformis","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Apr","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,0,4.4,0,0,"leaf","",2,"l","i","p","Erect perennial, 10--40 cm. Leaves dimorphic, lanceolate, sparsely hairy to glabrous; basal leaves petiolate, entire or with two to five acuminate teeth in upper third, upper leaves smaller, often indistinctly petiolate, mostly entire. Flowers whitish, often in many-flowered umbels. Fruits relatively large, widely elliptic, distinctly ribbed, smooth, commissural c. lightly bulging. Aug.--Apr. Coastal flats and lower slopes, SW, AP (Franschhoek Mts to Potberg)."
"Centella glabrata","Centella glabrata","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Jan","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,4.82,0,0,"leaf","",2,"l","i","p","Tufted, trailing perennial. Leaves petiolate, lanceolate, sparsely hairy to glabrous. Flowers yellowish. Fruits oblong, slightly ribbed, smooth. Sept.-Jan. Slopes and mountains, NW, SW, AP, KM, LB, SE (Clanwilliam to Port Elizabeth)."
"Centella lanata","Centella lanata","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jan","May","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,3.56,0,0,"leaf","",2,"l","i","p","Sprawling perennial to 50 cm. Leaves reniform to widely cuneate, sparsely or densely white- or brown-woolly, crenate or dentate with shallow teeth. Flowers greenish. Fruits oblong, longer than the bracts. Jan.--May. Rocky slopes at high altitudes, LB, SE (Swellendam to Uniondale)."
"Centella lasiophylla","Centella lasiophylla","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Dec","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Like C. villosa but leaves larger and densely woolly leaves. Sept.-Dec. Dry sandstone slopes, NW (Cedarberg Mts)."
"Centella linifolia","Centella linifolia","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Dec","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Erect or suberect woody shrublet to 50 cm. Leaves linear, sparsely hairy or glabrous, glaucous. Flowers yellowish. Fruits obovate, shorter than the bracts, indistinctly ribbed, wrinkled. Sept.--Dec. Rocky sandstone slopes, NW, KM, LB (Worcester to Swartberg Mts and Mossel Bay)."
"Centella macrocarpa","Centella macrocarpa","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Apr","Jan","","",35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,3.6,0,0,"leaf","",2,"l","i","p","Small, erect or suberect perennial with ascending branches from a woody base, 10--35 cm. Leaves acicular, mostly glabrous, green. Flowers yellowish. Fruits relatively large, obovate, shorter than the bracts, strongly ribbed, not wrinkled. Apr.--Jan. Flats and lower slopes, NW, SW, KM (Worcester to Cape Peninsula and Swartberg Mts)."
"Centella montana","Centella montana","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Jan","","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Tufted, sprawling perennial to 10 cm. Leaves petiolate, slightly dimorphic, elliptic to lanceolate, hairy to densely hairy, reddish brown, mostly entire. Flowers yellowish. Fruits widely depressed-ovate, shorter and wider than the bracts. Aug.--Jan. Upper slopes, LB, SE (Montagu to Willowmore)."
"Centella restioides","Centella restioides","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Dec","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,4.308333333,0,0,"leaf","",2,"l","i","p","Suberect perennial to 50 cm. Leaves indistinctly petiolate, acicular to narrowly oblong, sparsely hairy to glabrous. Flowers yellowish, borne among the vegetative leaves. Fruits broadly ovate, shorter than the bracts, commissure not constricted. Oct.--Dec. Rocky slopes at high altitudes, SW (Bainskloof to Franschhoek Mts)."
"Centella sessilis","Centella sessilis","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Jan","","",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Tufted, mat-forming perennial. Leaves indistinctly petiolate, crowded, oblanceolate to narrowly lanceolate, slightly succulent, mostly entire, occ. 2- or 3-toothed. Flowers whitish. Fruits round to widely depressed-ovate, longer than the bracts. Sept.--Jan. Moist sandstone slopes at high alt., NW, SW, AP, KM, SE (Ceres to Humansdorp)."
"Centella stenophylla","Centella stenophylla","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Jan","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Sprawling, patch-forming perennial to 40 cm. Leaves acicular, thread-like, glabrous or very sparsely hairy. Fruits relatively small, round to obovate, longer than the bracts, smooth or slightly wrinkled. ?. Rocky slopes at medium to high alt., SW, LB (Bredasdorp and Langeberg Mts)."
"Centella tridentata","Centella tridentata","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Dec","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,1.733333333,0,0,"leaf","",2,"l","i","p","Laxly branched decumbent annual or short-lived perennial, 8--20 cm. Leaves petiolate, cuneate, densely to sparsely hairy, margin mostly 3--5-toothed teeth above. Inflorescence sessile, with four lateral shortly pedicellate male flowers and a central sessile bisexual flower, whitish. Fruits obovate, shorter than the bracts, ribbed, wrinkled, thinly hairy. Aug.--Dec. Mainly coastal flats and lower slopes, NW, SW, AP, LB, SE (Namaqualand to Port Elizabeth)."
"Centella triloba","Centella triloba","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Apr","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,3.22,0,0,"leaf","",2,"l","i","p","Sprawling, stout perennial with a woody base, 10--50 cm. Leaves cuneate, spathulate or broadly wedge-shaped, succulent, dentate with 3--9 teeth. Flowers greenish. Fruits obovate, mostly longer than the bracts, ribbed. Aug.--Apr. Rocky coastal flats and slopes, SW, AP (Cape Peninsula to Agulhas)."
"Centella villosa","Centella villosa","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Dec","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.32,0,0,"leaf","",2,"l","i","p","Tufted perennial to 40 cm. Leaves petiolate, widely to narrowly cordate, densely to sparsely white- or brown-hairy. Flowers greenish. Fruits distinctly angular, slightly ribbed, smooth. Sept.-Dec. Sandstone slopes in rock crevices, NW, SW (Gifberg to Caledon)."
"Centella virgata","Centella virgata","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Dec","","",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,3.712727273,0,0,"leaf","",2,"l","i","p","Erect or somewhat sprawling, sparse, virgate perennial to 60 cm. Leaves narrowly linear to acicular, densely woolly or glabrous. Flowers yellowish. Fruits borne above the vegetative parts, variable in size, mostly relatively small, ovate, longer than the bracts, lightly ribbed. ?. SW, AP, KM, LB, SE (Caledon to E Cape)."
"Cephalaria humilis","Cephalaria humilis","DIPSACACEAE","DIPSACACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Dec","Jan","","",100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,NA,0,0,"leaf","",2,"l","i","w","Tufted, glabrescent or roughly hairy perennial to 1 m. Leaves mostly basal, linear-oblanceolate or pinnatisect, margins revolute. Flowers in pedunculate heads. Dec.--Jan. Grassy slopes, SE (George to KwaZulu-Natal)."
"Ceratocaryum argenteum","Ceratocaryum argenteum","RESTIONACEAE","RESTIONACEAE","",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Feb","Apr","","",150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,0,0,0,0,NA,1,1,"culm_stem","",2,"h","w","i","Dioecious, caespitose perennial to 1.5 m, culms simple. Female flowers on spikelets to 30 mm. Nuts to 10 mm diam. Feb.--Apr. Mostly sandy flats, SW, AP, LB (Jonkershoek to Albertinia)."
"Ceratocaryum decipiens","Ceratocaryum decipiens","RESTIONACEAE","RESTIONACEAE","",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Feb","Mar","","",200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,0,0,0,0,NA,1,1,"culm_stem","",2,"h","w","i","Dioecious, caespitose perennial to 2 m, culms simple. Female flowers on spikelets to 15 mm, spathes nitid, dark brown. Nuts pedicellate. Feb.--Mar. Sandstone slopes, SW, LB (Du Toitskloof to Riversdale)."
"Chaenostoma denudatum","Sutera denudata","SCROPHULARIACEAE","SCROPHULARIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jan","Dec","","",45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,1.471111111,0,0,"leaf","",1,"m","i","p","Glabrescent perennial to 45 cm. Leaves narrow. Flowers in racemes or loose panicles, tube funnel-shaped, pink to purple with a yellow tube. Jan.--Dec. Rocky hills, SE (Uniondale to Humansdorp)."
"Chaenostoma hispidum","Sutera hispida","SCROPHULARIACEAE","SCROPHULARIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jan","Dec","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.78,0,0,"leaf","",1,"m","i","p","Roughly glandular-hairy bushy shrublet to 50 cm. Leaves coarsely toothed. Flowers axillary, sometimes in racemes or narrow panicles, tube narrowly funnel-shaped, pink to mauve with a yellow throat. Jan.--Dec. Rocky sandstone or limestone, SW (Cape Peninsula to Bredasdorp)."
"Chaenostoma longipedicellatum","Sutera longipedicellata","SCROPHULARIACEAE","SCROPHULARIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jun","Sep","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",1,"m","i","p","Like S. uncinata but longest pedicels to 20 mm. Mainly June--Sept. Rocky sandstone slopes, NW (Bokkeveld escarpment)."
"Chamarea capensis","Chamarea capensis","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Nov","Apr","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,1,1,NA,0,0,"leaf","",2,"l","i","p","Perennial to 50 cm; roots usually single, evenly fleshy. Leaves dry at flowering, the first-formed and later ones all much-dissected, the ultimate segments acute. Flowers yellow. Fruits 2.5--3 mm long, ovoid, mericarps homomorphic. Nov.-Apr. Sandstone slopes, SW, KM, LB, SE (Cape Peninsula to Karoo and E Cape)."
"Chamarea gracillima","Chamarea gracillima","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Nov","Apr","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,1,1,NA,0,0,"leaf","",2,"l","i","p","Like C. capensis but the leaves less finely dissected and especially the first-formed with the ultimate segments broad and rounded. Nov.-Apr. Stony slopes, NW, SW, SE (Clanwilliam to Cape Peninsula and Joubertina)."
"Chascanum cuneifolium","Chascanum cuneifolium","VERBENACEAE","VERBENACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.266666667,0,0,"leaf","",2,"l","i","u","Twiggy shrublet to 50 cm. Leaves opposite, obovate to round or flabellate, sharply narrowed below, mostly 5--7-toothed. Flowers in compact spikes, white or mauve. July--Nov. Shale and limestone slopes, KM (Little Karoo to coastal KwaZulu-Natal)."
"Cheilanthes contracta","Cheilanthes contracta","PTERIDACEAE","PTERIDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"","","","",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frond",0,1,0,1,1,1,1.46,0,0,"leaf","",2,"l","w","w","Rhizomatous perennial. Fronds erect, stipe with hairs and paleae, lamina lanceolate, 2-pinnate to 3-pinnatifid, to 30 cm long, pinnules to 7-lobed, hairy on both surfaces. Sori on ultimate lobes, protected by revolute margin, indusium absent. Shady rocks, 200--1200 m, NW, SW, AP, KM, SE (Namaqualand to Port Elizabeth and E southern Africa)."
"Cheilanthes induta","Cheilanthes induta","PTERIDACEAE","PTERIDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"","","","",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frond",0,1,0,1,0,1,NA,0,0,"leaf","",2,"l","w","w","Perennial with spreading rhizome. Fronds erect, coriaceous, stipe paleate, lamina broadly lanceolate, 3-pinnate to 4-pinnatifid, ultimate segments deeply pinnatifid into rounded-oblong, crenate segments, tomentose beneath. Sori at margins of ultimate segments, indusium discontinuous. Rock outcrops, 600--1200 m, NW, SW, LB (Cedarberg to Heidelberg and S Africa)."
"Cheilanthes involuta","Cheilanthes involuta","PTERIDACEAE","PTERIDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"","","","",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frond",1,1,0,1,0,1,NA,0,0,"leaf","",2,"l","w","w","Perennial with short rhizome. Fronds erect, soft, stipe with hairs and paleae, lamina linear to lanceolate, 2-pinnate to 3-pinnatifid, ultimate segments unequally oblong-hastate, paleate along costules beneath. Sori along margins of ultimate segments, linear, indusium continuous. Dry rocky slopes in karroid scrub, 500--800 m, KM (Witteberg to E Africa)."
"Cheilanthes multifida","Cheilanthes multifida","PTERIDACEAE","PTERIDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"","","","",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frond",0,0,1,0,1,1,NA,0,0,"leaf","",2,"l","w","w","Perennial with short creeping rhizome. Fronds erect, coriaceous, stipe subglabrous, lamina oblong-ovate, 4- or 5-pinnatifid, proximal pinnae basiscopically developed, pinnules pinnatifid into ovate-oblong lobes. Sori discrete, around margins of ultimate segments, indusium entire to lacerate. Rock outcrops, 150--1200 m, NW, SW, KM, LB, SE (Vanrhynsdorp to E Africa)."
"Cheilanthes parviloba","Cheilanthes parviloba","PTERIDACEAE","PTERIDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"","","","",35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frond",0,0,1,1,0,1,7.976666667,0,0,"leaf","",2,"l","w","w","Rhizomatous perennial. Fronds erect, soft, stipe pilose, lamina ovate-lanceolate, 2-pinnate to 3-pinnatifid, pinnae pinnatifid into oblong segments, viscid beneath. Sori at apices of ultimate segments, exindusiate. Dry rocky slopes and rocks, 300--1400 m, NW, SW, KM (Grootwinterhoek Mts to E southern Africa and Namibia)."
"Chenolea diffusa","Chenolea diffusa","AMARANTHACEAE","CHENOPODIACEAE","AMARANTHACEAE",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Feb","Apr","","",30,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Leaf",0,1,1,0,0,0,0.86,0,0,"leaf","",2,"l","u","p","Prostrate mat-forming, succulent perennial. Leaves elliptic to lanceolate, spreading to imbricate, silvery-silky. Flowers axillary, inconspicuous, greenish. Feb.--Apr. Coastal salt marshes, NW, SW, AP, SE (Namibia to Mozambique)."
"Chironia baccifera","Chironia baccifera","GENTIANACEAE","GENTIANACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Feb","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,1.135833333,0,1,"leaf","",2,"m","i","m","Shrublet to 1 m. Leaves linear, spreading. Flowers pink, corolla tube 3--5 mm long, constricted above the ovary, ovary and fruits rounded, stigma truncate. Fruits berry-like. Nov.--Feb. Sandy flats and slopes, NW, SW, AP, LB, SE (Namaqualand to KwaZulu-Natal)."
"Chironia decumbens","Chironia decumbens","GENTIANACEAE","GENTIANACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Jan","","",15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Leaf",1,0,1,0,0,0,NA,0,1,"leaf","",2,"l","i","m","Weak, decumbent perennial rooting at the nodes. Leaves linear to elliptic. Flowers pink, corolla tube c. 13 mm long, ovary and fruits acuminate, stigma broadly peltate. Oct.--Jan. Coastal flats and vleis, SW, AP, LB, SE (Cape Peninsula to E Cape)."
"Chironia jasminoides","Chironia jasminoides","GENTIANACEAE","GENTIANACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan","","",90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,1,0,0,0,NA,0,1,"leaf","",2,"l","i","m","Shrublet to 90 cm. Leaves linear to ovate, erect. Flowers pink, corolla tube 9--14 mm long, calyx lobed to near the base, ovary and fruits acuminate, stigma truncate. Aug.--Jan. Marshy slopes, SW, AP, LB (Bainskloof to Langeberg Mts)."
"Chironia linoides","Chironia linoides","GENTIANACEAE","GENTIANACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Jan","","",90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,1.62,0,1,"leaf","",2,"l","i","m","Shrublet to 90 cm. Leaves linear, erect or spreading. Flowers pink, corolla tube 3--5 mm long, ovary and fruits rounded, stigma truncate. Oct.--Jan. Sandy or marshy flats and slopes, NW, SW, KM, LB (Namaqualand to Cape Peninsula to Oudshoorn and Bredasdorp)."
