"","NewUID","finalname","family_GM","latitude","longitude","region","replicate","date","collector","sample","num_leaves","leaf_area_cm2","leaf_length_cm","avg_leaf_width_cm","max_leaf_width_cm","leaf_thickness_mm","leaf_fresh_wgt_g","leaf_dry_wgt_g","twig_fresh_g","twig_dry_g","lma","fwc","succulence","ldmc","lwr","twig_fwc"
"804","620_41_HK","Cymbopogon marginatus","POACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","41","1",5.61,26.2,0.2,0.3,0.263,0.13,0.045,0.215,0.065,0.00802139,1.888888889,0.015151515,0.346153846,131,2.307692308
"805","620_41_HK","Cymbopogon marginatus","POACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","41","1",5.44,27.5,0.2,0.3,0.3,0.145,0.051,0.195,0.104,0.009375,1.843137255,0.017279412,0.351724138,137.5,0.875
"806","620_41_HK","Cymbopogon marginatus","POACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","41","1",3.41,17.2,0.2,0.4,0.257,0.091,0.033,0.207,0.066,0.009677419,1.757575758,0.017008798,0.362637363,86,2.136363636
"807","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","4L","620","CM","42","5",2.05,14.5,0.1,0.2,0.291,0.105,0.045,NA,NA,0.02195122,1.333333333,0.029268293,0.428571429,145,NA
"808","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","1C","620","CM","42","1",4.81,34.8,0.1,0.2,1.41,0.6,0.164,NA,NA,0.034095634,2.658536585,0.090644491,0.273333333,348,NA
"809","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","4C","620","CM","42","2",4.52,25.6,0.1,0.1,0.804,0.387,0.114,NA,NA,0.025221239,2.394736842,0.06039823,0.294573643,256,NA
"810","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","5L","620","CM","42","6",4.44,15.6,0.1,0.2,0.296,0.168,0.073,NA,NA,0.016441441,1.301369863,0.021396396,0.43452381,156,NA
"811","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","3L","620","CM","42","6",3.45,12.7,0.1,0.2,0.333,0.154,0.067,NA,NA,0.01942029,1.298507463,0.025217391,0.435064935,127,NA
"812","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","1L","620","CM","42","3",3.87,17.2,0.1,0.2,0.449,0.158,0.08,NA,NA,0.020671835,0.975,0.020155039,0.506329114,172,NA
"813","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","3C","620","CM","42","2",3.23,18.1,0.1,0.1,0.886,0.267,0.081,NA,NA,0.025077399,2.296296296,0.057585139,0.303370787,181,NA
"814","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","2L","620","CM","42","5",2.33,10.5,0.1,0.2,0.265,0.08,0.036,NA,NA,0.015450644,1.222222222,0.01888412,0.45,105,NA
"815","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","5C","620","CM","42","3",5.79,28.1,0.1,0.1,0.883,0.44,0.15,NA,NA,0.025906736,1.933333333,0.050086356,0.340909091,281,NA
"816","620_42_HK","Ficinia nigrescens","CYPERACEAE",-34.32975,18.99423,"Hangklip","2C","620","CM","42","2",3.97,28.2,0.1,0.1,0.965,0.255,0.077,NA,NA,0.019395466,2.311688312,0.044836272,0.301960784,282,NA
"817","620_43_HK","Lobelia pinifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","43","20",4.46,2.34,0.1,0.1,0.344,0.158,0.032,0.197,0.05,0.007174888,3.9375,0.028251121,0.202531646,23.4,2.94
"818","620_43_HK","Lobelia pinifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","43","20",5.67,2.65,0.1,0.1,0.376,0.195,0.027,0.183,0.031,0.004761905,6.222222222,0.02962963,0.138461538,26.5,4.903225806
"819","620_43_HK","Lobelia pinifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","43","20",4.4,2.63,0.1,0.1,0.365,0.164,0.048,0.502,0.166,0.010909091,2.416666667,0.026363636,0.292682927,26.3,2.024096386
"820","620_43_HK","Lobelia pinifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","43","20",3.67,2.13,0.1,0.1,0.364,0.148,0.038,0.452,0.125,0.010354223,2.894736842,0.029972752,0.256756757,21.3,2.616
"821","620_43_HK","Lobelia pinifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","43","14",5.25,2.35,0.1,0.1,0.393,0.199,0.036,0.536,0.1,0.006857143,4.527777778,0.031047619,0.180904523,23.5,4.36
"822","620_44_HK","Phylica lasiocarpa","RHAMNACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","44","15",4.13,1.2,0.3,0.4,0.62,0.208,0.091,0.126,0.073,0.022033898,1.285714286,0.028329298,0.4375,4,0.726027397
"823","620_44_HK","Phylica lasiocarpa","RHAMNACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","44","15",7.72,1.9,0.3,0.5,0.584,0.332,0.167,0.232,0.124,0.021632124,0.988023952,0.021373057,0.503012048,6.333333333,0.870967742
"824","620_44_HK","Phylica lasiocarpa","RHAMNACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","44","25",9.66,1.7,0.3,0.4,0.543,0.437,0.207,0.373,0.187,0.021428571,1.111111111,0.023809524,0.473684211,5.666666667,0.994652406
"825","620_44_HK","Phylica lasiocarpa","RHAMNACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","44","15",5.96,1.8,0.4,0.5,0.591,0.333,0.168,0.307,0.178,0.028187919,0.982142857,0.027684564,0.504504505,4.5,0.724719101
"826","620_44_HK","Phylica lasiocarpa","RHAMNACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","44","15",5.23,1.6,0.3,0.4,0.558,0.263,0.156,0.168,0.106,0.029827916,0.685897436,0.020458891,0.593155894,5.333333333,0.58490566
"827","620_45_HK","Ursinia paleacea","ASTERACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","45","15",5.91,2.3,0.1,0.3,0.747,0.342,0.062,0.515,0.135,0.010490694,4.516129032,0.047377327,0.18128655,23,2.814814815
"828","620_45_HK","Ursinia paleacea","ASTERACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","45","15",5.5,2.8,0.2,0.4,0.956,0.435,0.091,0.81,0.248,0.016545455,3.78021978,0.062545455,0.209195402,14,2.266129032
"829","620_45_HK","Ursinia paleacea","ASTERACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","45","10",6.68,4.2,0.2,0.6,0.767,0.393,0.076,0.606,0.094,0.011377246,4.171052632,0.04745509,0.193384224,21,5.446808511
"830","620_45_HK","Ursinia paleacea","ASTERACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","45","15",5.28,2.4,0.2,0.3,0.743,0.312,0.06,0.331,0.082,0.011363636,4.2,0.047727273,0.192307692,12,3.036585366
"831","620_45_HK","Ursinia paleacea","ASTERACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","45","15",6.03,2.8,0.2,0.4,0.749,0.403,0.072,0.985,0.312,0.011940299,4.597222222,0.054892206,0.17866005,14,2.157051282
"832","620_46_HK","Pterocelastrus tricuspidatus","CELASTRACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","46","1",15.35,5.7,2.7,4,0.862,0.596,0.229,1.342,0.601,0.014918567,1.602620087,0.023908795,0.384228188,2.111111111,1.232945092
"833","620_46_HK","Pterocelastrus tricuspidatus","CELASTRACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","46","1",5.11,4,1.3,2.6,0.743,0.352,0.128,1.106,0.521,0.025048924,1.75,0.043835616,0.363636364,3.076923077,1.122840691
"834","620_46_HK","Pterocelastrus tricuspidatus","CELASTRACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","46","1",9.43,4.7,2,3,0.709,0.626,0.241,0.67,0.366,0.025556734,1.597510373,0.040827147,0.384984026,2.35,0.830601093
"835","620_46_HK","Pterocelastrus tricuspidatus","CELASTRACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","46","1",5.52,3.8,1.5,2.2,0.808,0.397,0.148,0.401,0.175,0.026811594,1.682432432,0.045108696,0.37279597,2.533333333,1.291428571
"836","620_46_HK","Pterocelastrus tricuspidatus","CELASTRACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","46","1",7.64,4.7,1.6,4,0.878,1.221,0.472,0.692,0.287,0.061780105,1.586864407,0.098036649,0.386568387,2.9375,1.411149826
"837","620_47_HK","Ehrharta ramosa","POACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","47","1",18.62,34.2,0.5,1.2,1.211,1.897,0.666,NA,NA,0.035767991,1.848348348,0.066111708,0.351080654,68.4,NA
"838","620_47_HK","Ehrharta ramosa","POACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","47","1",9.18,39.6,0.2,0.6,1.424,0.937,0.438,NA,NA,0.047712418,1.139269406,0.054357298,0.467449306,198,NA
"839","620_47_HK","Ehrharta ramosa","POACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","47","1",13.14,55.2,0.2,0.6,1.521,1.276,0.562,NA,NA,0.042770167,1.270462633,0.0543379,0.440438871,276,NA
"840","620_47_HK","Ehrharta ramosa","POACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","47","1",8.28,26.3,0.3,0.7,1.182,0.828,0.326,NA,NA,0.039371981,1.539877301,0.060628019,0.393719807,87.66666667,NA
"841","620_47_HK","Ehrharta ramosa","POACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","47","1",7.98,23.1,0.3,1.6,1.097,0.729,0.281,NA,NA,0.035213033,1.59430605,0.056140351,0.385459534,77,NA
"842","620_48_HK","Lobelia capillifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","48","60",7.53,1.45,0.15,0.3,0.258,0.247,0.064,0.307,0.082,0.008499336,2.859375,0.024302789,0.259109312,9.666666667,2.743902439
"843","620_48_HK","Lobelia capillifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","48","60",4.09,0.92,0.15,0.3,0.128,0.117,0.024,0.427,0.116,0.005867971,3.875,0.022738386,0.205128205,6.133333333,2.681034483
"844","620_48_HK","Lobelia capillifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","48","40",4.75,1.81,0.15,0.3,0.239,0.165,0.041,0.172,0.05,0.008631579,3.024390244,0.026105263,0.248484848,12.06666667,2.44
"845","620_48_HK","Lobelia capillifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","48","60",4.5,0.83,0.15,0.3,0.159,0.122,0.023,0.203,0.049,0.005111111,4.304347826,0.022,0.18852459,5.533333333,3.142857143
"846","620_48_HK","Lobelia capillifolia","CAMPANULACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","48","60",5.89,1.52,0.15,0.3,0.262,0.206,0.061,0.158,0.052,0.010356537,2.37704918,0.024617997,0.296116505,10.13333333,2.038461538
"847","620_49_HK","Rafnia perfoliata","FABACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","49","1",6.06,3,2,2.7,0.56,0.274,0.079,0.558,0.162,0.013036304,2.46835443,0.032178218,0.288321168,1.5,2.444444444
"848","620_49_HK","Rafnia perfoliata","FABACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","49","1",4.3,2.5,1.7,2.3,0.519,0.189,0.06,0.314,0.119,0.013953488,2.15,0.03,0.317460317,1.470588235,1.638655462
"849","620_49_HK","Rafnia perfoliata","FABACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","49","1",4.04,2.6,1.6,2.2,0.529,0.186,0.058,0.33,0.121,0.014356436,2.206896552,0.031683168,0.311827957,1.625,1.727272727
"850","620_49_HK","Rafnia perfoliata","FABACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","49","1",4.79,2.9,1.7,2.3,0.512,0.199,0.051,0.594,0.165,0.010647182,2.901960784,0.030897704,0.256281407,1.705882353,2.6
"851","620_49_HK","Rafnia perfoliata","FABACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","49","1",3.83,2.5,1.5,2.1,0.515,0.171,0.061,0.308,0.138,0.015926893,1.803278689,0.028720627,0.356725146,1.666666667,1.231884058
"852","620_50_HK","Schizaea pectinata","SCHIZAEACEAE",-34.32975,18.99423,"Hangklip","4","620","CM","50","1",2.82,16.8,0.2,0.3,1.065,0.215,0.074,NA,NA,0.026241135,1.905405405,0.05,0.344186047,84,NA
"853","620_50_HK","Schizaea pectinata","SCHIZAEACEAE",-34.32975,18.99423,"Hangklip","3","620","CM","50","1",2.21,17.5,0.1,0.2,0.763,0.177,0.073,NA,NA,0.033031674,1.424657534,0.047058824,0.412429379,175,NA
"854","620_50_HK","Schizaea pectinata","SCHIZAEACEAE",-34.32975,18.99423,"Hangklip","1","620","CM","50","1",3.77,21.3,0.2,0.3,1.048,0.264,0.101,NA,NA,0.026790451,1.613861386,0.043236074,0.382575758,106.5,NA
"855","620_50_HK","Schizaea pectinata","SCHIZAEACEAE",-34.32975,18.99423,"Hangklip","2","620","CM","50","1",2.26,14.5,0.2,0.2,0.861,0.163,0.069,NA,NA,0.030530973,1.362318841,0.04159292,0.423312883,72.5,NA
"856","620_50_HK","Schizaea pectinata","SCHIZAEACEAE",-34.32975,18.99423,"Hangklip","5","620","CM","50","1",2.73,17.4,0.2,0.2,0.884,0.192,0.068,NA,NA,0.024908425,1.823529412,0.045421245,0.354166667,87,NA
"857","627_1_HK","Sonderothamnus petraeus","PENAEACEAE",-34.31217,18.94951,"Hangklip","3","627","CM","1","25",8.25,0.7,0.6,0.8,0.426,0.369,0.148,0.086,0.049,0.017939394,1.493243243,0.026787879,0.401084011,1.166666667,0.755102041
"858","627_1_HK","Sonderothamnus petraeus","PENAEACEAE",-34.31217,18.94951,"Hangklip","1","627","CM","1","25",4.22,0.8,0.3,0.4,0.381,0.22,0.098,0.341,0.216,0.023222749,1.244897959,0.028909953,0.445454545,2.666666667,0.578703704
"859","627_1_HK","Sonderothamnus petraeus","PENAEACEAE",-34.31217,18.94951,"Hangklip","5","627","CM","1","25",5.56,1.1,0.3,0.5,0.33,0.246,0.11,0.093,0.033,0.019784173,1.236363636,0.024460432,0.447154472,3.666666667,1.818181818
"860","627_1_HK","Sonderothamnus petraeus","PENAEACEAE",-34.31217,18.94951,"Hangklip","4","627","CM","1","25",8.64,1,0.4,0.6,0.421,0.395,0.178,0.182,0.098,0.020601852,1.219101124,0.025115741,0.450632911,2.5,0.857142857
"861","627_1_HK","Sonderothamnus petraeus","PENAEACEAE",-34.31217,18.94951,"Hangklip","2","627","CM","1","25",4.07,0.8,0.4,0.5,0.399,0.173,0.08,0.077,0.053,0.01965602,1.1625,0.022850123,0.462427746,2,0.452830189
"862","627_10_HK","Metalasia lichtensteinii","ASTERACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","10","100",5.7,0.44,0.12,0.12,0.499,0.231,0.108,0.344,0.153,0.018947368,1.138888889,0.021578947,0.467532468,3.666666667,1.248366013
"863","627_10_HK","Metalasia lichtensteinii","ASTERACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","10","150",7.82,0.5,0.11,0.12,0.518,0.408,0.167,0.252,0.121,0.021355499,1.443113772,0.030818414,0.409313725,4.545454545,1.082644628
"864","627_10_HK","Metalasia lichtensteinii","ASTERACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","10","120",6.31,0.46,0.12,0.13,0.551,0.283,0.117,0.328,0.122,0.018541997,1.418803419,0.026307448,0.413427562,3.833333333,1.68852459
"865","627_10_HK","Metalasia lichtensteinii","ASTERACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","10","150",9.29,0.59,0.12,0.14,0.582,0.418,0.165,0.49,0.226,0.017761033,1.533333333,0.027233584,0.394736842,4.916666667,1.168141593
"866","627_10_HK","Metalasia lichtensteinii","ASTERACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","10","130",7.78,0.39,0.1,0.11,0.547,0.394,0.166,0.69,0.323,0.021336761,1.373493976,0.029305913,0.421319797,3.9,1.13622291
"867","627_11_HK","Elegia spathacea","RESTIONACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","11","1",8.05,44.3,0.2,0.3,1.601,1.322,0.405,NA,NA,0.050310559,2.264197531,0.113913043,0.306354009,221.5,NA
"868","627_11_HK","Elegia spathacea","RESTIONACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","11","1",5.55,41.8,0.1,0.2,1.346,0.782,0.302,NA,NA,0.054414414,1.589403974,0.086486486,0.386189258,418,NA
"869","627_11_HK","Elegia spathacea","RESTIONACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","11","1",6.02,39.5,0.2,0.2,1.274,0.744,0.319,NA,NA,0.052990033,1.332288401,0.070598007,0.428763441,197.5,NA
"870","627_11_HK","Elegia spathacea","RESTIONACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","11","1",9.34,48.8,0.2,0.3,1.808,1.6,0.589,NA,NA,0.063062099,1.716468591,0.108244111,0.368125,244,NA
"871","627_11_HK","Elegia spathacea","RESTIONACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","11","1",4.7,36.1,0.1,0.2,1.256,0.615,0.249,NA,NA,0.052978723,1.469879518,0.07787234,0.404878049,361,NA
"872","627_12_HK","Calopsis aspera","RESTIONACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","12","1",2.09,20.1,0.1,0.2,0.739,0.141,0.086,NA,NA,0.041148325,0.639534884,0.026315789,0.609929078,201,NA
"873","627_12_HK","Calopsis aspera","RESTIONACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","12","1",4.46,33.9,0.1,0.3,1.081,0.459,0.266,NA,NA,0.059641256,0.72556391,0.043273543,0.579520697,339,NA
"874","627_12_HK","Calopsis aspera","RESTIONACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","12","1",2.72,22.4,0.1,0.3,0.672,0.21,0.122,NA,NA,0.044852941,0.721311475,0.032352941,0.580952381,224,NA
"875","627_12_HK","Calopsis aspera","RESTIONACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","12","1",6.55,24,0.3,1,0.719,0.439,0.273,NA,NA,0.041679389,0.608058608,0.025343511,0.621867882,80,NA
"876","627_12_HK","Calopsis aspera","RESTIONACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","12","1",6.66,35.5,0.2,0.4,0.661,0.512,0.308,NA,NA,0.046246246,0.662337662,0.030630631,0.6015625,177.5,NA
"877","627_13_HK","Coleonema juniperinum","RUTACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","13","150",9.47,0.59,0.1,0.1,0.187,0.246,0.108,0.431,0.237,0.011404435,1.277777778,0.014572334,0.43902439,5.9,0.818565401
"878","627_13_HK","Coleonema juniperinum","RUTACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","13","100",8.6,0.81,0.1,0.1,0.185,0.185,0.085,0.146,0.082,0.009883721,1.176470588,0.011627907,0.459459459,8.1,0.780487805
"879","627_13_HK","Coleonema juniperinum","RUTACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","13","150",8.65,0.57,0.1,0.1,0.206,0.187,0.084,0.226,0.121,0.009710983,1.226190476,0.011907514,0.449197861,5.7,0.867768595
"880","627_13_HK","Coleonema juniperinum","RUTACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","13","80",7.15,0.68,0.1,0.1,0.193,0.184,0.087,0.216,0.107,0.012167832,1.114942529,0.013566434,0.472826087,6.8,1.018691589
"881","627_13_HK","Coleonema juniperinum","RUTACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","13","100",6.49,0.56,0.1,0.1,0.191,0.155,0.069,0.21,0.134,0.010631741,1.246376812,0.013251156,0.44516129,5.6,0.567164179
"882","627_14_HK","Anthospermum galioides","RUBIACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","14","220",9.32,0.55,0.09,0.09,0.207,0.328,0.119,0.366,0.182,0.01276824,1.756302521,0.022424893,0.362804878,6.111111111,1.010989011
"883","627_14_HK","Anthospermum galioides","RUBIACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","14","160",7.49,0.61,0.13,0.13,0.188,0.228,0.099,0.095,0.077,0.013217623,1.303030303,0.017222964,0.434210526,4.692307692,0.233766234
"884","627_14_HK","Anthospermum galioides","RUBIACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","14","160",6.33,0.64,0.1,0.1,0.205,0.194,0.065,0.137,0.063,0.010268562,1.984615385,0.020379147,0.335051546,6.4,1.174603175
"885","627_14_HK","Anthospermum galioides","RUBIACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","14","240",14.01,0.63,0.1,0.11,0.251,0.455,0.172,0.621,0.33,0.012276945,1.645348837,0.020199857,0.378021978,6.3,0.881818182
"886","627_2_HK","Heterolepis aliena","ASTERACEAE",-34.31118,18.94868,"Hangklip","4","627","CM","2","15",5.15,2.09,0.15,0.2,0.834,0.459,0.138,2.288,0.889,0.026796117,2.326086957,0.062330097,0.300653595,13.93333333,1.57367829
"887","627_2_HK","Heterolepis aliena","ASTERACEAE",-34.31118,18.94868,"Hangklip","1","627","CM","2","10",5.61,3.02,0.2,0.3,1.095,0.44,0.122,1.213,0.439,0.021746881,2.606557377,0.056684492,0.277272727,15.1,1.76309795
"888","627_2_HK","Heterolepis aliena","ASTERACEAE",-34.31118,18.94868,"Hangklip","3","627","CM","2","15",4.76,2.28,0.2,0.2,1.031,0.442,0.142,1.915,0.77,0.029831933,2.112676056,0.06302521,0.321266968,11.4,1.487012987
"889","627_2_HK","Heterolepis aliena","ASTERACEAE",-34.31118,18.94868,"Hangklip","5","627","CM","2","15",5.36,2.42,0.2,0.3,1.007,0.463,0.125,1.218,0.434,0.023320896,2.704,0.063059701,0.269978402,12.1,1.806451613
"890","627_2_HK","Heterolepis aliena","ASTERACEAE",-34.31118,18.94868,"Hangklip","2","627","CM","2","15",6.04,2.56,0.2,0.2,0.955,0.55,0.147,1.86,0.655,0.024337748,2.741496599,0.066721854,0.267272727,12.8,1.839694656
"891","627_3_HK","Erica intervallaris","ERICACEAE",-34.30845,18.95576,"Hangklip","5","627","CM","3","240",5.68,0.28,0.1,0.1,0.163,0.168,0.073,0.288,0.121,0.012852113,1.301369863,0.016725352,0.43452381,2.8,1.380165289
"892","627_3_HK","Erica intervallaris","ERICACEAE",-34.30845,18.95576,"Hangklip","1","627","CM","3","200",3.88,0.38,0.03,0.03,0.147,0.139,0.042,0.275,0.159,0.010824742,2.30952381,0.025,0.302158273,12.66666667,0.729559748
"893","627_3_HK","Erica intervallaris","ERICACEAE",-34.30845,18.95576,"Hangklip","2","627","CM","3","350",5.54,0.38,0.04,0.04,0.152,0.174,0.078,0.43,0.197,0.014079422,1.230769231,0.01732852,0.448275862,9.5,1.182741117
"894","627_3_HK","Erica intervallaris","ERICACEAE",-34.30845,18.95576,"Hangklip","4","627","CM","3","200",6.57,0.32,0.1,0.1,0.147,0.149,0.061,0.18,0.094,0.009284627,1.442622951,0.013394216,0.409395973,3.2,0.914893617
"895","627_3_HK","Erica intervallaris","ERICACEAE",-34.30845,18.95576,"Hangklip","3","627","CM","3","300",9.43,0.29,0.1,0.1,0.123,0.25,0.109,0.365,0.199,0.011558855,1.293577982,0.01495228,0.436,2.9,0.834170854
"896","627_4_HK","Laurophyllus capensis","ANACARDIACEAE",-34.30693,18.94398,"Hangklip",NA,"627","CM","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","627_5_HK","Restio perplexus","RESTIONACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","5","1",3.76,47,0.08,0.1,0.376,0.097,0.047,NA,NA,0.0125,1.063829787,0.013297872,0.484536082,587.5,NA
"898","627_5_HK","Restio perplexus","RESTIONACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","5","1",4.35,43.5,0.1,0.14,0.427,0.168,0.088,NA,NA,0.020229885,0.909090909,0.018390805,0.523809524,435,NA
"899","627_5_HK","Restio perplexus","RESTIONACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","5","1",6.6,60,0.11,0.31,0.492,0.276,0.153,NA,NA,0.023181818,0.803921569,0.018636364,0.554347826,545.4545455,NA
"900","627_5_HK","Restio perplexus","RESTIONACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","5","1",8.28,29.8,0.3,1.3,0.68,0.563,0.338,NA,NA,0.040821256,0.665680473,0.027173913,0.60035524,99.33333333,NA
"901","627_5_HK","Restio perplexus","RESTIONACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","5","1",5.17,48.1,0.1,0.4,0.649,0.405,0.229,NA,NA,0.044294004,0.768558952,0.034042553,0.565432099,481,NA
"902","627_6_HK","Elytropappus longifolius","ASTERACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","6","100",3.67,0.72,0.06,0.06,0.262,0.098,0.063,0.264,0.151,0.017166213,0.555555556,0.009536785,0.642857143,12,0.748344371
"903","627_6_HK","Elytropappus longifolius","ASTERACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","6","90",5.83,0.89,0.05,0.05,0.268,0.194,0.109,0.227,0.127,0.018696398,0.779816514,0.01457976,0.56185567,17.8,0.787401575
"904","627_6_HK","Elytropappus longifolius","ASTERACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","6","120",8.36,0.97,0.06,0.06,0.234,0.295,0.16,0.23,0.135,0.019138756,0.84375,0.016148325,0.542372881,16.16666667,0.703703704
"905","627_6_HK","Elytropappus longifolius","ASTERACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","6","80",7.57,1.42,0.07,0.07,0.273,0.302,0.136,0.263,0.153,0.017965654,1.220588235,0.021928666,0.450331126,20.28571429,0.718954248
"906","627_6_HK","Elytropappus longifolius","ASTERACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","6","100",6.78,1.03,0.1,0.1,0.275,0.215,0.115,0.255,0.156,0.016961652,0.869565217,0.014749263,0.534883721,10.3,0.634615385
"907","627_7_HK","Elegia neesii","RESTIONACEAE",-34.30693,18.94398,"Hangklip","4","627","CM","7","1",28.09,61.3,0.5,1.1,1.038,3.265,1.558,NA,NA,0.055464578,1.09563543,0.060768957,0.477182236,122.6,NA
"908","627_7_HK","Elegia neesii","RESTIONACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","7","1",38.78,59.3,0.7,1.2,1.557,5.156,2.242,NA,NA,0.057813306,1.299732382,0.075141826,0.434833204,84.71428571,NA
"909","627_7_HK","Elegia neesii","RESTIONACEAE",-34.30693,18.94398,"Hangklip","3","627","CM","7","1",11.58,39,0.3,0.7,1.111,1.246,0.568,NA,NA,0.049050086,1.193661972,0.058549223,0.455858748,130,NA
"910","627_7_HK","Elegia neesii","RESTIONACEAE",-34.30693,18.94398,"Hangklip","5","627","CM","7","1",12.74,59.1,0.2,0.6,1.444,1.551,0.629,NA,NA,0.049372057,1.46581876,0.072370487,0.40554481,295.5,NA
"911","627_7_HK","Elegia neesii","RESTIONACEAE",-34.30693,18.94398,"Hangklip","1","627","CM","7","1",8.7,36.9,0.2,0.6,1.392,0.91,0.298,NA,NA,0.034252874,2.053691275,0.070344828,0.327472527,184.5,NA
"912","627_8_HK","Elegia persistens","RESTIONACEAE",-34.30693,18.94398,"Hangklip","2","627","CM","8","1",14.52,53.2,0.3,0.5,2.555,3.586,1.164,NA,NA,0.080165289,2.080756014,0.166804408,0.32459565,177.3333333,NA
